name,key,title,location
Afaq - Warehouse Branch,9e9f418fd1fc5f06,"Maintenance Engineer, Reliability Maintenance Engineering",Jeddah
Arabic Computer Systems,71262cd70810e49b,Data Engineer,Riyadh
Arabic Computer Systems,e1337d48be917b54,AI Engineer,Riyadh
Chemdelves,800e1d1426699a4d,Computer Vision Engineer,Saudi Arabia
Cognizant,660864c5f42bf5db,Azure AI,Riyadh
Creative Chaos,96c8e8c4b3224f5f,Senior Data Scientist,Jeddah
Creative Chaos,3d741df3d512d059,Senior Data Scientist ( 3 months contractual role),Jeddah
Danfoss,b219798e4cfff5c9,Application Engineer,Riyadh
DarkVision,563ad2da52d037ec,Wireline logging Sales Engineer,Dammam
Devoteam,df7aa0af3c2dce32,Lead Cloud Architect,Riyadh
Islamic Development Bank,54b4fe34517ff007,Data Visualization &Analytics Specialist,Jeddah
Jadeer,1fe34d7b29bfa925,Machine Learning Engineer,Riyadh
KAUST,56408afbd09b8775,FACULTY POSITION IN COMPUTATIONAL METHODS FOR BIOENGINEERING,Thuwal
KAUST,6a005bf189733340,FACULTY POSITION IN BIOLOGY BY DESIGN (BIOTECH METABOLIC ENGINEERING) AND ENGINEERING BIOLOGY,Thuwal
KAUST,a0a7b06b3b3b1e90,FACULTY POSITION IN BIO-DEVICES AND BIOINTERFACES FOR DIAGNOSTICS AND THERAPY,Thuwal
Lucidya,c36561c46dc00422,Technical Internship or Coop,Riyadh
Lucidya,79bba02a720900b3,Software Engineer - Backend (Jeddah Office),Jeddah
Microsoft,afbc32d5b6aa53da,Partner Technology Strategy Internship Opportunities,Riyadh
Müller`s Solutions,cd09c9f63c7c5cdd,AI / Computer Vision ENGINEER,Riyadh
PASQAL,97061ccc96a721c3,Quantum Technical Sales Engineer - Middle East / Saudi...,Thuwal
PepsiCo,65504dc63c7eedda,Intern - Production,Dammam
PepsiCo,bc9fb4400dc96325,Intern - Maintenance,Dammam
SABIC - Saudi Basic Industries Corp.,a6bd932410718e15,"Engineer, Rotating Equipment",Jubail
SAP,0469ffeb63fbc009,SAP Young Professionals Program KSA 2024,Riyadh
Salla,fe8f23e822728e1c,Machine Learning Ops Engineer,Jeddah
Salla,bf56819efe3b2ebc,Data Science Manager,Jeddah
SentinelOne,c90f96ed7415ad76,Staff Solution Engineer,Riyadh
aramcoservices,4c01a8b9893f9fe4,Generative AI Expert,Saudi Arabia
webook.com,c6d6d4ddfa8f68cd,Data Engineer,Riyadh
webook.com,1ee26161fe8743b5,Machine Learning Engineer,Riyadh
webook.com,95a636c9bc31e337,Solution Architect,Riyadh
