name,key,title,location
Arabic Computer Systems,71262cd70810e49b,Data Engineer,Riyadh
Arabic Computer Systems,e1337d48be917b54,AI Engineer,Riyadh
Chemdelves,800e1d1426699a4d,Computer Vision Engineer,Saudi Arabia
DroneShield Limited,53a227f03e436d5a,Sales Manager – Middle East,Saudi Arabia
IBM,70b8dcfbcba4e5b1,Brand Technical Specialist – Super iPaaS,Riyadh
IBM,f6ba301119abe453,DevOps Engineer,Riyadh
Islamic Development Bank,54b4fe34517ff007,Data Visualization &Analytics Specialist,Jeddah
Jadeer,1fe34d7b29bfa925,Machine Learning Engineer,Riyadh
KAUST,56408afbd09b8775,FACULTY POSITION IN COMPUTATIONAL METHODS FOR BIOENGINEERING,Thuwal
KAUST,a0a7b06b3b3b1e90,FACULTY POSITION IN BIO-DEVICES AND BIOINTERFACES FOR DIAGNOSTICS AND THERAPY,Thuwal
KAUST,6a005bf189733340,FACULTY POSITION IN BIOLOGY BY DESIGN (BIOTECH METABOLIC ENGINEERING) AND ENGINEERING BIOLOGY,Thuwal
Lucidya,c36561c46dc00422,Technical Internship or Coop,Riyadh
Lucidya,79bba02a720900b3,Software Engineer - Backend (Jeddah Office),Jeddah
Müller`s Solutions,cd09c9f63c7c5cdd,AI / Computer Vision ENGINEER,Riyadh
Oivan Group Oy,f42d961986cbbbab,"Senior Data Engineer (Riyadh, on-site)",Riyadh
PASQAL,97061ccc96a721c3,Quantum Technical Sales Engineer - Middle East / Saudi...,Thuwal
PASQAL,32f826126fc1b004,Senior Sales Executive Middle East,Thuwal
Rieckermann,5381d795abde1be7,SERVICE ENGINEER,Jeddah
S&P Global,d8d0a123f8161f6d,Engineering Solutions Technical Advisor,Riyadh
SAP,3e84df4294876fb3,SAP Young Professionals Program KSA 2024,Riyadh
Salla,fe8f23e822728e1c,Machine Learning Ops Engineer,Jeddah
Talent Pal,aad385f3ae89abc3,DevOps Engineer - IBM,Riyadh
TechTalent,e29c9fdadc01dea7,AI Business Analyst - Arabic Speaker,Riyadh
TechTalent,500091bc189906f7,AI Engineer - Arabic Speaker,Riyadh
Varian Medical Systems,51656eef32617464,OIS Software Engineer,Saudi Arabia
Varian Medical Systems,5a89f7478f48b8ea,Hardware Field Service Engineer,Saudi Arabia
aramcoservices,4c01a8b9893f9fe4,Generative AI Expert,Saudi Arabia
webook.com,1ee26161fe8743b5,Machine Learning Engineer,Riyadh
webook.com,c6d6d4ddfa8f68cd,Data Engineer,Riyadh
Ines Partners,b4cdb1a57a229d25,Artificial Intelligence Architect,Jeddah
PepsiCo,65504dc63c7eedda,Intern - Production,Dammam
