name,key,title,location
"ABANUMAY INDUSTRIAL COMPANY,",bd39c902db0106b0,CHEMICAL ENGINEER,Saudi Arabia
ABIYA,8939c3191cfe968b,Sales Engineer,Dammam
AECOM,a2d35adc35f066a5,Chief Strategic Planning Engineer,Riyadh
AECOM,18fcf85ada114a87,"Advisor - Safety, Health & Environment",Tabuk
AECOM,f38e4efbdc0e3d0e,Procurement Specialist,Riyadh
AECOM,53dca1c98647c299,Senior Engineer - Planning,Riyadh
AECOM,ea6a02cec50ce749,Planner (STADIUM),Riyadh
AECOM,1b9a155f3c33877c,Architecture,Medina
AECOM,a576d5761191f529,Document Controller (STADIUM),Riyadh
AECOM,91714579a9afbf37,Engineer - Electrical,Riyadh
AECOM,380ef8aeed35697f,Cost Manager,Riyadh
AECOM,27916eac05e4bd7f,Senior Engineer - Electrical,Medina
AECOM,39797bb84898fe57,Senior Quality Officer,Riyadh
AECOM,b79c1e5a343aa453,Engineer - Structural,Tabuk
AECOM,a99cdb9bab405d44,Senior Planning Engineer,Duba
AECOM,fdfecfc2266e08d6,Senior Administrator,Riyadh
AECOM,2a19e7c6de7e119e,BIM Manager - 4D,Tabuk
AECOM,dfbd5d56ce98e8cb,Senior Cost Engineer,Tabuk
AECOM,fa678206ab31273e,Engineer - Electrical (Site),Medina
AECOM,c59827b5c52bcc48,Senior Infrastructure Engineer,Riyadh
AECOM,24eb2260596023bd,Senior Data Analyst,Riyadh
AECOM,9c3beb95a47d4d3a,Senior Engineer - Structural (STADIUM),Riyadh
AECOM,522a5257c08f3e57,Engineer - Mechanical (VHT),Medina
AECOM,3982304d50e07580,Associate - Project Controls,Tabuk
AECOM,6f5aea7f73a92eff,Structural Engineer (Site),Medina
AECOM,3b927bcea61e1a5d,Senior Engineer - Environment,Riyadh
AECOM,969d8b656bca34e1,Senior Planner,Medina
AECOM,87e4678e372d1ee0,Engineer - Mechanical,Medina
AECOM,b706e203e9ceed3c,Quantity Surveyor,Riyadh
AECOM,4dd12e6dbce7583c,Contracts Administrator,Tabuk
AECOM,012c940c4b6e96da,Senior Geotechnical Engineer,Tabuk
AECOM,415e46e5c208c336,Planning Manager,Riyadh
AECOM,bca40986b51368d4,Administrator,Riyadh
AECOM,04dddd631c040555,Senior Quantity Surveyor,Riyadh
AECOM,d355fddf7b0fb62d,Senior Architect,Riyadh
AECOM,b3db6871f27ea69c,Inspector - Electrical (STADIUM),Riyadh
AECOM,ae720199e1883f9b,Geotechnical Engineer,Tabuk
AECOM,2eaa349b0aaf8b03,Engineer - Electrical (ELV / ICT),Medina
AECOM,3e9ef9ba52a3ef2c,Associate Director - Project Controls,Tabuk
AECOM,0c8fe550cc9dcf36,Environmental Inspector,Riyadh
AECOM,52f85c77b28032eb,"Manager - Safety, Health & Environment",Riyadh
AECOM,0d24e935ea084dbc,Inspector - Electrical,Riyadh
AECOM,f7568c814dbb2111,Senior Engineer - Mechanical,Medina
AECOM,2eadc3c4eef122ec,Senior Engineer - Structural,Riyadh
AECOM,06cc393489771a7c,Engineer- Planning,Riyadh
AECOM,4ee6a24ea96074b5,Land Surveyor,Riyadh
AECOM,4b2f72d4cc7fbd7c,"Senior Quantity Surveyor - Site Based - NEOM, KSA",Tabuk
AECOM,da65dab66f858e38,Senior Project Controls (Trend) Engineer,Duba
AECOM,4d6bc9600005614a,Landscape Architect,Tabuk
AECOM,687e9e72b483a101,Document Controller,Medina
AL QIMMA EQUIPMENT FACTORY SAUDI ARABIA,b0aa38b06f109f12,DESIGN ENGINEER,Saudi Arabia
AL QIMMA EQUIPMENT FACTORY SAUDI ARABIA,ba204fe30387d42a,QUALITY ENGINEER MANAGER,Saudi Arabia
ALSTOM,165b7aba782317f4,Service Quality Engineer,Riyadh
AVUA INTERNATIONAL PVT LTD,3cde2920c1402322,Scheduling Specialist,Jeddah
AWS EMEA SARL (Saudi Arabia Branch) - H11,d86b98c52739d181,Technical Account Manager - Saudi Nationals,Riyadh
AWS EMEA SARL (Saudi Arabia Branch) - H11,db39accc3788748c,"Security Program Manager (Saudi Arabian/GCC national), DCC Communities",Riyadh
AYEN,aa0b6b0621eb0281,FCA (Facility Condition Assessment) & H&S (Health & Safety Assessment) Engineer,Riyadh
Accenture,27b0ddcd04b6c872,Security Analyst L2,Riyadh
Access Talent Group,87f949ad6212a2e2,Mechanical Inspection Engineer,Dhahran
Advanced Sterilization Products,d0e26c6dbd2f3758,Field Service Engineer (Riyadh),Riyadh
Afaq - Warehouse Branch,f9c2aebd87b15be8,"Area Manager, FC Operations",Riyadh
Air Products,a2eded8b1847c16b,Environmental and Sustainability Engineer,Saudi Arabia
Air Products,59a85404cf738f33,Lead Systems Engineer,Jizan
Air Products,24919987eb37ced5,Maintenance Engineer - Wind,Saudi Arabia
Air Products,0c9f81b807c01fa3,Mechanical Commissioning Engineer - (GFU /AGR /HRU),Jizan
Air Products,e7f19410390416b9,Senior Principal Process Control Engineer,Jizan
Air Products,42517d7891fbc90d,Reliability and Maintenance System Engineer (Open),Dhahran
Air Products,829f5366c9d853db,Material Cataloging Engineer,Jizan
Air Products,61fdac0312720506,Instrumentation & Control Engineer - Utilities,Jizan
Air Products,181c622ebceada62,Project Administrator,Jizan
Air Products,396ad40b06bd228f,Deputy Material Manager,Jizan
Air Products,1eafc7ecbcceb686,Project Coordinator,Jizan
Air Products,dd708f6623a2cb73,Instrumentation & Control Engineer - Power Block,Jizan
AlMosafer,b9ba20660781d7d3,Senior IOS Developer,Riyadh
Amazon Web Services Ltd. Regional Headquarter Co.,a0739c7112ce7a14,"Data Center Infrastructure Delivery Manager, DCC Communities",Riyadh
Amazon Web Services Ltd. Regional Headquarter Co.,71e7fe45fe75d2d0,Sr. Technical Program Manager,Riyadh
Amazon Web Services Ltd. Regional Headquarter Co.,0ef505b8a31f4df7,"Data Center Engineering Operations Cluster Manager, DCC Communities",Riyadh
Arab Center for Engineering Studies,eb9e0725674f4b35,Senior Civil Engineer - Materials - KSA,Riyadh
Arab Center for Engineering Studies,f531e750e3a8627a,Senior Geotechnical Engineer,Al Khobar
Arab Center for Engineering Studies,4f79576c758ce4ab,Senior Chemist - KSA,Riyadh
Arab Center for Engineering Studies,b415449dbcfac6b3,Surveying Engineer,Riyadh
Arab Center for Engineering Studies,03319dbdffd635ae,Pavement Engineer - KSA,Riyadh
Arabic Computer Systems,9b7b496430c76cfd,Data Center Network Engineer - JO292-04,Riyadh
Arabic Computer Systems,c877a8081706fb93,Information Security Specialist,Riyadh
Arabic Computer Systems,b7c5d56dbab66bdb,Database engineer,Riyadh
Arabic Computer Systems,83037bc32335b5d0,Geospatial data engineer,Riyadh
Arabic Computer Systems,e55752b9e3e164cb,Data engineer,Al-Kharj
Arabic Computer Systems,fb945b09845a0559,PowerBI engineer,Riyadh
Arabic Computer Systems,6e3ea7146532c9d2,Backup and Storage Administrator,Dhahran
Arabic Computer Systems,f5e9bdccaac4f0f4,Addressable telephone systems and wireless network systems engineer,Riyadh
Arabic Computer Systems,e1337d48be917b54,AI Engineer,Riyadh
Arabic Computer Systems,7feb9daf89026034,GIS Engineer ( Multiply position ),Medina
ArchiSite Group,c0d4e1e2ff0a32bb,Electrical Engineer,Riyadh
Archirodon Group N.V,ab81c9b18a6562b2,Civil Quantity Surveyor,Jeddah
Archirodon Group N.V,eb91cd59014c278a,Deputy HSE Manager (Local),Saudi Arabia
Archirodon Group N.V,3aa1bf1abdb55c16,Project Controls Manager / Cost/Commercial Manager,Tabuk
Archirodon Group N.V,d3b0fdedb530e8d8,Planner,Saudi Arabia
Archirodon Group N.V,e9221661ebb513e6,Technical Office Engineer (Mechanical),Duba
Archirodon Group N.V,01512c35fc5b03be,Electrical Site Engineer,Tabuk
Archirodon Group N.V,17704046261346b6,CIVIL SITE ENGINEER,Tabuk
Archirodon Group N.V,9d3eb598bbb97335,Procurement Engineer (Civil),Mecca
Aricrypta,f093fe947f485a4a,Android developer,Jeddah
Assystem,4628c1806ff9c6bf,Senior Wet Utilities Engineer,Al Khobar
Assystem,343cd4aee1dffc6b,BIM Manager,Al Khobar
Assystem,f3083ddf60763a5f,Senior Quality Engineer,Jubail
AtkinsRéalis,2b876189eed57801,ICTS Engineer,Saudi Arabia
AtkinsRéalis,68e63202497fe180,Digital Lead,Riyadh
AtkinsRéalis,1748a72dd43777b5,AFC Engineer,Riyadh
AtkinsRéalis,8e8de95a28d92b0f,Lead Testing and Commissioning Engineer,Saudi Arabia
AtkinsRéalis,41082d864c799791,Creative Technical Director - Theme Park Experience,Riyadh
AtkinsRéalis,912606d650ec2f5a,Senior Sustainability Engineer,Saudi Arabia
AtkinsRéalis,0453184346db5863,Document Control Lead - Saudi National,Riyadh
AtkinsRéalis,ddb63d156b3fbf1d,Protection Engineer - Saudi National,Saudi Arabia
Augusta Infotech,88aed5723ac86417,Hyperscale Data Center Manager / Senior Manager / Director,Riyadh
Avamels Printing Solutions,56c97b9c1cd3cc3c,IT Support Engineer,Riyadh
BAE Systems,c44ea2658303e4a9,Fuel Systems Maintenance Technician,Al Majma
BAE Systems,899055638b70f925,Egress Systems Maintenance Technician,Al Majma
BAE Systems,640d1076ecebfbb7,Aircrew Instructor,Tabuk
BAE Systems,6263b31f77caa270,Data Management and Analytics Manager,Riyadh
BAE Systems,84d3d4ee6e122ed1,Aircraft Maintenance Technician,Al Majma
BAE Systems,40cc3fab7e6c4279,Typhoon Mechanical Technician Supervisor,Ta'if
BAE Systems,7c78c85d4cfbd444,Aircraft Structures Engineer,Saudi Arabia
BAE Systems,7ae27bc9fc001b03,Aero-Science Instructor (Aircrew),Riyadh
BAE Systems,61528db0815f5f13,Applied Science Instructor,Riyadh
BAE Systems,52b2436f89c9a009,Aero-Science Instructor (Academic),Riyadh
BAE Systems,bb45f7f8c2f7234e,Avionic Maintenance Technician,Riyadh
BAE Systems,9c1cc8f5e620eec4,English Language Instructor,Al Majma
BAE Systems,6ab6d89047870be4,Director of IM&T – Future Fighter,Riyadh
BAE Systems,50d28fb0f23da8e4,Typhoon Avionic Technician Supervisor,Ta'if
BAE Systems,fb027b7023194ddb,Metrology Engineer (Calibration),Dhahran
Balsam United Limited Co.,06da699c786e9e6c,Integration Engineer,Jeddah
Beckman Coulter Diagnostics,dd0687f020662937,Field Service Engineer - Invitro Diagnostics,Dammam
Calo,a3db3f86bc38aa44,Creative Copywriter,Riyadh
Capgemini - Zcomme,7d82dc365ca536e0,Metadata Tech Lead,Riyadh
Capgemini - Zcomme,84acfe9a0b6a854b,Metadata Architect,Riyadh
Carrier,3db775c25225b408,BMS Design & commissioning Engineer,Riyadh
Chemdelves,800e1d1426699a4d,Computer Vision Engineer,Saudi Arabia
Company: Bureau Veritas,82829fd50d42e7ee,Senior Sales Engineer,Riyadh
Company: Bureau Veritas,d6523b956a0b039c,Vendor Quality Manager,Tabuk
Company: Bureau Veritas,cd5c9883853ff3e7,Area Sales Manager,Riyadh
Comprehensive Business Services CBS,8fc4105916725ce6,Alibaba Cloud Engineer,Riyadh
Comprehensive Business Services CBS,8281d837d2daebaa,Telecom engineer,Riyadh
Comprehensive Business Services CBS,213d5c8f87498542,Cost Control Engineer,Riyadh
Computer Network Systems,a0541bd9fa95230b,Senior Mechanical Engineer (Static Equipment),Al Khobar
Cundall,b5a7a7576b028719,Graduate Structural Engineer,Riyadh
Cundall,8308735aff7fd3ce,ELV Associate,Riyadh
Cundall,30b790dac271acdb,Senior Public Health Engineer,Riyadh
D360 Bank,e6fe4c9d39a75505,Principal Application Architect (CX & Marketing Platforms) - Technology,Riyadh
DS DeepSource GmbH,3cd9011be25ac8e2,Back Up Engineer,Riyadh
DS DeepSource GmbH,8103059925c4c8e0,Back Up Technical Support Engineer,Riyadh
DSV,be348202150acc85,"Manager, Quality",Tabuk
DSV,cd734911024da4bd,"Specialist, EAM Integration",Tabuk
DSV,435c2ec98cc18fa9,"Senior Engineer, Process Design",Tabuk
DSV,40bfc5a556fa425e,"Senior Engineer, Startup/O&M integration",Tabuk
Dallah Albaraka,65136d1b68529aee,IT Infrastructure Services Head,Riyadh
Dar Al Riyadh,60bb24b74ebbd9ca,Project Engineer,Jizan
Dar Al Riyadh,bd3bfcb5c9b9b253,Hydrology Engineer,Riyadh
Dar Al Riyadh,c4435e56928a039c,Surveyor,Riyadh
