name,key,title,location
Giza Systems EG,269dec123ed9204b,Senior Data Engineer,Riyadh
Globant,bbcaba38eb88ff69,"Data Scientist, Sr Level 3 - KSA",Riyadh
HDR,11329e87e6a99035,Urban Planner as Project Manager,Riyadh
Illumina,79363c2bc6b96214,Senior Field Applications Scientist,Saudi Arabia
Jamjoom Pharma,01dbf68554ce4d50,Associate Manager – Bioequivalence,Jeddah
KAUST,819e9a1c898473d9,POSTDOCTORAL POSITION IN ‘WHEAT GENOMICS AND EVOLUTION’,Thuwal
KAUST,38acdc7fb452b872,POSTDOCTORAL FELLOWSHIP POSITION - DATA DRIVEN MACHINE LEARNING,Thuwal
KAUST,a0a7b06b3b3b1e90,FACULTY POSITION IN BIO-DEVICES AND BIOINTERFACES FOR DIAGNOSTICS AND THERAPY,Thuwal
KAUST,cd6c79d92d91012f,"POSTDOCTORAL RESEARCH FELLOW - COMPUTER VISION, COMPUTER GRAPHICS AND DEEP LEARNING",Thuwal
KAUST,ce7c258940786312,POSTDOCTORAL FELLOWSHIP IN WATER DESALINATION AND MACHINE LEARNING,Thuwal
KAUST,67d1473b1e1f0115,FACULTY POSITIONS IN APPLIED MATHEMATICS AND COMPUTATIONAL SCIENCES,Saudi Arabia
KAUST,56408afbd09b8775,FACULTY POSITION IN COMPUTATIONAL METHODS FOR BIOENGINEERING,Thuwal
KAUST,e4b074e44cb7bb45,FACULTY POSITIONS IN ELECTRICAL AND COMPUTER ENGINEERING 2025-2026,Thuwal
KAUST,f265ff8b6505fb95,SOFTWARE ENGINEER,Thuwal
KAUST,902f61b315d82686,ASSISTANT PROFESSOR IN MARINE SYSTEMS MODELING,Thuwal
KAUST,5c7e4999682eb88b,POSTDOC IN MACHINE LEARNING,Thuwal
KAUST,2c8a52e4068bf368,RESEARCH SCIENTIST - VISUAL COMPUTING CENTER,Thuwal
KAUST,55abec4b506dc5ed,SENIOR/JUNIOR POSTDOCTORAL FELLOW IN BIOINFORMATICS,Thuwal
KAUST,eccfb448b3e2cd93,POSTDOC FOR SYNTHETIC BIOLOGY AND GENERATIVE BIOLOGY,Thuwal
Master-Works,11a9362428039599,Data Engineer,Dammam
Mozn,decf264a774c6c48,Data Scientist,Riyadh
Mozn,81e8e1eb8301400b,Staff Data Scientist,Riyadh
Mozn,1360cf9bc49cdecf,Senior Data Scientist,Riyadh
Mrsool,262ddbb0a793df0e,"Senior Scientist, Data",Riyadh
Perfect Vision,db7dade836f4158c,AI Developer,Dammam
Salla,fb95bfcffffd9e6a,Data Engineer,Jeddah
Salla,bf56819efe3b2ebc,Data Science Manager,Jeddah
Saudi Business Machines,ae39155a4f6c38de,Data Scientist,Saudi Arabia
Varian Medical Systems,52222da28a07efcc,Software Installation Engineer,Riyadh
WSP,44ee3d150309935a,Civil Engineer_Saudi National,Riyadh
WSP,3e390fbc7bdfc58c,Graduate Electrical Engineer - Dry Utilities (Saudi national),Riyadh
WSP,cb2e484688f72d96,Inspector - ELV,Riyadh
aramcoservices,4c01a8b9893f9fe4,Generative AI Expert,Saudi Arabia
athGADLANG,aba5aeaaa30f4a22,Data Scientist Analyst,Riyadh
webook.com,1ee26161fe8743b5,Machine Learning Engineer,Riyadh
