name,key,title,location
MAN Energy Solutions,a60680695e5f23e4,Regional Sales Manager Retrofit & Upgrade 4-stroke,Saudi Arabia
MERCURE,096ee53f5c3cefcd,Director of sales,Mecca
MOVENPICK,4ef2ee5f7842ab75,Sales Manager,Turaif
Mace,2761c1e5551d9903,Senior Procurement Manager,Riyadh
"Marriott International, Inc",b77a214156830abc,Cluster Director of Marketing (Sindalah Island-NNEOM-Red Sea),Saudi Arabia
"Marriott International, Inc",97e48178294b24ae,Corporate Sales Executive,Riyadh
"Marriott International, Inc",2edcddc9ff872af8,Dir-Sales & Marketing-C,Medina
"Marsh & McLennan Companies, Inc.",8f03c0c083f56198,IMEA Marketing & Communications Lead - Riyadh,Riyadh
Masimo,4bcf5e9696b80cfa,"Director, Marketing, MENAT",Riyadh
Master-Works,6f8f7f945fc9e1cc,Business Intelligence,Riyadh
Master-Works,de065a27d4aa006d,Data Management Consultant,Riyadh
Mastercard,6838dc55540f2ab6,"Manager, Products and Solutions",Riyadh
McKinsey & Company,419d850b11d26fbe,Intern - Maqdira Fellowship Program,Riyadh
Mhab Food company,36ef5b5c5ad5fe2b,Branch Manager,Riyadh
Microsoft,db0f7b22d66f2b5d,Education Sales Management,Riyadh
Morgan International,d3d6c93fd30eff55,Commercial Specialist,Dammam
Mozn,dd6919a5a6dc0321,Corporate Development Manager,Riyadh
Mozn,7946bdfaba0b5dea,Corporate Performance Manager,Riyadh
Mozn,5b14f58bf042e8c1,Senior Data Scientist,Riyadh
Mozn,fcd4aa5805733a7f,Senior Corporate Strategy Specialist,Riyadh
Mozn,5b173d0ad482ed05,Software Engineering Team Lead,Riyadh
Müller`s Solutions,cd09c9f63c7c5cdd,AI / Computer Vision ENGINEER,Riyadh
NTT DATA,f036c3c4e1f84bfc,Network Security Engineer,Riyadh
NTT DATA,9aa4d92db657ae4e,Technical Support Resident Engineer,Riyadh
NTT DATA,36ae7c7ba8f30a25,Security Solutions Architect,Riyadh
NTT DATA,37486d7a1fcc328c,Services Architect,Riyadh
NTT DATA,d75c2c8a3260d80d,NOC Engineer L1,Riyadh
NTT DATA,97c9ce2bc8023852,Senior Security Consultant,Riyadh
National Metal Manufacturing & Casting Co,1430c181207a5de7,Sales Manager -Cement plants wear parts,Dammam
Newrest,0e3a83505776ffa7,Business Development Manager f/m,Riyadh
NielsenIQ,b3c1224f92ba2b19,Senior Executive,Riyadh
Norconsult Telematics,e17a7954d7081d98,Saudi Arabia,Saudi Arabia
Novartis,8a28331787282f7e,Value & Access Lead,Riyadh
Parsons,5a5203937fab7b18,Administration Manager (Saudi National),Tabuk
Pfizer,b37fa15e4d31888f,Health Representative,Riyadh
Publicis Sapient,4f04669a270d4583,Senior Manager Data Engineering,Riyadh
PwC,a3d3b05b73ffaf3d,PwC MiddleEast - EdTech Consulting - Manager / Senior Manager,Riyadh
PwC,a9c44f9fab37f746,"Manager - Technology - Riyadh, KSA",Riyadh
PwC,72c54d8762db2c53,Lab Technologist - Senior Associate,Riyadh
PwC,f023095e331702b9,Associate - Digital Services - KSA (Saudi Nationals),Riyadh
Qatar Airways,0c92f96395f4727a,"Key Account Manager- Riyadh, Saudi Arabia",Riyadh
Qualitrol,c11a3ff469767519,Country Commercial Manager - Saudi Arabia,Riyadh
Qualys,3355832000647f66,"Technical Account Manager, Post Sales (Saudi Arabia)",Saudi Arabia
Qureos Inc,e41b7ce210336ae0,Procurement Supervisor - Alhokair Group,Saudi Arabia
Qureos Inc,3acc0690193f9be9,Marketing And Business Development Manager - ACTS,Jeddah
Qureos Inc,016ce96ae0bafe84,Key Accounts Manager - ADEKA AL OTAIBA MIDDLE EAST,Saudi Arabia
Rawabi Holding Co.,49213844169707d2,Chemical Sales Engineer,Al Khobar
Rawaj - Human Capital Management,6af83961775794b2,Transformation Management Director - Saudi Arabia,Dammam
Rawaj - Human Capital Management,36993eed61aa5d81,Market Intelligence I Saudi Construction Group I Saudi Arabia,Riyadh
Rentokil,ce14730515cdaa06,Sales Consultant,Saudi Arabia
Rider Levett Bucknall,01650d93d03d9e83,Senior Contract Manager,Riyadh
Rider Levett Bucknall,169646b7aeb09108,Senior Commercial Manager - Cost Plus Contracts (Overtime Pay for 6th Day),Riyadh
Rider Levett Bucknall,5dc70229152a6d80,Facilities Manager,Riyadh
Rider Levett Bucknall,5f18f758f71da07d,Associate Quantity Surveyor (Pre Contract Services),Riyadh
Rider Levett Bucknall,64ad631f4dce406e,Quantity Surveyor,Riyadh
Rider Levett Bucknall,5b3b3b6fc5396a79,Director - Cost Management,Riyadh
Rider Levett Bucknall,ac98a2a731820d81,Senior Quantity Surveyor (Pre Contract Services),Riyadh
Rider Levett Bucknall,3e09a5c816b8f3b1,Senior Opportunities – FRICS or MRICS,Riyadh
Rider Levett Bucknall,a54da6b463b6488c,Associate Quantity Surveyor – Cost Plus Contracts -MRICS,Riyadh
Rise,1ed75a39daa986b9,Transaction Advisory - Engagement Leader,Riyadh
Rosewood Hotel Group,53d25fbea4760c5c,RWJED-Sales Executive,Jeddah
S&P Global,d8d0a123f8161f6d,Engineering Solutions Technical Advisor,Riyadh
S&P Global,3492bd8357bc6de5,"Associate Director, Saudi Arabia - Client Coverage (S&P Dow Jones Indices)",Riyadh
S&P Global,6d6a343768c4420c,Desktop and Channels Sales Director – Kingdom of Saudi Arabia,Riyadh
S&P Global,d314afbd21c693cd,"Editor, Middle East Oil News",Riyadh
SAP,dc5ac47d5097c071,Sales Account Executive - SAP Early Talent Program for Customer Success - Saudization,Riyadh
SAS,bfdcc81243e938b9,Customer Advisory Leader (Banking),Riyadh
SAS,7d93cc420c485d8d,Senior Marketing Specialist (Arabic speaker),Riyadh
SAS,a52a1c4542f33143,Education Account Executive,Riyadh
SAS,0ff92c2a84b20986,Sr Account Executive - Public Sector,Riyadh
SAUDIA Airlines,1d828e437a5937d9,Data Science / Data Analysis,Jeddah
SOFITEL,073ae68410f2280a,Digital Marketing & E-commerce Manager - Sofitel Riyadh,Riyadh
SYSMEX Saudi Arabia-LLC.,88be3e5f2a7e9041,Business Analytics & Commercial Excellence Manager,Riyadh
Salla,cf407fd983f16f02,Sales Consultant,Riyadh
Salla,eaeb0c3321a9b7c1,Reporting & Market Intelligence Analyst,Riyadh
Serco North America,ecf9a18103c5c8da,ARFF Training Officer,Riyadh
ServiceNow,8258c28e13e88cc9,"New Logo Account Executive, FSI",Riyadh
Sika,c86888b5f36f9563,TMM- Sealing and bonding,Jeddah
Sika,16f72e4e21abcc29,TMM- Engineered refurbishment,Jeddah
Sika,0a1593773340e843,Specifications Engineer,Riyadh
Six Senses,fa8fb4cdc3ed3da7,"Sales Manager - Six Senses Southern Dunes, The Red Sea",Saudi Arabia
SolarWinds,05ad601a40b82e5a,"Account Executive - Riyadh, KSA",Riyadh
Splash KSA,eede16a5e3b6e3a1,Area Manager,Riyadh
Squadio,d75a629f02e1f6eb,Business Intelligence Analyst - Saudi National,Riyadh
State Street,028f623ae7cf9fb6,"Pre-Sales Private Markets Specialist, VP - Saudi Arabia",Riyadh
Sweater,20fc62ac4943f651,Product Specialist,Riyadh
Swiss Hospitality,2398e584d0a026ee,Account Manager,Riyadh
TXG - Technical Xperts Group,3bcfd85486e9873c,Business Development Manager - Gis Mobile Mapping,Riyadh
Tact Digital Marketing Agency,5cd2d6c1548ba54f,Project Manager,Riyadh
Tahaluf,0b7e814aff50e50c,Exhibition Director,Riyadh
Tahaluf,1382d37603e35060,Sales Manager,Riyadh
Talent Pal,e84f8fbe2fc94e19,RWJED-Sales Executive - Rosewood Hotel Group,Jeddah
Talent Pal,43af5b397d3dab74,Senior Data & Analytics Analyst - The Cigna Group,Riyadh
Talent Pal,e33186f1c6ec49ee,Hardware Field Service Engineer - Varian Medical Systems,Saudi Arabia
Talent Pal,99b1372f256593f6,SENIOR SALES EXECUTIVE - The Emirates Group,Medina
Teads,351b374dd8db89cb,Strategic Account Director,Riyadh
The 1 Percent,df244ae9449648de,Associate - Private Equity,Riyadh
The Cigna Group,6418972f7a68b9fe,Senior Data & Analytics Analyst,Riyadh
Thermo Fisher Scientific,fb5f1d5b8918dbb1,Clinical Demand Specialist,Saudi Arabia
Trellix,1c6cf8c47094f38d,Enterprise Account Manager,Saudi Arabia
Udacity,49eeaace65f2c201,Senior Enterprise Account Executive,Riyadh
Vanderlande Industries,b7de10b0a6b08fd5,IT Senior Systems Engineer,Jeddah
Varian Medical Systems,51656eef32617464,OIS Software Engineer,Saudi Arabia
Varian Medical Systems,5a89f7478f48b8ea,Hardware Field Service Engineer,Saudi Arabia
Visa,1a113f115cf28c42,"Sr. Analyst, Solutions Management (Issuing Consultant)",Riyadh
Wipro Limited,1df0b97d65d0743a,Domain Consultant,Riyadh
Yokogawa,0ce8f62a242b5011,Cyber Security Engineer,Jubail
Yokogawa,ced782fda96f9bc1,Service Analyzer Engineer,Al Khobar
Yokogawa,6ecace28d8c9d3c8,Account Manager,Al Khobar
Yokogawa,c9e3e541a7d44a2a,Procurement Specialist,Jubail
Yokogawa,135426ad76f99dfa,Service Engineer,Jubail
Yokogawa,97cf96b314df689c,Service Engineer,Jubail
Yokogawa,5aedf5c4b4cd9a08,Service Sales Engineer,Al Khobar
Yokogawa,1727d4428e1b8b04,Sr Sales Engineer (Saudi Aramco Account),Al Khobar
Yokogawa,1b55ca272eeecfdd,DCS Engineer,Al Khobar
Yokogawa,19f19deff7d2ff7d,Sales Leader,Al Khobar
Zeeco,8e2db9362794a8f1,Planning and data building Engineer,Dammam
aramcoservices,a97ed96b3a9e551c,Lead Data Scientist,Saudi Arabia
aramcoservices,603bfd248e57a922,Intellectual Property Specialist,Saudi Arabia
aramcoservices,4d2358aeb93ba119,Inventory Manager,Saudi Arabia
aramcoservices,fe57443457356689,Lead Plng & Perf Mgmt Analyst,Saudi Arabia
aramcoservices,c790605c63e646d6,Transfer Pricing Analyst,Saudi Arabia
aramcoservices,55c8b6fcb7504ace,Lead Planning & Performance Management Analyst,Saudi Arabia
aramcoservices,c8525fc43fd5cc34,Financial Planning & Performance Management Analyst,Saudi Arabia
aramcoservices,1434c7b622ad75ef,Strategy & Market Specialist,Saudi Arabia
aramcoservices,4801390b320d585e,Plng & Perf Mgmt Specialist,Saudi Arabia
aramcoservices,d796d05798cfc3ab,Planning & performance Management Specialist,Saudi Arabia
ekar,6ef67999217a46d8,Fleet Support Engineer,Riyadh
pladis,f8f10cb2e867d457,Key Account Regional Sales Manager,Jeddah
rqconsultancy,64fd43c3b5dae340,Senior Full Stack Developer,Ad-Dawadimi
webook.com,c6d6d4ddfa8f68cd,Data Engineer,Riyadh
شركة هاى لايتس شو لتنظيم المعارض والمؤتمرات,6dc579aeaa27556b,Graphics designer,Riyadh
