name,key,title,location
Air Liquide,42b8e966b1c12a82,Operator,Yanbu' al Bahr
Arabic Computer Systems,71262cd70810e49b,Data Engineer,Riyadh
Arabic Computer Systems,e1337d48be917b54,AI Engineer,Riyadh
AtkinsRéalis,ec1a9336cf226fb1,Senior Reporting Engineer (Saudi National),Riyadh
Chemdelves,800e1d1426699a4d,Computer Vision Engineer,Saudi Arabia
Cundall,b5a7a7576b028719,Graduate Structural Engineer,Riyadh
Devoteam,55be13d3a61a867b,Senior Data Consultant,Riyadh
DroneShield Limited,53a227f03e436d5a,Sales Manager – Middle East,Saudi Arabia
EPAM Systems,d8491687ea4ba9d1,Senior/Lead Data Scientist,Dammam
Islamic Development Bank,54b4fe34517ff007,Data Visualization &Analytics Specialist,Jeddah
Jadeer,1fe34d7b29bfa925,Machine Learning Engineer,Riyadh
KAUST,a0a7b06b3b3b1e90,FACULTY POSITION IN BIO-DEVICES AND BIOINTERFACES FOR DIAGNOSTICS AND THERAPY,Thuwal
KAUST,6a005bf189733340,FACULTY POSITION IN BIOLOGY BY DESIGN (BIOTECH METABOLIC ENGINEERING) AND ENGINEERING BIOLOGY,Thuwal
Lucidya,c36561c46dc00422,Technical Internship or Coop,Riyadh
Microsoft,917aa950c403372a,Cloud Solution Architect - Data Security,Riyadh
Nice One,2f14f8b011675bdf,Senior Data Engineer,Riyadh
PASQAL,32f826126fc1b004,Senior Sales Executive Middle East,Thuwal
PASQAL,97061ccc96a721c3,Quantum Technical Sales Engineer - Middle East / Saudi...,Thuwal
PepsiCo,65504dc63c7eedda,Intern - Production,Dammam
PepsiCo,bc9fb4400dc96325,Intern - Maintenance,Dammam
Rieckermann,5381d795abde1be7,SERVICE ENGINEER,Jeddah
SAP,0657bb25701cab26,SAP Young Professionals Program KSA 2024,Riyadh
Shaguf,747ecb893cf8d99c,Senior AI Engineer,Riyadh
Talent Pal,3c9cacc1bcf886fd,Machine Learning Engineer - Jadeer,Riyadh
Talent Pal,e11d3ebd9fc3186c,Senior Data Engineer - Nice One,Riyadh
aramcoservices,4c01a8b9893f9fe4,Generative AI Expert,Saudi Arabia
aramcoservices,6056a430f4711776,Downstream Data Scientist,Saudi Arabia
webook.com,1ee26161fe8743b5,Machine Learning Engineer,Riyadh
webook.com,c6d6d4ddfa8f68cd,Data Engineer,Riyadh
KAUST,56408afbd09b8775,FACULTY POSITION IN COMPUTATIONAL METHODS FOR BIOENGINEERING,Thuwal
