name,key,title,location
Giza Systems EG,1945eddd41cc86c9,Senior Presales Consultant,Riyadh
Giza Systems EG,0319fa3b13529fdc,Application Management,Riyadh
Google,51e89f35066f0764,Incident Response Security Consultant,Riyadh
Help AG,cdf2216ae9e5e687,SIEM Engineer (Splunk),Riyadh
Hilton,111aa5da9c238fcd,Commercial Manager,Riyadh
Honeywell,c0b61d64645e87ae,Channel Management Leader,Dhahran
Husky Technologies,c031122cefd422c9,Service Technician Saudi Arabia (m/f/d),Saudi Arabia
IBM,cf5172b54ef0e257,Technology Expert Labs - Software Seller,Riyadh
IBM,eabb6897f8822eea,Delivery Consultant,Riyadh
IBM,7a6482b94a8ecc21,KSA SOC Manager,Riyadh
IBM,174aea116f4258bc,Senior Automation Delivery Consultant,Riyadh
IBM,5470f9e2860a06dd,Brand Technology Sales Manager,Riyadh
IBM,d4d2fb6103be4c6a,Country Sales Leader - Integration,Riyadh
IBM,a06854fc495c8452,Postdoctoral Researcher,Riyadh
IBM,79a328d052796c2e,Account Executive - Integration Solutions (Brand Sales Specialist),Riyadh
IBM,bc3eb4abacbfee42,Post Doctoral Research,Riyadh
IBM,3e8f6f852d6a7b12,Partner Technical Specialist- Sustainability SW,Riyadh
IBM,810ee1c4c68715a3,"SAP Consulting Sales Lead (Senior Manager or Director), Saudi Arabia",Riyadh
IBM,8bb4d09880992d0b,KSA Events Manager,Riyadh
IBM,85eb07550e89f56d,Early professional hires – EMEA Marketing Communications and CSR,Riyadh
IBM,4611c1e0c93d6827,Ecosystem Technology Partner Specialist,Riyadh
IQVIA,ffb487d8fbaecea1,Client Relationship Manager,Riyadh
IQVIA,c7cef29ff3e24632,Engagement Manager - Real World Evidence,Riyadh
"ITT, Inc.",000fc0d9d7274d6d,Claims Investigation Leader,Dammam
Important Project Company Limited,a781ef3d4feb4e54,Solution Architect - Pre-Sales,Riyadh
Innovative Solutions,0771c75a0342147e,Threat Detection and Response- L2,Riyadh
Innovative Solutions,db0eb8e2d4be3b1e,Associate Specialist- Threat Detection and Respond,Riyadh
Insights Advisory,cd31f399feef131b,Senior PR & Marketing Advisor,Riyadh
InterContinental,a9cc2b8261748aad,Assistant Revenue Manager,Ta'if
Islamic Development Bank,dfd13e9ad7349021,Digital Analyst (Consultancy),Jeddah
Islamic Development Bank,54b4fe34517ff007,Data Visualization &Analytics Specialist,Jeddah
Johnson & Johnson,4747a0602ead2b67,Commercial Demand Planning Manager,Riyadh
Julphar,67ac245217d90bf7,Medical Representative (KSA - Eastern Region),Saudi Arabia
KANTAR,080b29f3d6aa3a68,Senior Research Executive,Riyadh
KBR,a1237b78a12226f7,Business Development Leader in Saudi Arabia,Al Khobar
Leo Burnett,6098680f190c8979,Communication Manager,Riyadh
Leo Burnett,89948b2768ce3b61,Senior Copywriter,Riyadh
Leo Burnett,b46048a395b7c105,Arabic Copywriter,Riyadh
Lucidya,968e627e612f7dfb,Customer Success Specialist,Riyadh
Lucidya,33ff428eb9752773,"Digital Analyst, Strategic Accounts",Riyadh
Lucidya,1c7a8eaf5f30167b,Project Manager,Riyadh
Lucidya,791c7d0bd458e39d,Sales Account Executive,Riyadh
Lummus Technology,216a064d8e840d07,Business Development Manager - LCS,Dammam
MAN Energy Solutions,a60680695e5f23e4,Regional Sales Manager Retrofit & Upgrade 4-stroke,Saudi Arabia
MOVENPICK,4ef2ee5f7842ab75,Sales Manager,Turaif
Maersk,5b9d7c0563909040,People Partner,Jeddah
"Marriott International, Inc",7e817dd7f73f3642,"Director of Marketing - Pre-Opening, Bab Samhan, a Luxury Collection Hotel, Diriyah",Ad-Diriyah
Masimo,4bcf5e9696b80cfa,"Director, Marketing, MENAT",Riyadh
Master-Works,387c7d1c59d01748,BI Developer,Riyadh
Mastercard,6838dc55540f2ab6,"Manager, Products and Solutions",Riyadh
Mastercard,308684bb04c63aee,"Associate Managing Consultant, Program Management, Advisors Client Services",Riyadh
Mastercard,e32bfd86e7541582,"Senior Vice President, Customer Solutions Center Lead, West Arabia",Riyadh
Max KSA,51fe8c1ebafab131,Social Media Executive,Riyadh
Ma’aden,42b16496824045aa,"Specialist, Health and Safety III",Saudi Arabia
Ma’aden,3f3de337b034246b,"Engineer, Project I",Ras Al-Khair
Ma’aden,6b5eada6841028d8,"Lead Specialist, Production II",Ras Al-Khair
Ma’aden,57952c0aa0c99e56,"Manager, DAP II",Ras Al-Khair
Mhab Food company,36ef5b5c5ad5fe2b,Branch Manager,Riyadh
MinIO,c288b7e952b3ec71,Business Development Representative,Riyadh
Morgan Advanced Materials,f1901640d8994210,Senior Sales Engineer,Riyadh
Mozn,cf9beb78ed51a464,Data Engineer II,Riyadh
Mozn,fcd4aa5805733a7f,Senior Corporate Strategy Specialist,Riyadh
Mozn,3db4ec6839c51d5f,User Experience Designer I,Riyadh
Mozn,7946bdfaba0b5dea,Corporate Performance Manager,Riyadh
Mozn,9c2de3c0dfe51686,Sales Development Team Lead,Riyadh
Mozn,9735cad192876db2,Data Scientist,Riyadh
Mozn,e902809ad10e9fa0,Financial Planning and Analysis Lead,Riyadh
Mozn,dd6919a5a6dc0321,Corporate Development Manager,Riyadh
Mozn,5b173d0ad482ed05,Software Engineering Team Lead,Riyadh
Mozn,5b14f58bf042e8c1,Senior Data Scientist,Riyadh
Müller`s Solutions,06351b502a1144c5,Data Strategist,Riyadh
Müller`s Solutions,cd09c9f63c7c5cdd,AI / Computer Vision ENGINEER,Riyadh
NTT DATA,76787f2499cf4a2e,Information Systems Engineer,Riyadh
NTT DATA,0e5cc137781ace8b,SOC Analyst L3,Riyadh
NTT DATA,3666e5f2c7e4260e,Bid Specialist,Riyadh
NTT DATA,36ae7c7ba8f30a25,Security Solutions Architect,Riyadh
NTT DATA,62fd7014e3bfad16,Young Talent Graduate (Finance),Riyadh
NTT DATA,ca0304c8111b7675,IAM Consultant | SailPoint,Riyadh
NTT DATA,f3f1f71c817762af,Human Resource Business Partner - KSA,Riyadh
NTT DATA,908ebe956230b3cd,Legal Advisor,Riyadh
NTT DATA,d75c2c8a3260d80d,NOC Engineer L1,Riyadh
Nahdi,877559f9c7b01c7d,Business Data Analytics Senior Manager (2022649),Jeddah
National Metal Manufacturing & Casting Co,1430c181207a5de7,Sales Manager -Cement plants wear parts,Dammam
Nestle Operational Services Worldwide SA,d1aa4ef766242735,Field Sales Representative - Jubail,Al Khobar
NielsenIQ,9b67da875299d676,Account Manager,Riyadh
NielsenIQ,9b9cae4fc6dd9f98,Senior Executive,Riyadh
Obrela,d737a010950167d7,L2 Cyber Security Analyst,Riyadh
Open Text Corporation,01b420be24cabbca,"Senior Account Executive, Vertica (Saudi Arabia)",Riyadh
Otis,d80608bf2c6d7f5e,New Equipment Senior Sales Engineer,Jeddah
Parker Wellbore,dd9edc79980d1000,Machine Shop Supervisor,Saudi Arabia
Parsons,3b3864da1a553779,Head of Cost Management,Riyadh
Parsons,5a5203937fab7b18,Administration Manager (Saudi National),Tabuk
Parsons,a6ff59fcb844c326,Senior Research Consultant,Jizan
Proofpoint,9121eb13d2c93c21,"Sr Business Development Representative, KSA",Riyadh
Property Finder,a18c3bd5a18264c3,Business Consultant (Account Manager),Riyadh
PwC,bd821480b74054a8,Lab Technologist - Senior Associate,Riyadh
PwC,a9c44f9fab37f746,"Manager - Technology - Riyadh, KSA",Riyadh
PwC,f023095e331702b9,Associate - Digital Services - KSA (Saudi Nationals),Riyadh
PwC,fcc0bdd9991ae47e,Intern - Digital Services - KSA (Saudi Nationals),Riyadh
QS Quest Global Markets Ltd.,6c73bfce54f9d392,Organizational Development Director,Riyadh
Qureos Inc,e41b7ce210336ae0,Procurement Supervisor - Alhokair Group,Saudi Arabia
Qureos Inc,3acc0690193f9be9,Marketing And Business Development Manager - ACTS,Jeddah
Qureos Inc,016ce96ae0bafe84,Key Accounts Manager - ADEKA AL OTAIBA MIDDLE EAST,Saudi Arabia
RELX,b48d25b420fc300b,Solution Engineer / Sales Consultant,Saudi Arabia
Rawabi Holding Co.,c07942044780df52,Product Specialist - Chemical (Sales),Al Khobar
Rawaj - Human Capital Management,36993eed61aa5d81,Market Intelligence I Saudi Construction Group I Saudi Arabia,Riyadh
Rentokil Initial,98e0ae19179f213c,Sales Consultant,Riyadh
Rider Levett Bucknall,3e09a5c816b8f3b1,Senior Opportunities – FRICS or MRICS,Riyadh
Rider Levett Bucknall,5f18f758f71da07d,Associate Quantity Surveyor (Pre Contract Services),Riyadh
Rider Levett Bucknall,a54da6b463b6488c,Associate Quantity Surveyor – Cost Plus Contracts -MRICS,Riyadh
Rider Levett Bucknall,95e455a2457502b9,Senior Project Manager (Luxury Accommodation),Al Ula
Rider Levett Bucknall,ac98a2a731820d81,Senior Quantity Surveyor (Pre Contract Services),Riyadh
Rider Levett Bucknall,32111b13153cae5e,Senior Contracts Manager,Riyadh
Rider Levett Bucknall,5b3b3b6fc5396a79,Director - Cost Management,Riyadh
Rosewood Hotel Group,0d2f691d5d7d5c9e,Cluster Director of Finance Business Partner,Saudi Arabia
Rosewood Hotel Group,4dbc7d377e564a22,Director of Rooms,Saudi Arabia
Rosewood Hotel Group,0141b9a3f21f3524,Cluster Director of Communications,Saudi Arabia
Rosewood Hotel Group,f6bc65d9f9684e19,Executive Chef,Saudi Arabia
Rosewood Hotel Group,40e16b02699c399a,Hotel Manager,Saudi Arabia
Rosewood Hotel Group,20be849ba8235792,Cluster Director of Sales & Marketing,Saudi Arabia
Rosewood Hotel Group,6794122ec4f4b415,Director of Engineering,Saudi Arabia
Rosewood Hotel Group,6d427a4b5ee57dcb,Director of Food and Beverage,Saudi Arabia
S&P Global,6d6a343768c4420c,Desktop and Channels Sales Director – Kingdom of Saudi Arabia,Riyadh
S&P Global,d314afbd21c693cd,"Editor, Middle East Oil News",Riyadh
S&P Global,3492bd8357bc6de5,"Associate Director, Saudi Arabia - Client Coverage (S&P Dow Jones Indices)",Riyadh
S&P Global,be5bd066320546b6,Economist,Riyadh
SAP,d3486da30613f10a,Enterprise Customer Success Manager - SAP Academy for Customer Success - SAUDI ARABIA (Hybrid),Riyadh
SAP,5348f3685236caaf,Sales Account Executive - SAP Early Talent Program for Customer Success - Saudization,Riyadh
SAS,8944d96249e631fa,Senior Alliance Manager,Riyadh
SAS,a52a1c4542f33143,Education Account Executive,Riyadh
SAS,6412a31ae5b11696,Senior Customer Success Manager,Riyadh
SAS,bfdcc81243e938b9,Customer Advisory Leader (Banking),Riyadh
SAS,0ff92c2a84b20986,Sr Account Executive - Public Sector,Riyadh
SEIDOR,0d33d330084104be,Analytics Project Manager ( KSA ),Riyadh
SOFITEL,98613b3a1f8ea3ba,Revenue Analyst,Medina
SOFITEL,073ae68410f2280a,Digital Marketing & E-commerce Manager - Sofitel Riyadh,Riyadh
SWISSOTEL,67df398e83a1a6f1,Cluster Director of Sales,Mecca
SYSMEX Saudi Arabia-LLC.,88be3e5f2a7e9041,Business Analytics & Commercial Excellence Manager,Riyadh
Salla,cf407fd983f16f02,Sales Consultant,Riyadh
Saudi AZM,7f959b28454dbea2,Senior Business Analyst,Riyadh
Saudi Business Machines,69fdfad409c4d143,Security Solution Technician,Al Khobar
Saudi Business Machines,b68b857a9a836e2c,IFS Technical Architect,Saudi Arabia
ServiceNow,8258c28e13e88cc9,"New Logo Account Executive, FSI",Riyadh
Six Senses,fa8fb4cdc3ed3da7,"Sales Manager - Six Senses Southern Dunes, The Red Sea",Saudi Arabia
SolarWinds,05ad601a40b82e5a,"Account Executive - Riyadh, KSA",Riyadh
Squadio,d75a629f02e1f6eb,Business Intelligence Analyst - Saudi National,Riyadh
State Street,d6f441d4f3562797,"Business Unit Compliance Manager, Assistant Vice President, Hybrid",Riyadh
State Street,028f623ae7cf9fb6,"Pre-Sales Private Markets Specialist, VP - Saudi Arabia",Riyadh
State Street,7a22fb470f62c090,"Business Development Lead, VP - Saudi Arabia",Riyadh
Stryker,65ca13d83ba63bff,Sales Manager KSA - Imaging/Navigation/Robotics,Riyadh
Stryker,344a070132f9c889,Manager RAQA MENA,Riyadh
Swiss Hospitality,2398e584d0a026ee,Account Manager,Riyadh
Takeda Pharmaceutical,9884063cfa058066,HR Business Partner - West Gulf Cluster,Riyadh
Tamara,6a06368471e3cd8d,Data Protection Officer,Riyadh
The Cigna Group,6418972f7a68b9fe,Senior Data & Analytics Analyst,Riyadh
Thermo Fisher Scientific,32670af7d0d139d0,Clinical Demand Specialist,Saudi Arabia
Vanderlande Industries,2693fbfde9072041,Process Engineer I,Jeddah
Visa,30c0ccf25803661f,"COOP Trainee (For current students - second semester COOP, starting in January 2025)",Riyadh
WTW,79bcb3e17b1bcfa9,New Client Acquistion RDI Saudi Arabia,Riyadh
Weatherford,f2b45a43aae58965,Technical Sales Representative - Upper Completion,Dhahran
WebEngage,2728a1122e4a4777,Strategic Account Manager - KSA,Riyadh
Yokogawa,f5db41bfc226c64c,Sr. Cyber Security Engineer,Jubail
Yokogawa,6f8e955dcc343984,Senior Account Manager,Al Khobar
Yokogawa,ced782fda96f9bc1,Service Analyzer Engineer,Al Khobar
Yokogawa,0ce8f62a242b5011,Cyber Security Engineer,Jubail
Yokogawa,5692978d3b7eadfe,Sr. Project Engineer,Jubail
Yokogawa,135426ad76f99dfa,Service Engineer,Jubail
Yokogawa,19f19deff7d2ff7d,Sales Leader,Al Khobar
Yokogawa,1727d4428e1b8b04,Sr Sales Engineer (Saudi Aramco Account),Al Khobar
Yokogawa,0431d5df84cc19e9,NWS- Technical Subject Matter Expert,Al Khobar
Yokogawa,6ecace28d8c9d3c8,Account Manager,Al Khobar
Zeeco,8e2db9362794a8f1,Planning and data building Engineer,Dammam
Zoll Medical Corporation,acc6a5680d72f953,Strategic Account Manager - Hospital - MEA,Saudi Arabia
Zoom,37916e89910df4de,Head of Government Relations for the Middle East and North Africa,Saudi Arabia
aramcoservices,c8525fc43fd5cc34,Financial Planning & Performance Management Analyst,Saudi Arabia
aramcoservices,b4871418f87fb255,Business Development Lead,Saudi Arabia
aramcoservices,128e8d3b7c4f9224,Catalyst Development Expert,Saudi Arabia
aramcoservices,4801390b320d585e,Plng & Perf Mgmt Specialist,Saudi Arabia
aramcoservices,4c01a8b9893f9fe4,Generative AI Expert,Saudi Arabia
aramcoservices,a97ed96b3a9e551c,Lead Data Scientist,Saudi Arabia
aramcoservices,dd765bd8f6a8bd31,P&PM Specialist,Saudi Arabia
aramcoservices,603bfd248e57a922,Intellectual Property Specialist,Saudi Arabia
aramcoservices,c790605c63e646d6,Transfer Pricing Analyst,Saudi Arabia
aramcoservices,fe57443457356689,Lead Plng & Perf Mgmt Analyst,Saudi Arabia
invenioLSI,d3daeb413668ba99,SAP Associate Service Delivery Manager,Riyadh
pladis,f8f10cb2e867d457,Key Account Regional Sales Manager,Jeddah
rqconsultancy,64fd43c3b5dae340,Senior Full Stack Developer,Ad-Dawadimi
webook.com,c6d6d4ddfa8f68cd,Data Engineer,Riyadh
webook.com,ed4d3d1e32b512b5,Process Improvement Analyst,Riyadh
webook.com,7e71d5dc1c0ec8e7,Senior Data Analyst,Riyadh
