name,key,title,location,jobType,posted,days_ago,rating,experience,salary,education,feed,link,Tools,Soft Skills,Industry Skills,description
Alfaisal University,23befa5c53061b80,Information Technology (IT) Technician,Riyadh,,Just posted,0.0,4.0,[],[],['bachelor'],https://jobs.alfaisal.edu/nac/pages/information-technology-it-technician-101124,https://indeed.com/cmp/Alfaisal-University,[],"['professional', 'responsible', 'communication']",[],"overview departmentinformation technology divisioninformation technology job familyinformation technology support reports toinformation technology specialist locationalfaisal university - riyadh job summary the it technician is responsible for assisting the alfaisal university employees with technical support of smart classrooms, auditoriums, desktop computers, and related technologies. support includes specification, installation, and testing of computer systems and peripherals within established standards and guidelines. primary duties &amp; responsibilities sets up and installs equipment such as microphones, sound speakers, video screens, projectors, video monitors, recording equipment, connecting wires, and cables, for classrooms and auditoriums. works with both users and vendors to provide higher-level support in response to user problems and questions regarding application/system functionality, input/output, reporting, and operational procedures. assists users and customers in the use of media presentation and audio-visual system functionality. operates it and audio-visual equipment, which involves regular checking of the devices, replacement of the lamp, cleaning of filters, etc monitors the system to ensure the quality by checking the sound quality and projectors precision for classrooms and auditoriums. diagnoses and corrects it and av system issues by regularly checking the podium pc and smartboard to ensure efficiency and effectiveness. troubleshoots and resolves the auditorium and classrooms audio-visual systems’ problems during the events and lectures and monitors the equipment while in use. performs routine testing and problem diagnosis for projectors, microphones, speakers, amplifiers, lcd/plasma displays, sound system and keyboards. operates media equipment including audio and video playback, monitors, lighting controls, and computer equipment during the program. assists communication &amp; network technician in creating materials for end-user frequently asked questions (faqs). develops and maintains an inventory of all monitors, keyboards, hard drives, modems, network cards, and other components and equipment. determines the source and nature of equipment malfunction using diagnostic and application software to adjust, repair, and replace malfunctioning equipment. controls and keeps track of application license registrations to ensure that they do not expire. liaises with third party engineers to carry out hardware servicing, repairs, and installations. prioritizes issues and escalating complex problems to it specialist. performs all duties in a professional, components, and confidential manner. performs all other related duties as required or assigned by the manager. education bachelor’s degree in computer science, information technology, or equivalent from an accredited institute. professional experience minimum of one (1) year experience in installing and updating operating systems, data collection, or related fields (desirable). please upload cv in english only"
Ma’aden,162f0a8e8992d317,"Lead Planner, Project Scheduler & Estimator I",Riyadh,Full-time,Just posted,0.0,4.0,['5-7'],[],"['master', 'bachelor']",https://fa-epod-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_xx/requisitions/preview/4423,https://indeed.com/cmp/Ma'aden,[],"['mentorship', 'organization', 'analysis', 'planning', 'professional', 'project management', 'problem-solving', 'leadership']","['metrics', 'project management', 'problem-solving skills']","key accountabilities: develop project plans, work breakdown structures (wbs), and project schedules using project management software, such as primavera p6, microsoft project, or similar tools, to define project scope, activities, and timelines. coordinate with project managers, engineers, and stakeholders to gather project requirements, objectives, and constraints, and develop project execution strategies to achieve project goals. create detailed project schedules, including activity sequences, durations, dependencies, and resource assignments, and update schedules as needed to reflect changes in project scope or priorities. conduct resource planning and allocation, including labor, equipment, and materials, to ensure adequate resources are available to support project activities and meet project deadlines. estimate project costs, including labor, materials, equipment, and subcontractor services, using cost estimation techniques, historical data, and vendor quotes, to develop accurate project budgets. analyze project risks and uncertainties, and develop risk mitigation strategies and contingency plans to minimize project delays, cost overruns, and other project risks. monitor project progress against schedule, budget, and performance metrics, and provide regular updates to project stakeholders, identifying deviations and recommending corrective actions as needed. coordinate with project teams to track project milestones, deliverables, and dependencies, and resolve scheduling conflicts or resource constraints to ensure project milestones are achieved on time and within budget. conduct project performance analysis, including earned value analysis (eva), schedule variance analysis, and cost performance analysis, to assess project performance and identify areas for improvement. provide leadership, guidance, and mentorship to junior planners, schedulers, and estimators, and support their professional development and growth within the organization. minimum qualifications, experience and competencies: minimum qualifications: bachelor's degree in engineering, construction management, project management, or related field; master's degree or professional certification in project management is advantageous. minimum experience: minimum of 5-7 years of experience in project planning, scheduling, and estimating roles, with progressive experience in project management and leadership positions. experience with project management methodologies, such as agile, waterfall, or critical path method (cpm), and familiarity with industry standards and best practices in project management. skills: strong technical knowledge and proficiency in project management software, such as primavera p6, microsoft project, or similar tools, for developing project plans, schedules, and budgets. excellent analytical and problem-solving skills, with the ability to analyze complex project data, identify trends, and make data-driven decisions to optimize project performance"
Dar Al Riyadh,e2a8f1e09afda29d,Project Director,Jeddah,,Just posted,0.0,4.4,"['25', '10']",[],"['master', 'bachelor']",https://careers.daralriyadh.com/#/JobDetails/373,https://indeed.com/cmp/Dar-Al-Riyadh,[],"['planning', 'design', 'accountability', 'responsibility', 'decision-making', 'attention to detail', 'professional', 'negotiation', 'interpersonal skills', 'collaboration', 'leadership', 'problem-solving', 'project management', 'communication']",['project management'],"responsibilities: develop and implement a comprehensive project management plan that aligns with the client’s goals, quality standards, and budgetary constraints. oversee all phases of the project lifecycle, including planning, design, construction, and commissioning, to ensure seamless execution. establish and enforce project schedules, quality standards, and safety requirements. lead and manage the pmc team, which includes project managers, engineers, schedulers, cost controllers, and quality assurance personnel. facilitate collaboration and effective communication among the pmc team, contractors, designers, and the client to drive project progress and resolve issues. serve as the primary point of contact between the client, pmc team, contractors, and other stakeholders. conduct regular project status meetings and provide comprehensive updates on project progress, financials, schedule, and any potential risks. anticipate client needs, address concerns, and ensure alignment with the client’s strategic vision. proactively identify, assess, and manage risks that could impact project delivery. develop contingency plans to mitigate potential issues, ensuring minimal disruption to the project schedule and budget. resolve any project challenges, contractual issues, or conflicts that arise. oversee quality control measures, ensuring adherence to industry standards, client requirements, and local regulatory standards. supervise third-party inspections, audits, and documentation to guarantee regulatory compliance and achieve the highest levels of quality. monitor the project’s financial performance, including budgeting, forecasting, and cost control. implement financial controls to prevent budget overruns, identify cost-saving opportunities, and ensure accurate financial reporting to the client. develop and enforce governance frameworks to ensure consistent, structured project management practices across all project phases. implement performance tracking systems, including key performance indicators (kpis) and milestones, to monitor progress and ensure alignment with project objectives. coordinate with design consultants to ensure project designs align with client requirements, regulatory standards, and sustainability goals. review and approve design changes, and ensure efficient integration of design and construction activities to avoid rework and delays. lead the change control process, managing scope changes and assessing their impact on schedule, cost, and resources. ensure all change requests are documented, evaluated, and approved by stakeholders before implementation, maintaining transparency and accountability. promote sustainability initiatives within the project, ensuring compliance with environmental regulations and implementing practices that minimize environmental impact. facilitate environmental audits and sustainability reviews to integrate eco-friendly practices throughout the project lifecycle. oversee contract administration, ensuring that contractor obligations are met and all deliverables adhere to quality, budget, and timeline requirements. manage claims, variations, and contractual disputes efficiently, working with legal and procurement teams to protect the client’s interests. liaise with local, state, and national regulatory bodies to obtain required permits and approvals. ensure that the project complies with aviation industry standards, health and safety regulations, and other relevant legal requirements. champion a strong health and safety culture, enforcing strict safety protocols to protect all personnel and minimize accidents. conduct regular hse audits, safety drills, and risk assessments to maintain a zero-incident workplace. implement digital project management and building information modeling (bim) tools to streamline project controls and improve efficiency. leverage data analytics for forecasting, risk assessment, and decision-making to proactively address challenges. oversee the commissioning and testing phases, ensuring all systems meet performance standards before final handover. develop and execute a comprehensive handover plan, ensuring smooth project transition to operations and maintenance teams with proper documentation and training. conduct post-project evaluations to capture lessons learned and implement best practices in future pmc projects. establish a knowledge-sharing framework within the pmc team to enhance performance and promote continuous improvement. develop contingency plans to address potential crises, such as labor strikes, supply chain disruptions, or natural disasters. act as the crisis management lead, coordinating emergency response efforts and ensuring timely communication with all stakeholders. engage with local communities to address concerns and promote the social benefits of the airport project.lead initiatives that support corporate social responsibility, ensuring that the project positively impacts the local economy and society. essential requirements: bachelor’s degree in civil engineering, project management, or a related field (master’s degree preferred). professional certifications such as pmp, pgmp, or prince2. minimum of 25 years of experience in project management, with at least 10 years in a pmc role on airport or large-scale infrastructure projects. proven track record of managing large, complex projects, including project scope, budget, and schedule. advanced knowledge of pmc processes, construction laws, and regulatory requirements in the aviation sector. exceptional leadership, negotiation, and interpersonal skills to engage diverse stakeholders effectively. proficiency in project management and scheduling software, cost control tools, and risk management methodologies. strategic thinker with problem-solving abilities and meticulous attention to detail."
FAMA Technologies,01b4e1cc567f3cae,Pre Sales Engineer - ICT Riyadh,Riyadh,Full-time,Just posted,0.0,3.7,"['2+', '2']",[],"['bachelor', 'graduate']",http://sa.indeed.com/job/pre-sales-engineer-ict-riyadh-01b4e1cc567f3cae,https://indeed.com/cmp/Fama-Technologies,[],['design'],[],"overview: to provide estimation, design &amp; deployment of infrastructure networking, ip telephony, voice, data, wireless, infrastructure, elv system (cctv, access control, physical security systems). the presales engineer will be working closely with the sales team and provide support for finalizing projects to be successful in this role, you will have the following prerequisites: a graduate engineer with 2 plus years of experience in designing and estimation for ict &amp; elv systems experienced in pre-sales activities in elv systems including cctv, access control, structured cabling &amp; networking. experience in design, estimation, technical proposals &amp; presales knowledge for all major products and vendors. experience &amp; familiarity to authority regulations certified by moi will be considered as an advantage. must be familiar with the design criteria/guidelines of elv systems in saudi arabia. vendor certifications like cisco, huawei, and aruba will be an advantage. key role &amp; responsibilities: design, and generate boq and cost estimates for below systems. structured cabling and networking (switching and routing, ip telephony, wi-fi solution. physical security (cctv and access control systems) should be able to understand the drawings, and specifications of the low current systems provided by the client &amp; consultant. compile tender documents with full commercial &amp; contractual understanding. attend clarification meetings with client consultants. technically &amp; commercially evaluate vendor offers and prepare comparative statements to meet the tough bidding time frame of clients and internal departments. knowledge of project phases, engineering, and site management manpower estimation concepts. support the sales team in pre-sales presentations with clients. liaising and negotiating with clients &amp; vendors and partners preparing the technical submittals &amp; bid documents experirence: 2+ years of experience in designing and estimation for ict &amp; elv systems english (required) arabic ( added an advantage) job type: full-time education: bachelor's (preferred) experience: pre-sales (elv system): 2 years (required) language: english (required) arabic (preferred)"
Devoteam,4fa59cea31c69542,Lead Cloud Architect,Riyadh,"Permanent, Full-time, Contract",2 days ago,2.0,3.6,['14'],[],[],https://www.devoteam.com/jobs/114379696212189894,https://indeed.com/cmp/Devoteam,"['sql server', 'sql', 'cloud', 'postgresql', 'mysql', 'kubernetes', 'terraform']","['design', 'innovation', 'prioritization', 'responsibility', 'focus', 'interpersonal skills', 'communication']","['devops', 'cloud', 'ml', 'google cloud', 'logging', 'scripting', 'monitoring', 'machine learning', 'kubernetes']","we are entrepreneurs in disruptive technology, at devoteam, we deliver innovative technology consulting for business. digital transformakers, we are 7,000+ professionals across emea dedicated to ensuring our clients win their digital battle. we improve business performance making their companies truly digital. we advise our clients and build it infrastructure for digital, making sure people are along for the ride. devoteam middle east, we are the region's leading consulting firm delivering innovative business &amp; technology consulting &amp; solutions. our 14 years of existence anchored in technologies that enables our clients business to flourish, accordingly our focus is to help our clients' win the digital battle, adapted to our clients’ business challenges, with a unique consideration to its impact on their systems and structures. to know more about us, please visit: www.devoteam.com our mission is to build cultures of innovation at companies by transforming the way they work, by modernising their it infrastructure &amp; apps, and by elevating their customer experiences. as a premier google cloud partner, we do this by implementing innovative google cloud solutions and by leveraging cutting-edge ai &amp; machine learning technologies. devoteam g cloud’s certified cloud engineers build disruptive solutions on google cloud platform to give organisations a competitive advantage. we migrate and modernise legacy applications &amp; it infrastructure using cloud native solutions such as kubernetes, anthos and serverless solutions. we help our customers with their hybrid- and multi-cloud strategies and to get to actionable business insights faster, by accelerating their data &amp; analytics. together we create scalable, future-proof &amp; secure data journeys. and we build ai &amp; ml solutions on top of this data to help customers to create better customer experiences. next to that, we give the workplace of the future shape with solutions like google workspace. responsibilities: this position is a stakeholder-facing role and embodies the responsibility of capturing prioritization, and delivery of project expectations for all aspects of the projects you work on. you can lead technical customer workshops and design a solution meeting the customer requirements on all aspects of the project (governance, security, networking, billing, operations). you are an advocate for cloud adoption and enlighten customers in their cloud adoption strategy, no matter their cloud maturity. excellent communication and interpersonal skills: you have the ability to communicate tasks, challenges, and results clearly to technical &amp; non-technical colleagues and customers. ability to understand both the business and technical requirements and apply existing, or develop new methodologies to satisfy those requirements you understand both business and technical priorities and have a realistic view of timelines and deliverables. you are able to guide and streamline technical tracks of a multidisciplinary team, composed of colleagues and customers. you advocate the use of cloud best practices in all aspects of your job and the deliverables of your team. you mentor and guide junior colleagues through their journey in the team and within the projects you collaborate on. expertise in operations in cloud and hybrid environments. expertise in security in cloud and hybrid environments. expertise in networking in cloud and hybrid environments (especially firewalling, routing &amp; dns) expertise of devops &amp; cloud automation using infrastructure as code (especially terraform) knowledge of containerized solutions (especially kubernetes) knowledge of micro services architecture knowledge of shell/bash scripting experience in it consulting knowledge of operational tooling for logging, monitoring &amp; backup knowledge of vmware knowledge of database technologies like postgresql, mysql and sql server knowledge of specific tools like terraform cloud, gitlab ci, cloud build.. knowledge of ldap &amp; active directory knowledge of interoperability technology (e.g. message oriented middleware, event hubs or similar) knowledge of cryptography (tls, ca, pki) an exciting job where innovation in technology is not a buzzword but a reality continuous training &amp; development of soft- and hard skills, including training at several google locations a competitive salary, inline with your profile a flexible package of extra-legal advantages that could include a company car, a fuel card, meal vouchers, a laptop, and health insurance, … an awesome team of colleagues &amp; regular team-building activities a ""googley"" well-equipped office close to brussels the ability to work with the world’s leading companies in technology and innovation."
John Crane,70f488fedb3bd40a,Senior Maintenance Engineer,Dammam,,2 days ago,2.0,3.5,[],[],[],https://johncranejobs.net/en/job-search/job-details/?nPostingTargetID=418569&sType=Indeed,https://indeed.com/cmp/Smiths-Group-1,[],"['discipline', 'responsible', 'analysis', 'team player', 'communication']",['monitoring'],"john crane asset management solutions (jcams) is the john crane centre of excellence for maintenance consultancy and condition monitoring. this provides the opportunity for an individual, with the appropriate skills and interest, to play a key role in the development and delivery of this business stream. as part of a dynamic team, the senior maintenance engineer will be familiar with and responsible for the delivery of maintenance management systems and solutions. the candidate will be a team player and accustomed to working to deadlines and budgets. they will have experience in the energy sector and be conversant with quality management systems and their controls. ideally the candidate will have a practical knowledge of cmms, aims, erp or eam solutions from a management, user or implementation perspective. duties &amp; responsibilities responsibilities: develop project plans with accurate resourcing and work schedules. develop method of work statements and processes for all projects undertaken. develop maintenance philosophies. develop asset registers, hierarchies and classifications from p&amp;ids, pfds, single line drawings and other data sources. prepare for and conduct preliminary criticality analysis studies. prepare for and conduct maintenance strategy analysis (failure modes and effects analysis, rcm, criticality, etc.) using proprietary software. develop maintenance strategies. development of planned maintenance routines for core discipline. construction of planned maintenance program. assist with workload smoothing and man-power projections. perform spares analysis for critical equipment. perform project manager role as required and as agreed with the resource manager. work within the requirements of the integrated management system. ensure the strict adherence to quality, health and safety and environmental management systems across the business. the individual skills and experience: recognised engineering qualification or extensive practical maintenance experience. an in depth understanding of maintenance management practices and systems. ability to develop asset registers, maintenance strategies and planned maintenance routine for core disciplines. demonstrated experience in a similar role. actively involved in the management, use or implementation of maintenance management systems. extensive practical involvement in the maintenance of onshore or offshore assets within the energy sector. report writing and effective communication. diversity &amp; inclusion: we believe that different perspectives and backgrounds are what make a company flourish. all qualified applicants will receive equal consideration for employment regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, economic status, disability, age, or any other legally protected characteristics. we are proud to be an inclusive company with values grounded in equality and ethics, where we celebrate, support, and embrace diversity. at no time during the hiring process will john crane, smiths group nor any of our recruitment partners ever request payment to enable participation – including, but not limited to, interviews or testing. avoid fraudulent requests by applying jobs directly through our career’s website (careers – john crane)"
Smiths Group,c468ee317257d0a9,Senior Maintenance Engineer,Dammam,,2 days ago,2.0,3.5,['170'],[],[],https://www.smiths.com/careers/job-search/job-details?langCode=EN&nPostingTargetID=418570,https://indeed.com/cmp/Smiths-Group-1,[],"['discipline', 'responsible', 'analysis', 'design', 'team player', 'communication']",['monitoring'],"ref: johncraneemea02779 division: john crane job function: engineering about us founded in 1917, john crane is a global leader in the design, manufacturing, and engineering of mission critical flow control solutions for increased efficiency, emission reductions and energy transformation. our products include mechanical seals and systems, couplings, bearings, filtration systems and predictive digital monitoring technologies. john crane customer service is accessed through a global network of more than 200 global sites in over 50 countries employing more than 6,000 employees worldwide. we partner with our customers and help them meet the latest environmental standards and keep their operations safe and controlled. john crane is part of smiths group, for over 170 years, smiths has been improving our world through smarter engineering. our technology benefits millions of people every day – making travel safer, supporting sustainable energy transition, efficiently heating, cooling our homes, and helping our world stay connected. connect with us on linkedin: john crane: linkedin job description john crane asset management solutions (jcams) is the john crane centre of excellence for maintenance consultancy and condition monitoring. this provides the opportunity for an individual, with the appropriate skills and interest, to play a key role in the development and delivery of this business stream. as part of a dynamic team, the senior maintenance engineer will be familiar with and responsible for the delivery of maintenance management systems and solutions. the candidate will be a team player and accustomed to working to deadlines and budgets. they will have experience in the energy sector and be conversant with quality management systems and their controls. ideally the candidate will have a practical knowledge of cmms, aims, erp or eam solutions from a management, user or implementation perspective. duties &amp; responsibilities responsibilities: develop project plans with accurate resourcing and work schedules. develop method of work statements and processes for all projects undertaken. develop maintenance philosophies. develop asset registers, hierarchies and classifications from p&amp;ids, pfds, single line drawings and other data sources. prepare for and conduct preliminary criticality analysis studies. prepare for and conduct maintenance strategy analysis (failure modes and effects analysis, rcm, criticality, etc.) using proprietary software. develop maintenance strategies. development of planned maintenance routines for core discipline. construction of planned maintenance program. assist with workload smoothing and man-power projections. perform spares analysis for critical equipment. perform project manager role as required and as agreed with the resource manager. work within the requirements of the integrated management system. ensure the strict adherence to quality, health and safety and environmental management systems across the business. the individual skills and experience: recognised engineering qualification or extensive practical maintenance experience. an in depth understanding of maintenance management practices and systems. ability to develop asset registers, maintenance strategies and planned maintenance routine for core disciplines. demonstrated experience in a similar role. actively involved in the management, use or implementation of maintenance management systems. extensive practical involvement in the maintenance of onshore or offshore assets within the energy sector. report writing and effective communication. diversity &amp; inclusion: we believe that different perspectives and backgrounds are what make a company flourish. all qualified applicants will receive equal consideration for employment regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, economic status, disability, age, or any other legally protected characteristics. we are proud to be an inclusive company with values grounded in equality and ethics, where we celebrate, support, and embrace diversity. at no time during the hiring process will john crane, smiths group nor any of our recruitment partners ever request payment to enable participation – including, but not limited to, interviews or testing."
شركة رتاج للإستشارات المهنية للإستشارات الهندسية,01e7503da58d41ea,Area Sales Manager Engineer (Architecture)Riyadh,Riyadh,Full-time,3 days ago,3.0,,[],[],['bachelor'],http://sa.indeed.com/job/area-sales-manager-engineer-architectureriyadh-01e7503da58d41ea,https://indeed.com/cmp/%D8%B4%D8%B1%D9%83%D8%A9-%D8%B1%D8%AA%D8%A7%D8%AC-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D9%8A%D8%A9,[],"['analysis', 'planning', 'negotiation', 'interpersonal skills', 'collaboration', 'communication']",[],"key responsibilities: 1. sales strategy development: - develop and implement sales strategies to achieve revenue targets within the assigned area. - identify market trends and customer needs to inform product offerings. 2. client relationship management: - build and maintain strong relationships with architects, contractors, and other stakeholders. - conduct regular meetings and presentations to showcase products and services. 3. technical support: - provide technical guidance and support to clients regarding architectural products. - collaborate with engineering teams to address client specifications and requirements. 4. market analysis: - analyze market dynamics, competitive landscape, and customer feedback to identify opportunities for growth. - prepare reports on sales performance, market trends, and customer insights. 5. product knowledge: - stay informed about industry trends, new technologies, and product developments. - train and educate clients on product benefits and applications. 6. sales forecasting: - prepare sales forecasts and budgets based on market analysis and historical data. - monitor performance against targets and adjust strategies as needed. 7. collaboration: - work closely with marketing and product development teams to align sales efforts with company objectives. - participate in trade shows, industry events, and networking opportunities to promote products. 8. negotiation and closing: - negotiate contracts and pricing with clients. - close sales and ensure a smooth transition to project execution. qualifications: - education: bachelor’s degree in architecture, engineering, business, or a related field. - experience: proven experience in sales, preferably in the architecture or construction industry. -skills: strong communication, negotiation, and interpersonal skills; technical proficiency in architectural products and solutions; ability to analyze market data. - certifications: relevant sales or industry certifications may be a plus. work environment: - primarily field-based with frequent travel to client sites. - office work for reporting and strategic planning. this role is crucial for driving sales growth, understanding client needs, and ensuring the successful promotion of architectural products and services in the marketplace. job type: full-time education: bachelor's (preferred)"
Parsons,df26e756a258c88b,Senior Planning Engineer,Riyadh,Full-time,3 days ago,3.0,3.9,['10+'],[],['bachelor'],https://parsons.wd5.myworkdayjobs.com/en-US/Search/job/SA---Riyadh/Senior-Planning-Engineer_R160566,https://indeed.com/cmp/Parsons,[],"['planning', 'professional', 'design']",[],"job description: parsons is looking for an amazingly talented senior planning engineer to join our team! in this role you will get to develops, implements, and maintains cost control, and/or provides planning/scheduling function on one or more larger projects. the project control engineer/specialist at this level is a fully qualified professional with solid experience, technical expertise, and familiarity with company policies and procedures to complete complicated tasks what you'll be doing: provides guidance, direction, and specialized assistance for the resolution of difficult project control problems. analyzes, evaluates, and forecasts current status against an established baseline schedule. assesses the impact(s) of design or construction changes and schedule slippages. reports status of schedule to appropriate project and company management as well to the client. understands and applies engineering, procurement, and construction terminology, concepts, and relationships. develops and maintains critical path logic networks and bar charts utilizing this information. customizes project control systems to meet specific project requirements. accumulates historical data, such as performance experience, for use in maintaining a realistic basis for future planning and forecasting. supervise and provide performance reviews for one or more lower-level project control engineer/specialists and/or support personnel. provides input to sr. project control staff regarding staffing requirements. performs other responsibilities associated with this position as may be appropriate. what required skills you'll bring: supervision received - higher level project control staff supervision given - lower-level employees on project (technical direction only)internal contacts - all employees on project and interface with parsons departments external contacts - clients; suppliers; government agencies what desired skills you'll bring: bachelor's degree in engineering or construction management or related field (or equivalent experience) and typically 10+ years of related work experience. requires basic engineering knowledge in electrical, mechanical, civil, or a related field. proficient pc skills including proficiency in various project controls software and microsoft office suite. minimum clearance required to start: not applicable/none parsons is an equal opportunity employer committed to diversity in the workplace. minority/female/disabled/protected veteran."
Parsons,6f4cc92cd1f93919,Sr. Wet Utilities Engineer,Riyadh,Full-time,3 days ago,3.0,3.9,['10+'],[],[],https://parsons.wd5.myworkdayjobs.com/en-US/Search/job/SA---Riyadh/Sr-Wet-Utilities-Engineer_R159888,https://indeed.com/cmp/Parsons,[],"['analysis', 'design', 'collaboration', 'leadership', 'coordination']",[],"job description: job description: senior wet utilities design engineer parsons is looking for an amazingly talented senior wet utilities design engineer to work on many projects in the kingdom and gcc. the required engineer to be based in riyadh amanah supporting the design management team. what you'll be doing: support design management team. works closely with related teams by providing data and technical support as needed. performs other responsibilities associated with this position as may be appropriate. support the development of junior engineers in collaboration with the leadership team. check the assumptions and parameters against field data collaborate with engineers, urban planners and landscape architects attending design coordination meetings and cooperating with design engineers, safety specialists, and government departments. regulatory compliance: comply with local ksa and relevant international regulations and best engineering practices. preparation of reports summarizing findings and project evaluations. sharing expertise in the best practices/tools of engineering. provides technical consultations for interdisciplinary analytical studies and analyses familiar with load demand calculations for large and small private developments and for mixed used developments. perform design reviews and analysis calculations related to wet utilities such as treated sewage effluent, potable water, foul sewer, stormwater networks using local and international design guidelines. review tender drawing submittals and performs technical bid analyses. extracts engineering information from cad drawings. prepares engineering computations, material quantity takeoffs, estimates, surveys, and designs. completes a variety of assignments such as drawings, specifications, and other materials suitable for procurement and construction purposes. reviews supplier drawing submittals and provide comments. provides technical guidance to cad designer/drafters, designers, and lower-level engineers working on the same project. what required skills you'll bring: bachelors degree in civil engineering from a reputable institution minimum 10+ years of infrastructure engineering design particularly irrigation, drainage, water and wastewater networks prior working experience on saudi arabian projects and very well understanding of relevant latest local and international codes and standards strong working experience on wet utilities design software using sewergems, watergems, infoworks including civil 3d…etc. strong understanding and practical experience with local ksa and international standards such as ammanah, momrah, shc, rcrc...etc. knowledge of current technology and its effective use on the project. excellent report writing skills, preparation of presentations. must have excellent written and oral communications skills in english. minimum clearance required to start: not applicable/none parsons is an equal opportunity employer committed to diversity in the workplace. minority/female/disabled/protected veteran."
