name,key,title,location,jobType,posted,days_ago,rating,experience,salary,education,feed,link,Tools,Soft Skills,Industry Skills,description
Infosysta,9be2208dbd1301b4,Control Engineer,Riyadh,Full-time,Just posted,0,,"['2 to 7', '2 to 7']",[],['bachelor'],http://sa.indeed.com/job/control-engineer-9be2208dbd1301b4,https://indeed.com/cmp/Infosysta-1,['matlab'],"['design', 'interpersonal skills', 'continuous learning', 'attention to detail', 'motivated', 'problem-solving', 'professional', 'communication', 'accuracy', 'focus']",['problem-solving skills'],"job title: control engineer. position overview: we are seeking a talented and motivated control engineer to join our dynamic team. the ideal candidate will have 2 to 7 years of experience in the field of control engineering, with a strong background in designing, implementing, and optimizing control systems for industrial applications. as a control engineer, you will play a key role in developing innovative solutions to enhance the performance, efficiency, and reliability of our control systems. key responsibilities: · design, develop, and implement control strategies and algorithms to optimize the performance of industrial processes and equipment. · collaborate with cross-functional teams to gather requirements, analyze system specifications, and develop control system architectures. · program and configure plcs (programmable logic controllers), dcs (distributed control systems), scada (supervisory control and data acquisition) systems, and other control devices. · conduct testing, simulation, and validation of control systems to ensure accuracy, stability, and reliability under various operating conditions. · troubleshoot and debug control systems, identifying and resolving issues in a timely manner to minimize downtime and production losses. · provide technical support and guidance to junior engineers and technicians, sharing knowledge and best practices to promote continuous learning and development. · stay current with industry trends, emerging technologies, and best practices in control engineering, applying new knowledge to improve existing systems and processes. qualifications: · bachelor's degree in electrical engineering, mechanical engineering, or related field required; advanced degree preferred. · 2 to 7 years of experience in control engineering, with a focus on designing and implementing control systems for industrial applications. · proficiency in plc programming languages (e.g., ladder logic, structured text), as well as experience with hmi (human-machine interface) development. · strong understanding of control theory, signal processing, and system dynamics. · experience with industrial communication protocols such as modbus, profibus, ethernet/ip, etc. · familiarity with simulation tools (e.g., matlab/simulink) and control system design software (e.g., allen-bradley rslogix, siemens tia portal). · excellent problem-solving skills and attention to detail, with the ability to analyze complex systems and identify optimal solutions. · effective communication and interpersonal skills, with the ability to work collaboratively in a team environment. preferred qualifications: · experience in industries such as manufacturing, automotive, aerospace, or energy. · knowledge of safety instrumented systems (sis) and functional safety standards (e.g., iec 61508, iec 61511). · familiarity with advanced control techniques such as model predictive control (mpc), adaptive control, or fuzzy logic control. · relevant certifications such as certified automation professional (cap) or certified control systems technician (ccst). job type: full-time pay: from ﷼10,000.00 per month"
Dell,f55b3145b1fe5978,Advisory Systems Engineer - AI & Big Data SME,Riyadh,,Just posted,0,4.0,"['5', '12+']",[],['bachelor'],https://jobs.dell.com/en/job/riyadh/advisory-systems-engineer-ai-and-big-data-sme/375/66345516448,https://indeed.com/cmp/Dell-Technologies,"['spark', 'power bi', 'sql', 'hadoop', 'tensorflow', 'pytorch', 'python', 'azure', 'java', 'scikit-learn', 'cloud', 'tableau', 'nosql', 'docker', 'kubernetes', 'aws']","['design', 'reliable', 'responsible', 'analysis', 'mentorship', 'flexibility']","['data visualization', 'google cloud', 'machine learning', 'big data', 'transform', 'cloud', 'kubernetes', 'data analysis', 'data warehousing', 'containerization']","our field sales professionals rely on proactive technical support during the sales process – and our expert systems engineering team always steps up to the mark. we lead the development and implementation of complex and specialized products, applications, services and solutions. from delivering sales presentations and product demonstrations, formulation overall solution architecture and collaborating with delivery team to ensure successful delivery, we ensure customers get the innovative, relevant, interoperable solutions they need. join us to do the best work of your career and make a profound social impact as anadvisory systems engineer - ai &amp; big data smeon oursystems engineeringteam inriyadh, saudi arabia. what you’ll achieve as an advisory systems engineer - ai &amp; big data sme you will have a deep understanding of ai, machine learning, and data engineering principles and you will be responsible for setting strategies, delivering best practices for architecture, and ensuring the successful implementation and integration of ai solutions for our clients. you will: develop and implement ai and data engineering strategies aligned with business objectives. design and architect scalable, reliable, and efficient ai and data engineering solutions. lead the integration of ai models into existing systems and ensure seamless operation. collaborate with cross-functional teams and eco-system technology partners to understand requirements and deliver high-quality solutions. conduct thorough data analysis and model evaluation to ensure optimal performance. stay updated with the latest advancements in ai and data engineering and apply them to enhance our systems. provide technical guidance and mentorship to junior engineers and other team members. ensure adherence to best practices and standards in ai and data engineering. take the first step towards your dream career every dell technologies team member brings something unique to the table. here’s what we are looking for with this role: essential requirements minimum of 5 years of experience in ai and data engineering proficiency in programming languages such as python, r, or java. strong understanding of machine learning frameworks (e.g., tensorflow, pytorch, scikit-learn) experience with data engineering tools and platforms (e.g., apache spark, hadoop, sql, nosql databases). knowledge of cloud platforms (e.g., aws, azure, google cloud) and containerization (e.g., docker, kubernetes) familiarity with big data technologies and data warehousing solutions strong skills in data visualization and reporting tools (e.g., tableau, power bi). experience with version control systems (e.g., git) desirable requirements senior-level sales engineer with expertise in sophisticated products and services offerings. 12+ years of field sales experience or related experience in a relationship selling role with a bachelor’s degree. who we are we believe that each of us has the power to make an impact. that’s why we put our team members at the center of everything we do. if you’re looking for an opportunity to grow your career with some of the best minds and most advanced tech in the industry, we’re looking for you. dell technologies is a unique family of businesses that helps individuals and organizations transform how they work, live and play. join us to build a future that works for everyone because progress takes all of us. application closing date: 27 june 2024 dell technologies is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. job id:r245512 dell’s flexible &amp; hybrid work culture at dell technologies, we believe our best work is done when flexibility is offered. we know that freedom and flexibility are crucial to all our employees no matter where you are located and our flexible and hybrid work style allows team members to have the freedom to ideate, be innovative, and drive results their way. to learn more about our work culture, please visit our locations page."
webook.com,1ee26161fe8743b5,Machine Learning Engineer,Riyadh,Full-time,6 days ago,6,,[],[],['bachelor'],https://www.careers-page.com/supertech-2/job/L53YR99R?utm_medium=free_job_board&utm_source=indeed,https://indeed.com/cmp/Webook.com,"['llms', 'tensorflow', 'pytorch', 'azure', 'java', 'cloud', 'python', 'aws']","['design', 'agility', 'problem-solving', 'communication skills', 'communication', 'accuracy']","['llms', 'google cloud', 'machine learning', 'transform', 'cloud', 'mathematics', 'problem-solving skills', 'natural language processing', 'deep learning', 'feature engineering']","do you want to love what you do at work? do you want to make a difference, an impact, and transform people's lives? do you want to work with a team that believes in disrupting the normal, boring, and average? if yes, then this is the job you're looking for ,webook.com is saudis #1 private event ticketing and experience booking platforms in terms of technology, features, agility, revenue serving some of the largest mega events in the kingdom surpassing half a billion in sales. webook.com is part of the supertech group also consisting of uxbert labs, one of the best digital and user experience design agencies in the gcc, along with kafu games, the largest esports tournament platform in mena. key responsibilities: lead the development of innovative ai tools. leverage existing ai models and frameworks, including large language models (llms) and retrieval-augmented generation (rag), to address complex business challenges. collaborate with cross-functional teams to gather requirements and translate them into effective ai solutions. fine-tune and optimize ai models for specific applications, ensuring high performance and accuracy. experiment with various ai models, libraries, and techniques to identify the best solutions for specific problems. develop custom ai solutions when necessary, utilizing machine learning, deep learning, natural language processing, and computer vision techniques. integrate ai solutions seamlessly into existing systems and workflows, working closely with data scientists and software engineers. document and communicate technical designs, processes, and best practices to ensure clarity and knowledge sharing. qualifications: bachelor's degree in computer science, engineering, mathematics, or a related field. strong programming skills in languages such as python, java, or c++. in-depth knowledge of machine learning algorithms, deep learning frameworks (e.g., tensorflow, pytorch), and ai technologies. experience with data preprocessing, feature engineering, and model evaluation techniques. proficiency in software development best practices, version control systems, and agile methodologies. excellent problem-solving skills with the ability to think critically and analytically. strong communication skills and the ability to collaborate effectively with cross-functional teams. experience with cloud platforms (e.g., aws, azure, google cloud)."
SAIC,7ae9efcb2d236631,Systems Engineer - Administrator,Jubail,Full-time,7 days ago,7,4.0,['3+'],[],[],https://jsv3.recruitics.com/redirect?rx_cid=3284&rx_jobId=2407833-3628&rx_url=https%3A%2F%2Fjobs.saic.com%2Fjobs%2F14483098-systems-engineer-administrator%3Fbid%3D336%26rx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D131036%26rx_job%3D2407833-3628%26rx_r%3Dnone%26rx_source%3DIndeed%26rx_ts%3D20240613T160004Z%26rx_vp%3Dcpc%26tm_company%3D2520%26tm_event%3Dview%26tm_job%3D2407833-3628,https://indeed.com/cmp/SAIC,[],"['design', 'interpersonal skills', 'continuous learning', 'analysis', 'motivated', 'collaborative', 'passion', 'commitment', 'problem-solving', 'professional', 'communication', 'research', 'planning']","['technical documentation', 'scripting', 'problem-solving skills']","job id: 2407833-3628 location: al jubail, eastern province, sa date posted: 2024-06-05 category: engineering and sciences subcategory: systems engineer schedule: full-time shift: day job travel: yes, 10 % of the time minimum clearance required: none clearance level must be able to obtain: secret potential for remote work: no description saic is seeking a highly motivated and experienced system administrator with a deep understanding of c4isr systems to join our growing it team at the royal saudi naval forces (rsnf)! about the role: in this unique role, you will play a critical role in supporting the royal saudi naval forces by ensuring the smooth operation, maintenance, and security of their it infrastructure at various locations including the c4isr lab at king salman logistics support base, afloat projects, the 3 rsnf command operations centers (cocs), and their interface with external systems. you will be a key player in integrating, installing, configuring, and upgrading hardware and software systems to enhance the rsnf's operational capabilities. responsibilities: system administration: install, configure, and maintain windows server environments (2012 r2, 2016, 2019, 2022) manage and administer exchange server for email services implement and manage red hat enterprise linux virtual machines using hyper-v and vmware configure and troubleshoot network devices and routing protocols perform user account management and access control monitor system performance and proactively identify and resolve technical issues implement and maintain security best practices to safeguard the it infrastructure, including patch management and intrusion detection systems (ids) automate routine tasks using scripting languages (e.g., powershell) develop and maintain disaster recovery (dr) plans c4isr integration and support: integrate, install, configure, and upgrade hardware and software systems at the rsnf c4isr lab, afloat projects, and cocs. ensure seamless interface of rsnf systems with u.s. command fifth fleet in bahrain and the ministry of defense (mod) in riyadh. design and test hardware and software for c4isr systems conduct cost analysis for upgrades to cocs develop engineering drawings and documentation for coc upgrades provide technical research and project planning for all aspects of rsnf coc subsystems qualifications requirements: minimum 3+ years of experience as a system administrator proven experience working with windows server (2012 r2, 2016, 2019, 2022) experience with exchange server administration solid understanding of red hat enterprise linux and virtualization technologies (hyper-v and vmware) working knowledge of network routing protocols (ospf, bgp, etc.) strong analytical and problem-solving skills excellent communication and interpersonal skills ability to work independently and as part of a team a commitment to continuous learning knowledge of c4i systems such as gccs, navmacs, hf, uhf, and vhf radios and antennas, tactical data links (link-11, 16, 22), centrixs, network communications, satcom, adsi, or vbss. three plus years demonstrated experience working with commercial off the shelf (cots) equipment such as radars, gps, ais, radio direction finding, electro-optic cameras, global maritime distress and safety system (gmdss); audio processing system (aps); emergency radio system; fiber optic transport network (fptn); closed circuit television (cctv) systems; video display systems; or video teleconferencing (vtc) systems. experience interacting with foreign senior military/government officials. experience with foreign disclosure reviews or similar demonstrated experience such as sanitizing technical documentation. preferred qualifications: microsoft certified professional (mcp) or equivalent certification (mcsa, mcse) cisco certified network associate (ccna) or equivalent certification security+ certification itil foundation certification experience with scripting languages (e.g., powershell) experience with disaster recovery (dr) planning and implementation clearance requirement: must be a u.s. citizen with the ability to obtain a secret security clearance. able to start once interim clearance is obtained benefits: competitive salary and benefits package opportunity to work with cutting-edge technologies in a critical national security environment collaborative and supportive work environment potential for professional growth and development why join us? we are a team dedicated to supporting the royal saudi naval forces by providing innovative and secure it solutions. you will have the opportunity to work with a talented team of professionals on challenging and impactful projects that directly contribute to the success of the rsnf. if you are a highly skilled and motivated system administrator with a passion for c4isr systems, we encourage you to apply! saic accepts applications on an ongoing basis and there is no deadline. covid policy: saic does not require covid-19 vaccinations or boosters. customer site vaccination requirements must be followed when work is performed at a customer site."
Evolvice GmbH,fd676f966c00f495,Senior AI Engineer,Saudi Arabia,Full-time,10 days ago,10,,"['3', '3+']",[],[],https://www.evolvice.de/cs_jobs/senior-ai-engineer/,https://indeed.com/cmp/Evolvice,"['tensorflow', 'pytorch', 'azure', 'java', 'cloud', 'python', 'aws', 'keras']","['professional', 'communication skills', 'domain knowledge', 'communication']","['understanding of machine learning algorithms', 'google cloud', 'ml', 'nlp', 'machine learning', 'cloud', 'deep learning']","location: egypt / saudi arabia employment type: full time job id: 33740 evolvice is a german nearshore service provider with branches in egypt, ukraine, portugal and ksa. founded in 2012, evolvice has a strong technical background and business domain knowledge, combining software engineering and agile methodology, leading its’ clients' path to digital transformation. headquartered in the heart of the automobile industry, stuttgart (germany), our expertise stretches from automotive, healthcare, travel, financial, governmental, and insurance to manufacturing industries. our team is over 50 people including web (c#/.net, java, js) &amp; mobile (ios/android/ionic) developers together with business analysts, project managers, qa, and support staff. our corporate culture is characterized by agile processes, autonomous teams without hierarchies, as well as openness and transparency – both internally and with our clients. currently, we are searching for a senior ai engineer to join the big team of professionals. we are looking for an active, responsive, and devoted person. requirments: minimum of 3 years of experience in developing and deploying ai models. extensive experience with machine learning frameworks such as tensorflow, pytorch, keras, etc.. deep understanding of machine learning algorithms and deep learning architectures. extensive experience with cloud platforms (aws, google cloud, azure) for deploying ai models. collaborate with software engineers to integrate machine learning solutions into applications. skills: 3+ years of experience in the fields of ml,dl,nlp python, additionally, knowledge of c++ or java can be beneficial. proficiency in version control systems like git. strong communication skills. very good in written and spoken english. we offer: financial stability. interesting and challenging projects within professional self-managed teams. friendly team and a comfortable working environment. flexible schedule (8 —10 am start) with the possibility to work assigned hours and/or adjust work schedule as requested by the manager. 21 working days paid vacation. social insurance &amp; health insurance. paid sick leave. english and german language classes. sports and fitness reimbursement. why work with us: we work as a self-driven team without complex management structures. our teams make independent decisions without recommendations from the client. we nurture an open, transparent environment where we all enjoy our work."
IBM,289ec8c20bc8ffa0,Full Stack Developer,Riyadh,,12 days ago,12,3.9,['5+'],[],[],https://click.appcast.io/track/jo3rlkm-org?cs=hqw,https://indeed.com/cmp/IBM,"['sql server', 'javascript', 'cloud', 'sql']","['design', 'confidence', 'innovation', 'reliable', 'resilient', 'responsible', 'analysis', 'motivated', 'professional', 'responsibility', 'ownership']","['cloud', 'machine learning', 'transform']","introduction the ibm sustainability software business unit is seeking talented and motivated software developers to work as a full stack developer on the envizi esg suite of products. your role and responsibilities the ibm sustainability software business unit is seeking talented and motivated software developers to work as a full stack developer on the envizi esg suite of products. in this role, you will be responsible for enhancing &amp; building new product capabilities including integration into the cloud service environment. you'll closely collaborate with the broader product management, design, development &amp; support team using scrum agile methodology. this is an exciting opportunity to contribute to ibm's envizi esg suite and help removes barriers to accelerating sustainability performance through the capture, consolidation, management, analysis and reporting on environmental, social and governance data. emaiwd24 sasw_24 required technical and professional expertise 5+ years experience : developing of data retrieval stored procedures using sql server or equivelent experience with c# and .net 4.5 or later experience in front-end development using javascript frameworks, html, typescript, css be involved and take ownership of end-to-end delivery - from solution design, estimation, development, testing and deployment uphold quality standards including reliability, efficiency, security, maintainability and usability by applying best practice processes, methodologies and tools contribute to the design and build evolution of the platform, ensuring it remains scalable, reliable, and easy to use contribute to engineering discussions across our platform collaborate with product managers, ux designers, engineers and qa to design, develop and deploy new platform features and functionality for our saas product preferred technical and professional expertise experience working with ibm maximo and tririgra or similar products in the asset &amp; building management domain about business unitibm software infuses core business operations with intelligence—from machine learning to generative ai—to help make organizations more responsive, productive, and resilient. ibm software helps clients put ai into action now to create real value with trust, speed, and confidence across digital labor, it automation, application modernization, security, and sustainability. critical to this is the ability to make use of all data, because ai is only as good as the data that fuels it. in most organizations data is spread across multiple clouds, on premises, in private datacenters, and at the edge. ibm’s ai and data platform scales and accelerates the impact of ai with trusted data, and provides leading capabilities to train, tune and deploy ai across business. ibm’s hybrid cloud platform is one of the most comprehensive and consistent approach to development, security, and operations across hybrid environments—a flexible foundation for leveraging data, wherever it resides, to extend ai deep into a business. your life @ ibmin a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as ibmers as we strive to be the catalyst that makes the world work better. being an ibmer means you’ll be able to learn and develop yourself and your career, you’ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background. our ibmers are growth minded, always staying curious, open to feedback and learning new information and skills to constantly transform themselves and our company. they are trusted to provide on-going feedback to help other ibmers grow, as well as collaborate with colleagues keeping in mind a team focused approach to include different perspectives to drive exceptional outcomes for our customers. the courage our ibmers have to make critical decisions everyday is essential to ibm becoming the catalyst for progress, always embracing challenges with resources they have to hand, a can-do attitude and always striving for an outcome focused approach within everything that they do. are you ready to be an ibmer? about ibmibm’s greatest invention is the ibmer. we believe that through the application of intelligence, reason and science, we can improve business, society and the human condition, bringing the power of an open hybrid cloud and ai strategy to life for our clients and partners around the world.restlessly reinventing since 1911, we are not only one of the largest corporate organizations in the world, we’re also one of the biggest technology and consulting employers, with many of the fortune 50 companies relying on the ibm cloud to run their business. at ibm, we pride ourselves on being an early adopter of artificial intelligence, quantum computing and blockchain. now it’s time for you to join us on our journey to being a responsible technology innovator and a force for good in the world. location statementfor additional information about location requirements, please discuss with the recruiter following submission of your application. being you @ ibmibm is committed to creating a diverse environment and is proud to be an equal-opportunity employer. all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender, gender identity or expression, sexual orientation, national origin, caste, genetics, pregnancy, disability, neurodivergence, age, veteran status, or other characteristics. ibm is also committed to compliance with all fair employment practices regarding citizenship and immigration status."
Shaguf,f2b64af70404037c,Senior AI Engineer,Riyadh,,14 days ago,14,,['5+'],[],"['bachelor', 'master']",https://shaguf.jobsoid.com/j/83313/senior-ai-engineer?source=indeed,https://indeed.com/cmp/Shaguf,"['llms', 'azure', 'cloud', 'python', 'aws']","['design', 'continuous learning', 'collaborative', 'professional', 'commitment', 'research']","['llms', 'google cloud', 'ml', 'nlp', 'machine learning', 'cloud', 'natural language processing']","about bites: bites is an innovative genai app transforming the way students learn by converting their learning material into interactive, personalized, and bite-sized learning content. in just 9 months, bites has reached over 700,000 students and is on track to reach millions more. our product has generated hundreds of millions of outputs, underscoring our commitment to delivering high-quality educational content. we are looking for a passionate and experienced senior ai engineer to join our dynamic team. this role is pivotal in advancing our ai capabilities to deliver a more personalized and efficient learning experience for our users. key responsibilities: lead the r&amp;d of our ai features to enhance the performance of our models and build different learning modes. design and build machine learning models to improve content quality, personalization, and customization features. collaborate with product managers, designers, and developers to understand user needs and translate them into ai solutions. optimize and maintain our current ai infrastructure to ensure scalability and performance. conduct research to stay up-to-date with the latest advancements in ai and machine learning technologies. mentor and guide junior ai engineers, fostering a culture of continuous learning and improvement. qualifications: bachelor’s or master’s degree in computer science, artificial intelligence, machine learning, or a related field. 5+ years of experience in ai and machine learning, with a proven track record of developing and deploying ai models in production. experience with large language models (llms) and their applications in generating and enhancing educational content. strong programming skills in python and proficiency with ml frameworks. experience with natural language processing (nlp) and optical character recognition (ocr) technologies. familiarity with cloud platforms (e.g., microsoft azure, aws, google cloud) and deploying ai solutions in a cloud environment. why join bites? be part of a mission-driven company focused on revolutionizing education through technology. work in a collaborative and inclusive environment with a passionate and innovative team. opportunities for professional growth and development. competitive salary and benefits package. job type: full-time, remote. ready to shape the future of education? apply now and be a part of the bites journey!"
PASQAL,97061ccc96a721c3,Senior Quantum Technical Sales Engineer- Middle East /...,Thuwal,,15 days ago,15,,['3+'],[],['phd'],https://careers.pasqal.com/jobs/4544689-senior-quantum-technical-sales-engineer-middle-east-saudi-arabia,https://indeed.com/cmp/Pasqal,['python'],"['design', 'analysis', 'professional', 'communication skills', 'communication', 'focus']","['machine learning', 'metrics']","senior quantum technical sales engineer- middle east, saudi arabia based. full time. fluent english and arabic required. pasqal designs and develops quantum processing units and dedicated software tools. these innovative processors address applications which are out of the reach of the most powerful existing supercomputers, encompassing real-world challenges as well as fundamental science. as they are very low energy intensive, they will significantly contribute to reduce the carbon footprint of the computing industry. pasqal has partnerships with key users in the fields of energy, it, finance, drug and chemical design, automotive. the maturity and potential of our technology and the quality of our scientific team has been rewarded several times at french, european and global levels. we are building a middle east / saudi arabia based team of quantum enthusiasts dedicated to promoting pasqal’s technology and educating the market on the power of neutral atom quantum computing. due to growth in this region, we are seeking a senior quantum technical sales engineer to support the middle east. this person will be based in saudi arabia with most travel expected in this location. travel to other locations in the middle east and internationally few times a year will also be expected. as a senior quantum technical sales engineer, you will be educating existing and potential customers on pasqal’s unique portfolio of products and services. you will help to grow our commercial reach in the middle east / saudi arabia market and build new revenue streams. you will be our technical translator, interfacing with customers from many relevant industry verticals. as part of our global commercial team, you will be contributing to pasqal’s mission of unlocking the potential of quantum computing which will enable end-users to accelerate their applications. tasks: be the technical, quantum, neutral atom subject matter expert on the sales team supporting both technical and non-technical audiences communicate pasqal’s unique value to both technical and non-technical audiences creating awareness for and interest in pasqal’s technology, products and services analyze the market and prospect for new potential customers in relevant industry verticals in the middle east (with particular focus on saudi arabia) use your excellent english and arabic communication skills to cultivate strong relationships with customers, from first contact until you close the deal ensure proper after-sales service collaborate closely with the rest of the global commercial team to convert interest into more concrete commercial leads/customers. participate in relevant conferences in the middle east to meet target customers and animate pasqal’s booth. collaborate with our product and r&amp;d team to build a deep understanding of our product and services collaborate with the marketing team to create and update marketing materials for the middle east / saudi arabian markets. report to the local sales manager on (weekly/monthly/quarterly) sales results stay up to date with new products/services and new pricing/payment plans customize product solutions to increase customer satisfaction about you masters or phd in relevant field of study (physics, computer science, laser or optical engineering, machine learning, optimization, etc.) solid knowledge of the basic principles of quantum physics and quantum computing bilingual arabic and english required: a perfect professional command is essential (written and oral). 3+ years of relevant work experience (private sector) in a technical sales role external customer facing experience including executive level and c-suite. ability to creatively explain and present complex concepts in an easy-to-understand manner to technical and non-technical audiences experience in market analysis team spirit, ambitious, organized, pro-active, creative, self-driven able and willing to wear many hats in a fast-paced and constantly changing start-up environment experience working in a startup environment understanding of sales performance metrics ability to travel internationally on occasion (few times a year max). expected travel in middle east (mostly saudi arabia): up to 60% lives close to a major airport and has valid license to drive a car nice to have: ability to read and write code (python, scikit) quantum computing experience ability to speak and/or write in french machine learning, optimization experience laser or optical engineering experience / knowledge experience with salesforce / crm what we offer a flexible rhythm of remote work from saudi arabia type of contract : full time, direct hire a dynamic and close-knit international team a key role in a growing start-up free time to train and go to conferences / meetups recruitment process a 45 minute interview with our talent acquisition specialist. an interview with our vp of sales and our cco a meeting with the team an offer! pasqal is an equal opportunity employer. we are committed to creating a diverse and inclusive workplace, as inclusion and diversity are essential to achieving our mission. we encourage applications from all qualified candidates, regardless of gender, ethnicity, age, religion or sexual orientation. right to work in saudi arabia without sponsorship is preferred. no 3rd party recruiters"
SAP,ad38d02f1af6bd82,SAP Young Professionals Program KSA 2024,Riyadh,,16 days ago,16,4.2,['3'],[],['bachelor'],https://jobs.sap.com/job/Riyadh-SAP-Young-Professionals-Program-KSA-2024-11435/1076718801/?feedId=118200&utm_source=Indeed&utm_campaign=SAP_Indeed,https://indeed.com/cmp/SAP,"['cloud', 'sap']","['design', 'innovation', 'responsible', 'initiative', 'analysis', 'commitment', 'coaching', 'planning']","['cloud', 'machine learning']","company description sap started in 1972 as a team of five colleagues with a desire to do something new. together, they changed enterprise software and reinvented how business was done. today, as a market leader in enterprise application software, we remain true to our roots. that’s why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures. the sap young professionals program the sap young professionals program is a free initiative delivered by the digital skills center of sap. the program, which lasts for 2 months, is designed to give recent graduates the certifications and soft skills required to begin a career as an sap associate consultant. at the end of the training, sap will work very closely with the program graduates to introduce them to a host of opportunities with sap customers and partners to work as an sap consultant. sap consultants the role of an sap consultant can be divided into 2 functions: functional and technical. the consultant will contribute to blueprinting, design, implementation, operation, optimization, and upgrade phase of a s/4 hana project, and provide business process as well as functional expertise, and project guidance to our clients to ensure their investment in sap software and consulting services will make their business the best run business. the consultant is also responsible for maintaining a high degree of customer satisfaction in each of their accounts in addition to growing and developing referenceable customers through their investigation, analysis, consulting, coaching, knowledge transfer, and relationship-building efforts. certificate information: sap s/4hana cloud is a complete enterprise resource planning (erp) system with built-in intelligent technologies, including ai, machine learning, and advanced analytics. it helps companies adopt new business models, manage business change at speed, orchestrate internal and external resources, and use the predictive power of ai. benefit from tight, native integration between processes, industry depth, and a consistent in-memory data model. sap business technology platform (sap btp) brings together data management, analytics, artificial intelligence, application development, automation, and integration in one, unified environment. sap business technology platform is a unified, business-centric, and open platform for the entire sap ecosystem, enabling users to integrate and create value from data and extend their sap and third-party solution landscapes to meet evolving business needs. how you benefit: start your journey to become an sap consultant; gain globally-recognised associate-level sap certifications; learn directly from sap experts; experience classroom and workshop-based training in sap technologies; develop the soft skills needed to prepare you for successful job applications; benefit from introductions to job opportunities within the sap ecosystem to help secure a position after the training. please note this program does not guarantee you a job at the end of it. what we require from a candidate: candidates must have the legal right to work in ksa. candidates must be currently unemployed or employed in a part time/non-permanent role not related to career aspirations; candidates must be educated to at least bachelor level in a field related to business administration / management information systems / engineering / or information technology / data science / computer science candidates will preferably have graduated within the last 3 years with a gpa in the top quartile – proof of this may be requested. candidates must have a keen interest in starting an sap-related career involving travel; candidates should be fluent in english, both written and spoken; the program will commence by late july 2024 and full-time availability from 9am – 6pm from sunday - thursday throughout the training period is essential. the program will last for 2 months. this training will take place online in a virtual live classroom format. please ensure you have strong enough internet at home to be able to participate in this program. please share an english version of your resume while applying for this program. sap's diversity commitment to harness the power of innovation, sap invests in the development of its diverse employees. we aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company. sap is committed to the principles of equal employment opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. if you are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to recruiting operations team: careers@sap.com successful candidates might be required to undergo a background verification with an external vendor. for sap employees: only permanent roles are eligible for the sap employee referral program, according to the eligibility rules set in the sap referral policy."
EPAM Systems,d8491687ea4ba9d1,Senior/Lead Data Scientist,Dammam,,17 days ago,17,3.8,[],[],[],https://www.epam.com/careers/job-listings/job.96106.senior-lead-data-scientist_dammam_saudi-arabia,https://indeed.com/cmp/Epam-Systems,"['python', 'scikit-learn', 'numpy', 'pandas']","['design', 'research', 'organization', 'analysis', 'decision-making', 'problem-solving', 'communication skills', 'leadership', 'coaching', 'communication', 'professional']","['machine learning', 'data modeling', 'data ingestion', 'data analysis', 'data mining']","about the role as a senior/lead data scientist at epam, you play a key role in designing, developing and implementing both classic machine learning models and llm-based solutions to support project needs. collaborating with cross-functional teams, you will understand their requirements and devise solutions to address them effectively. your expertise in data modeling, evaluation processes and genai along with strong communication skills will be essential in conveying results and insights to technical and non-technical stakeholders. if this sound like something you’d be interested in, we’re looking for team members to contribute to an ambitious project set to revolutionize financial decision-making, focusing on developing an advanced application that integrates tax models, data ingestion techniques and decision-making factors. apply today and engineer the future with epam! responsibilities lead a team to design, develop and implement machine learning models and data analysis techniques to support project needs collaborate with cross-functional teams to understand their needs and devise possible solutions implement data modeling and evaluation processes communicate results and insights to technical and non-technical stakeholders stay current with latest research and technology ideas; share knowledge by clearly articulating results and ideas to key decision makers requirements proven experience as a data scientist or similar role, preferably in the financial sector strong knowledge of machine learning models, data mining and data analysis techniques familiarity with tax models and financial calculations proficient in python and data science libraries such as pandas, numpy and scikit-learn excellent communication and leadership skills strong problem-solving ability our benefits include competitive compensation depending on experience and skills general organization for social insurance (gosi) regular performance feedback and salary reviews private healthcare and life insurance end of service gratuity annual air travel tickets for expatriates global travel medical and accident insurance referral bonuses flexible schedule and work from home opportunities (depending on the project) great learning and development opportunities, including in-house professional training, career advisory and coaching, sponsored professional certifications, well-being programs, linkedin learning solutions and much more certain benefits and perks may be subject to eligibility requirements about epam epam is a leading global provider of digital platform engineering and development services. we are committed to having a positive impact on our customers, our employees, and our communities. we embrace a dynamic and inclusive culture. here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. no matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential"
