posted,Experience,location,jobType,Education,description,name,title,feed
,,,,,,,,https://www.naukrigulf.com/gis-specialist-jobs-in-riyadh-saudi-arabia-in-hill-international-ltd-10-to-15-years-m-cd-49374-jid-020924000041
Posted 30+ days ago,4 - 9 Years,Riyadh,Full Time,Bachelor of Technology/Engineering,"Job DescriptionRoles & ResponsibilitiesJob Location: Riyadh, Saudi ArabiaJob Type: Full TimeRole Overview:Senior Data Scientist will be responsible for leading and executing technical delivery of advanced analytics use cases as well as mentoring a GOSI Data Scientist.Key Responsibilities:· Lead the planning and scoping of Advanced Analytics use cases including setting success metrics and termination criteria· Working in an agile fashion and collaborating with GOSI data team while mentoring a GOSI Data Scientist· Extract, clean and transform the data as required using SQL and Informatica· Carry out EDA (exploratory data analysis) and uncover insights related to the use case objective· Deliver the technical solution required for the use cases whether it is a Machine Learning model, a data transformation pipeline or a dashboard or all of it combined· Generate quantifiable and tangible value for GOSI through data",Confidential Company,Senior Data Scientist,https://www.naukrigulf.com/senior-data-scientist-jobs-in-riyadh-saudi-arabia-in-confidential-4-to-9-years-n-jid-190724000024
Posted 30+ days ago,3 - 5 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesThe Mozn brand is alive within a plethora of stakeholder touchpoints and therefore the most suitable candidate for the Senior Data Scientist position would be specialised in Open Banking, Credit Scoring, Financial Fraud Detection, Sanction Screening, Know Your Customer (KYC) procedures, and Anti-Money Laundering (AML) initiatives. As a Senior Data Scientist, you will play a critical role in developing and implementing advanced analytics models and techniques to detect and prevent fraudulent activities and mitigate AML risks.As a Senior Data Scientist, your daily workload might include:• Lead initiatives to develop and implement strategies for fraud detection and AML.• Collaborate with various teams to define project roadmaps, technical and functional requirements, and deliverables.• Conduct research, experimentation, and optimization to enhance technical solutions for detecting fraudulent activities.• Drive the entire life cycle of fraud and AML systems, including the initial concept, implementation, and ongoing maintenance.• Mentor and provide guidance to junior team members and supporting broader team initiatives, fostering a culture of continuous learning and development. • Assist Business Development Managers and sales teams in promoting our fraud detection systems and products.• Engage with clients to address technical challenges and offer customized project-based solutions.• Stay updated with industry trends, best practices, and regulatory requirements related to fraud detection, AML, and financial crime prevention.",Mozn,Senior Data Scientist,https://www.naukrigulf.com/senior-data-scientist-jobs-in-riyadh-saudi-arabia-in-mozn-3-to-5-years-n-cd-10008946-jid-180324500112
Posted 4 days ago,2 - 4 Years,Eastern Province,,Bachelors in Computer Application(Computers),"Job DescriptionRoles & ResponsibilitiesResponsibilities• Data Vault Architecture Design:  - Design and develop Data Vault models that adhere to industry best practices.  - Create hub, link, and satellite tables based on business requirements.  - Ensure scalability, flexibility, and maintainability of the Data Vault architecture. • Implementation and Development:  - Implement Data Vault 2.0 methodology for data warehousing projects.  - Develop ETL processes to load data into the Data Vault.  - Optimize ETL workflows for efficiency and performance. • Data Integration and Management:  - Integrate data from various sources into the Data Vault.  - Ensure data quality, consistency, and accuracy through validation and testing.  - Manage metadata and documentation for the Data Vault environment. • Data Mining and Analysis :  - Perform data mining to identify patterns, correlations, and trends in large datasets.  - Use statistical and machine learning techniques to build predictive models.  - Analyze and interpret complex data to provide actionable insights for business decision-making. • Data Visualization :  - Create interactive and visually appealing data visualizations using tools like Power BI.  - Communicate findings and insights through dashboards, reports, and presentations. . • AI and Machine Learning:  - Develop and implement AI and machine learning models to solve business problems.  - Continuously evaluate and improve model performance. • Collaboration and Support :  - Provide guidance and support to team members on Data Vault and data science best practices. - Collaborate with IT and data governance teams to ensure compliance with data security and privacy regulations. • Performance Tuning and Optimization : - Monitor and optimize the performance of the Data Vault environment. - Implement strategies for data partitioning, indexing, and query optimization.  - Troubleshoot and resolve issues related to data loading and retrieval.",Client of Eram Talent,Data Scientist,https://www.naukrigulf.com/data-scientist-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-client-of-eram-talent-2-to-4-years-n-cd-50000294-jid-290824500759
Posted on 19 Aug,5 - 7 Years,Saudi Arabia,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesJob OverviewDigital Transformation (DT) is responsible for providing AI-powered solutions to various business functions within Aramco. The solutions leverage the latest technological advancements of Artificial Intelligence (AI) and analytics to create business values across the value chain. The DT AI&A organization will be a center of excellence in Saudi Aramco for Artificial Intelligence technologies and data science.The data scientist primary role is to work closely with business functions, stakeholders, functional teams to give consultations on AI use case, identify potential value from data, formulate AI and data science ideas and conceptualize them. In addition, to building, evaluating and productionalizing models as appropriate.Duties & ResponsibilitiesWork with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.Mine and analyze data from company data sources to drive optimization and improvement of product development, and business strategies.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms to apply to data sets.Use predictive modeling to increase and optimize production facilities, revenue generation, and other targeted outcomes.Develop A/B testing mechanisms and test model quality and validate hypothesis accordingly.Coordinate with different functional teams to implement models and monitor outcomes.Develop necessary documentation as per established standards.Minimum RequirementsAs the successful candidate you will hold a Master's degree in in data science, computer science, computer vision, applied mathematics or a related field from a recognized and approved program. A PhD degree is preferred.You must have at least 5 years of experience with hands-on data science, NLP, computer vision, and/or machine learning projects/products in industry.You must also be able to bring ideas from conceptualization to productionalization (putting models in production) using the right tools (e.g. mlflow, kubeflow, tensorlight, etc).Having very strong expertise in data collection, cleaning, preprocessing, and wrangling is a requirement.You must be fluent in either R or Python, preferably both, and familiarity with golang is a plus.Proficiency in visualization tools and packages; and in communicating data science topics to non-technical audience is a requirement.You must be experienced in Information Retrieval (Content Recommendation, Search Metrics,Search Query, document classification, entity recognition, topic modelling, etc).Proficiency in transfer learning and in fine tuning open-sourced models like BERT is necessary.",Saudi Aramco (ASC),Lead Data Scientist,https://www.naukrigulf.com/lead-data-scientist-jobs-in-saudi-arabia-in-saudi-aramco-5-to-7-years-n-cd-10050428-jid-200824501543
Posted on 15 Aug,5 - 6 Years,Saudi Arabia,,Any Graduation(),"Job DescriptionRoles & Responsibilities• Requirements & Summary Company : Saudi AramcoSkills : Business Analyst , IT - Analysis & Management , IT - Programming & DatabaseExperience : 5 + YearsEducation : Bachelors/3-5 yr DegreeLocation : Saudi ArabiaAramco energizes the world economy.Aramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramco's value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations' spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdom's vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.OverviewWe are seeking a data scientist to join our Digital Transformation (DT) area within Saudi Aramco. DT is responsible for providing AI-powered solutions to various business functions within Aramco. The solutions leverage the latest technological advancements of Artificial Intelligence (AI) and analytics to create business values across the value chain. The DT AI&A organization will be a center of excellence in Saudi Aramco for Artificial Intelligence technologies and data science.The data scientist primary role is to work closely with business functions, stakeholders, functional teams to give consultations on AI use case, identify potential value from data, formulate AI and data science ideas and conceptualize them. In addition, to building, evaluating and productionalizing models as appropriate.Duties & Responsibilities• Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions. • Mine and analyze data from company data sources to drive optimization and improvement of product development, and business strategies. • Assess the effectiveness and accuracy of new data sources and data gathering techniques. • Develop custom data models and algorithms to apply to data sets. • Use predictive modeling to increase and optimize production facilities, revenue generation, and other targeted outcomes. • Develop A/B testing mechanisms and test model quality and validate hypothesis accordingly. • Coordinate with different functional teams to implement models and monitor outcomes. • Develop necessary documentation as per established standards. Minimum Requirements• A bachelors degree in data science, computer science, computer vision, applied mathematics or a related field from a recognized and approved program. A Masters or PhD degree is preferred. • Minimum 5 years of experience with hands-on data science, NLP, computer vision, and/or machine learning projects/products in industry. • You must also be able to bring ideas from conceptualization to productionalization (putting models in production) using the right tools (e.g. mlflow, kubeflow, tensorlight, etc). • Having very strong expertise in data collection, cleaning, preprocessing, and wrangling is a requirement. • You must be fluent in either R or Python, preferably both, and familiarity with golang is a plus. • Proficiency in visualization tools and packages; and in communicating data science topics to non-technical audience is a requirement. • You must be experienced in Information Retrieval (Content Recommendation, Search Metrics, • Search Query, document classification, entity recognition, topic modelling, etc). • Proficiency in transfer learning and in fine tuning open-sourced models like BERT is necessary. Working environmentOur high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly.At Aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. And because, as a global energy company, we are faced with addressing some of the world's biggest technical, logistical and environmental challenges, we invest heavily in talent development.We have a proud history of educating and training our workforce over many decades. Employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs - one of the largest in the world.Apply NowRecommended Jobs For You",Saudi Aramco,Data Scientist,https://www.naukrigulf.com/data-scientist-jobs-in-saudi-arabia-in-saudi-aramco-5-to-6-years-n-cd-10050428-jid-160824500965
Posted on 19 Aug,5 - 10 Years,Saudi Arabia,,Bachelor of Science(Computers),"Job DescriptionRoles & Responsibilities• Requirements & Summary Company : Saudi Aramco (ASC)Skills : IT - Analysis & ManagementExperience : 5 + YearsEducation : Bachelors/3-5 yr DegreeLocation : Saudi ArabiaAramco energizes the world economy.Aramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramco's value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations' spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdom's vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.OverviewWe are seeking a Data Scientist to join the Data Management Division of HR Systems Support Department.The Data Management Division is responsible for providing [one paragraph on what services they provide, may include the wider responsibilities of the organization]The Data Scientist primary role is a unique combination of analytical prowess, technical expertise, and creative problem-solving skills. The ideal candidate will have extensive experience in developing and deploying data-driven applications using Flask and Microsoft SQL Server. Expertise in Natural Language Processing (NLP), Large Language Models (LLM), and Generative AI is essential.Key ResponsibilitiesWill be required to perform the following:• Design, develop, and deploy scalable data-driven solutions using Flask, integrating with Microsoft SQL Server. • Lead projects involving NLP, LLMs, and Generative AI, delivering innovative solutions. • Collaborate with cross-functional teams to understand business needs and translate them into technical specifications. • Conduct advanced statistical analysis and predictive modeling to extract actionable insights. • Develop intuitive front-end interfaces to present complex data in an accessible manner. • Maintain and enhance back-end systems for optimal performance and scalability. • Mentor junior team members and contribute to knowledge sharing within the team. • Stay abreast of emerging trends in AI, machine learning, and software development. Minimum RequirementsThe successful candidate should hold a Bachelor's degree in in Data Science, Computer Science, or a related field from a recognized and approved program.Should have at least 5 years experience in Natural Language Processing, and at least a few years' experience in Large Language Models in addition to:• At least 5 years of professional experience in data science and full-stack development. • Proficiency in Flask, Microsoft SQL Server, and front-end technologies. • Proven expertise in NLP, LLMs, and Generative AI. • Strong foundation in statistics, machine learning, and algorithm design. • Excellent problem-solving skills and ability to think algorithmically. • Strong communication skills, with the ability to translate complex concepts to non-technical stakeholders.",Saudi Aramco (ASC),Data Scientist,https://www.naukrigulf.com/data-scientist-jobs-in-saudi-arabia-in-saudi-aramco-5-to-10-years-n-cd-10050428-jid-200824501193
Posted 30+ days ago,2 - 5 Years,Riyadh,,Bachelors in Computer Application(Computers),"Job DescriptionRoles & ResponsibilitiesWe are seeking a talented and motivated Data Scientist to join our team and help us unlock insights from our data.Responsibilities:Collaborate with cross-functional teams to understand business objectives and identify opportunities for data-driven solutions.Collect, preprocess, and analyze large datasets using statistical and machine learning techniques.Develop predictive models, algorithms, and data-driven solutions to solve business problems and drive decision-making.Design and implement experiments to test hypotheses and evaluate model performance.Communicate findings and insights to stakeholders through data visualizations, reports, and presentations.Work closely with software engineers and IT teams to deploy and integrate data-driven solutions into production systems.Stay informed about the latest advancements and best practices in data science, machine learning, and artificial intelligence.Mentor and provide guidance to junior members of the data science team.Collaborate with external partners, vendors, and research institutions on joint projects.Qualifications:Master's or Ph.D. degree in Computer Science, Statistics, Mathematics, Engineering, or related field.years of experience in data science, machine learning, or a related field.Strong proficiency in programming languages such as Python, R, or SQL.Solid understanding of statistical analysis, machine learning algorithms, and data modeling techniques.Experience with data visualization tools such as Tableau, matplotlib, or ggplot.Proficiency in using machine learning frameworks and libraries such as TensorFlow, scikit-learn, or PyTorch.Strong problem-solving and analytical skills.Excellent communication and collaboration skills.",Client of imploy,Data Scientist,https://www.naukrigulf.com/data-scientist-jobs-in-riyadh-saudi-arabia-in-client-of-imploy-2-to-5-years-n-cd-50000292-jid-040724501586
,,,,,,,,https://www.naukrigulf.com/finance-data-scientist-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-client-of-mvc-resources-5-to-8-years-n-cd-50000096-jid-020824500781
Posted on 15 Aug,5 - 10 Years,Saudi Arabia,,Any Graduation(),"Job DescriptionRoles & Responsibilities• Requirements & Summary Company : Saudi Aramco (ASC)Skills : IT - Analysis & Management , IT - Software DevelopmentExperience : 5 + YearsEducation : Bachelors/3-5 yr DegreeLocation : Saudi ArabiaAramco energizes the world economy.Aramco occupies a unique position in the global energy industry. We are the world's largest producer of hydrocarbons (oil and gas), with the lowest upstream carbon intensity of any major producer.With our significant investment in technology and infrastructure, we strive to maximize the value of the energy we produce for the world along with a commitment to enhance Aramco's value to society.Headquartered in the Kingdom of Saudi Arabia, and with offices around the world, we combine market discipline with a generations' spanning view of the future, born of our nine decades experience as responsible stewards of the Kingdom's vast hydrocarbon resources. This responsibility has driven us to deliver significant societal and economic benefits to not just the Kingdom, but also to a vast number of communities, economies, and countries that rely on the vital and reliable energy that we supply.We are one of the most profitable companies in the world, as well as amongst the top five global companies by market capitalization.Position DescriptionWe are seeking a senior software developer to join Drilling and Workover Systems Division of Petroleum Engineering Applications Services Department.Drilling and Workover Systems Division (DWSD) supports various Drilling and Workover departments within Upstream to provide advanced solutions that serve major upstream domains such as scheduling & budgeting, well construction and operations.As a senior software developer working in DWSD, you will be involved in developing various applications and systems that optimize the D&WO business through all of its phases. You will also be able to collect, organize and interpret statistical information to help customers utilize data insights and make informed decisions. In addition, you will be handling requirement gathering and analysis.Duties and ResponsibilitiesYou will be required to perform the following:Handle software development life cycle process and requirement gathering.Identify opportunities to enhance the process of Drilling and Workover applications.Develop systems that automates the process of Drilling and Workover by applying IR 4.0 solutions.Research and develop innovative solutions for Drilling and Workover supported organizationsAlign with business stakeholders to understand the needs and objectives to propose and implement solutionsMentor junior personnel and provide consultancy in business intelligence, machine learning and data science technologiesLead development projects to address challenges experienced by Aramco Upstream professionalsIdentify opportunities to enhance the UI/UX of in-house applications.Identify solutions that cost-saving potential.Publish technical findings in journal articles and at intra-company meetings.Minimum RequirementsAs the successful candidate you will hold a Bachelors degree in Computer Science, Information Technology, Data Science, or a related field from a recognized and approved program.You will have minimum of five years' experience in Computer Science, including at least 2 years in Data Science.You will have experiance in Angular Application Development ( Web front-end development using HTML5, JavaScript and CSS3, Angular 11+ and Writing unit test-cases in JasmineJS and e2e frameworks ).You will have experiance in Java Web Development such as Middle-tier development using Pivotal Spring framework, with MVC software architectureWorking environmentOur high-performing employees are drawn by the challenging and rewarding professional, technical and industrial opportunities we offer, and are remunerated accordingly.At Aramco, our people work on truly world-scale projects, supported by investment in capital and technology that is second to none. And because, as a global energy company, we are faced with addressing some of the world's biggest technical, logistical and environmental challenges, we invest heavily in talent development.We have a proud history of educating and training our workforce over many decades. Employees at all levels are encouraged to improve their sector-specific knowledge and competencies through our workforce development programs - one of the largest in the world.Apply NowRecommended Jobs For You",Saudi Aramco (ASC),Senior Full Stack Developer/ Data Scientist,https://www.naukrigulf.com/senior-full-stack-developer-data-scientist-jobs-in-saudi-arabia-in-saudi-aramco-5-to-10-years-n-cd-10050428-jid-160824501217
