posted,Experience,location,jobType,Education,description,name,title,feed
Posted 30+ days ago,15 - 20 Years,Riyadh,Full Time,Bachelor of Technology/Engineering,"Job DescriptionRoles & ResponsibilitiesDevelop and implement a comprehensive performance monitoring and reporting framework for the projects.Oversee the collection, analysis, and reporting of key performance indicators (KPIs) across all departments.Ensure that performance data is accurate, reliable, and consistent.Analyze performance data to identify trends, patterns, and areas for improvement.Provide regular reports and updates to senior management on performance against targets and goals.Work closely with department heads to develop action plans to address performance issues and improve overall performance.Coordinate with IT department to ensure that performance monitoring and reporting systems are functioning optimally.Stay up-to-date with industry best practices in performance monitoring and reporting.Train and mentor staff in performance monitoring and reporting techniques and best practices.Lead and manage a team of performance monitoring and reporting professionals.Informs themselves of the relevant Quality, Environmental, Safety and Occupational Health Policies, Manuals and Procedures in place within Hill International, and ensures continued compliance with these requirements while employed by Hill.Perform other duties as assigned by the line manager/supervisor.",Hill International (Middle East) Ltd.,Senior Performance Monitoring & Reporting Engineer,https://www.naukrigulf.com/senior-performance-engineer-jobs-in-riyadh-saudi-arabia-in-hill-international-ltd-15-to-20-years-m-cd-49374-jid-020924000024
Posted on 26 Sep,3 - 5 Years,Saudi Arabia,,Any Graduation(),"Job DescriptionRoles & Responsibilities**Overview**Pinnacle Solutions is looking for a CH-47F Quality Control Inspector to work in Saudi Arabia.Functions as the Aviation Maintenance Quality Control technical inspector under the direction of the Aviation Quality Control (QC) Manager on a CH-47F aircraft. Functions as the data analyst technical compliance documentation administrator, CH-47 Weight and Balance technician and the technical expert on the aircraft ensuring airworthiness.**Responsibilities**+ Ensures that maintenance quality control functional activities and procedures among designated organizations are aligned and synchronized with maintenance process and procedures to achieve established platform Operational Readiness (OR) rates IAW contractual requirements.+ Responsible for the assistance to QC Manager in establishing and enforcing maintenance quality control processes, procedures, records and reports, that provide immediate situational awareness of platform OR rates.+ Assists QC Manager in establishing daily maintenance quality control organizational goals with production control, objectives and priorities for implementation in order to achieve stated OR rates.+ Assists with establishing the maintenance quality control processes, procedures, standards, measures, reports in support of the maintenance program.+ Reports to directed inquiries, investigations, and research analysis related to quality control maintenance processes and supporting maintenance activities to the Maintenance Manager through the Quality Control Manager.+ Responsible to remain current in any required certification, training, and qualifications of the quality control technical inspectors  functions.+ Attends a daily production control meeting for coordination and synchronization with maintenance section representative and SCM representative as required.+ Ensures all Quality control maintenance operations and related maintenance support activities are conducted in a safe manner.+ Inspects back shops as directed by the Quality Control Manager.+ Maintains aircraft historical with 100% accuracy.+ Determines requirement to conduct a Post Maintenance Check Flight (PMCF) / Functional Check Flight (FCF) and provides inspection criteria interpretation to maintenance staff.+ Proficient in the use of common measuring tools, precision measuring gages and alignment fixtures (GFE).+ Performs as Weight and Balance (W&B) technician to complete Weight and Balance records/forms for all assigned aircraft and complete all appropriate Weight and Balance documentation according to the RSLFAC directives and applicable manuals.+ Communicates effectively with QC/PC Manager with Safety and Mission Accomplishment always at the forefront.+ Supports, in coordination with the Maintenance Lead and QC Manager, the Downed Aircraft Recovery Team (DART) process and procedure.+ Provides On-The-Job training, coaching, and mentoring to RSLFAC personnel in all aspects of Quality Control, Safety and Performance of maintenance activities.+ Other duties as assigned and or directed by Quality Control Manager.**Qualifications**+ Ten (10) years cumulative experience in rotary aviation maintenance.+ Five (5) years' experience as an MH or CH-47D/E/F/G aircraft mechanic or maintenance technician.+ Three (3) years' experience as a CH-47D/F Technical Inspector.+ Graduate of a US Military aviation maintenance course (15 Series).+ Graduate of ALC (BNCOC).+ Proficient in the use of AWBS software.+ Proficient in the use of computer-hosted interactive technical manuals, aircraft maintenance forms, and other aircraft-related documentation.+ Proficient in MS Office software.+ Professional verbal, written, and interpersonal communication skills.+ Ability to effectively communicate with the customer in a professional and courteous manner.+ Possess a valid issued driver s license.+ Successfully pass an overseas deployment physical upon hire.+ HS diploma or equivalent required.+ Must be a US Citizen.**Desired Qualifications:**+ Five (5) years' experience as aviation Quality Control Inspector or Supervisor.+ Associate degree in aviation management.+ FAA A&P certificate.We are an equal opportunity employer and comply with all applicable federal, state, and local fair employment practices laws. All applicants will receive consideration for employment, without regard to race, color, religion, creed, national origin, gender or gender-identity, age, marital status, sexual orientation, veteran status, disability, pregnancy or parental status, or any other basis prohibited by law. If you are an individual with a disability, or have known limitations related to pregnancy, childbirth, or related medical conditions, and would like to request a reasonable accommodation for any part of the employment process, please contact us at job-assist@akima.com or 571-353-7053 (information about job applications status is not available at this contact information).**Job:** Military Specific Occupations**Travel:** Yes, 25% of the time**Organization:** Pinnacle Solutions**Clearance:** Not Applicable**Work Type:** On-Site**Remote:** No**ReqID:** 2024-13281",Akima Holding,CH-47F Quality Control Inspector,https://www.naukrigulf.com/ch-47f-quality-control-inspector-jobs-in-saudi-arabia-in-akima-holding-3-to-5-years-n-cd-10003717-jid-260924500205
Posted on 12 Sep,5 - 8 Years,Riyadh,,Bachelor of Science(Computers),"Job DescriptionRoles & ResponsibilitiesathGADLANG is looking for a Data Scientist Analyst for our reputable client.Position Overview:We are seeking a highly motivated and skilled Data Scientist to join our dynamic team. The Data Scientist will be responsible for analyzing large datasets, and providing data-driven insights to support strategic decision-making within the portfolio management team. This role will focus on extracting valuable information from various data sources, enabling the organization to optimize asset performance, forecast trends, and make informed investment decisions. The Data Scientist will collaborate closely with other departments to ensure that data analytics are integrated into the company s overall strategy.Responsibilities:• Collect, process, and analyze large datasets from multiple sources, including financial, operational, and market data.• Identify patterns, trends, and correlations within the data that can provide actionable insights for decision-making.• Collaborate with the portfolio management, finance, and operations teams to integrate data.• Analytics into business planning and decision-making processes.• Provide recommendations on optimizing asset performance, reducing costs, and maximizing returns based on data-driven insights.• Create interactive dashboards and visualizations that allow stakeholders to explore and understand key metrics and trends.• Ensure that data visualizations are tailored to the needs of different audiences, from senior management to operational teams.• Establish and maintain data governance practices to ensure the accuracy, consistency, and security of data.• Foster a data-driven culture within the organization by promoting the value of analytics and encouraging the use of data in decision-making.Requirements:• Bachelor s degree in Data Science, Computer Science, Statistics, Mathematics, or a related field. A master s degree or Ph.D. in a relevant discipline is preferred.• At least 5-8 years of experience in data science, analytics, or a related field, with a strong focus on data-driven decision support.• Proficiency in programming languages such as Python, R, or SQL.• Strong knowledge of machine learning algorithms, statistical analysis, and data mining techniques.• Experience with data visualization tools such as Tableau, Power BI, or similar platforms.• Ability to translate complex data into actionable insights and communicate them effectively to non-technical stakeholders.• Experience in working with large datasets and databases, including cloud-based data storage solutions.• Strong problem-solving skills and a proactive approach to identifying and addressing challenges.• Ability to independently drive initiatives, from concept to implementation, within the data science domain.• Excellent communication skills, with the ability to work collaboratively across departments and present data-driven insights to diverse teams.",GADLANG MANAGEMENT CONSULTANTS,Data Scientist Analyst,https://www.naukrigulf.com/data-scientist-analyst-jobs-in-riyadh-saudi-arabia-in-gadlang-management-consultants-5-to-8-years-n-cd-10002010-jid-120924500077
Posted on 13 Sep,5 - 10 Years,Riyadh,,Bachelor of Science(Computers),"Job DescriptionRoles & ResponsibilitiesJob Description:We are seeking a highly skilled and experienced Data Analyst and BI Developer to join our dynamic team. The ideal candidate will have a minimum of 5 years of professional experience, with a proven track record in developing comprehensive reports and dashboards. A strong background in building BI solutions, combined with proficiency in writing advanced SQL queries and DAX expressions, is essential. Familiarity with the Microsoft Power Platform suite, including Power Apps and Power Automate, is highly advantageous.Key Responsibilities:• Design, develop, and maintain BI reports, dashboards, data models, as well as applications and workflows using PowerApps and Power Automate, to support business requirements.• Craft and optimize complex SQL queries to extract, transform, and analyze data from multiple sources.• Develop and enhance DAX expressions for data modeling and analysis within Power BI.• Continuously stay informed of the latest trends and developments in BI tools, SQL, DAX, and the Power Platform suite, including PowerApps and Power Automate.Qualifications:• Bachelor s degree in Computer Science, Information Technology, or a related field.• Minimum of 5 years of hands-on experience as a BI Developer, Data Analyst, or in a related role.• Proficiency in writing complex SQL queries and optimizing database performance.• Advanced expertise in DAX expressions for BI solutions.• Experience with Microsoft Power Platform (Power Apps, Power Automate) is a strong asset.• Relevant certifications in BI tools, SQL, or the Power Platform suite are preferred, but not mandatory.",Parsons Corporation,BI Developer,https://www.naukrigulf.com/bi-developer-jobs-in-riyadh-saudi-arabia-in-parsons-corporation-5-to-10-years-n-cd-10003462-jid-130924500100
,,,,,,,,https://www.naukrigulf.com/product-analyst-jobs-in-riyadh-saudi-arabia-in-middle-east-broadcasting-networks-inc-3-to-5-years-n-cd-10000150-jid-100924500288
Posted on 20 Sep,1 - 2 Years,Jeddah,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesPurpose of the Role/Role Overview:As a Product Specialist, you will play a pivotal role in our cross-functional team, collaborating closely with UX/UI designers, engineers, data analysts, and other stakeholders. Your primary focus will be on developing and enhancing features and capabilities to propel our product applications forward. This role is ideal for an experienced Product Specialist with a proven track record in addressing user needs through the delivery of streamlined and intuitive solutions.This position is perfect for a seasoned Product Specialist who thrives in a collaborative environment and is eager to contribute to the strategic direction of our products while delighting our customers.  General Duties/KeyResponsibilities:• Be a key player in driving Resal's product engineering teams to deliver products roadmap.• Collaborate with QA to design acceptance criteria and enforce testing.• Plan feature releases with engineering team, marketing, and customer support. Including preparing release notes and communicating with other stakeholders.• Work with the engineering team on planning sprints, defining requirements and be very close to resolving any possible blockers.• Attend daily stand-up with engineering team and product management to ensure alignment and provide updates when needed• You will execute against plans with engineering, design, analytics, marketing and other partners. You will make trade-offs, anticipate staffing needs, risks and ensure frequent and clear communication.• You will define, understand and improve key funnels and metrics. You will own features and experiments end-to-end, including writing product spaces, driving cross-functional execution and sharing insights and results across the company. RequirementsQualifications:• 1+ years of experience as a Product Owner in either B2B or B2C applications, or any related field• Jeddah based.SKILLS AND ABILITIES:• Consistent history of delivering measurable results for both users and business.• Strong skills around cross-functional collaboration, influence and communication; an ability to achieve clarity and drive focus in a complex and dynamic environment.• A deep understanding and empathy for end users.• Build consensus and listen well, but can also drive hard decisions. You push the pace. You take blame and pass the praise. People love working with you.• Excellent written and oral communication skills."",""Work_Experience"":null,""",Resal,Product Specialist,https://www.naukrigulf.com/product-specialist-jobs-in-jeddah-saudi-arabia-in-resal-1-to-2-years-n-cd-40001876-jid-200924500585
Posted on 23 Sep,5 - 8 Years,Riyadh,,Bachelor of Business Administration(Management),"Job DescriptionRoles & Responsibilities  Job Description  OVERVIEW  Job Title  Recruiter   Outsourcing Division  Direct Reporting Relationships  VP Business  Supervises (Job Title):    Department  Outsourcing/Managed Services Division  Section  n/a  Unit  n/a  Location  Riyadh, Kingdom Of Saudi Arabia  Role Purpose  We are looking for an experienced and dynamic Recruiter to join our Outsourcing Division. The Recruiter will be responsible for identifying, attracting, and hiring top talent for a variety of roles across multiple industries, including technical, financial, and other roles. This role involves managing the entire recruitment process from sourcing candidates to onboarding, ensuring the company s staffing needs are met efficiently and effectively.  KEY RESPONSIBILITIES    End-to-End Recruitment: Manage the entire recruitment life cycle including sourcing, screening, interviewing, and selecting candidates for various roles within the outsourcing division.  Talent Sourcing: Utilize various recruitment channels, such as job boards (LinkedIn, Bayt, Monster), social media, and networking, to source high-quality candidates.  Manage the recruitment of IT professionals such as software engineers, IT support, cybersecurity specialists, data analysts, and other technical positions relevant to the clients.  Identify and hire talent for industries like Oil & Gas, Manufacturing, BFSI and Telecom, with a focus on technical roles specific to each sector.  Develop and implement recruitment strategies to attract talent for risk management, compliance, investment banking, financial analysis, and audit positions.  Stay informed on market trends to respond to staffing needs for roles in banking operations, insurance underwriters, actuaries, and financial consultants .  Stakeholder Management: Work closely with hiring managers and department heads to understand their recruitment needs and develop customized hiring strategies.  Candidate Pipeline Management: Build and maintain a robust pipeline of potential candidates for both current and future roles.  Job Posting & Marketing: Create and post job descriptions on relevant platforms and maintain the company s employer brand to attract top talent.  Interview Coordination: Schedule and conduct initial interviews and coordinate technical assessments when required.  Offer Management: Negotiate offers with selected candidates, ensuring alignment with company policies and market trends.  Onboarding Support: Facilitate a smooth transition from offer acceptance to the onboarding process, collaborating with HR and other relevant departments.  Data Management: Maintain accurate candidate data and recruitment metrics, regularly updating reports to measure hiring progress and effectiveness.  Compliance: Ensure recruitment processes are in line with legal requirements and company policies, particularly concerning data protection and employment laws.  Specialized Recruitment: As the division grows, focus on niche recruitment areas such as Finance/BFSI, IT Technical, and Oil & Gas sectors.  Required Skills & Qualifications• Bachelor s degree in Human Resources, Business, or related field.• Proven experience (5+ years) in recruitment, preferably in an outsourcing, managed services or staffing environment.• Strong knowledge of sourcing techniques, including Boolean searches, social media recruitment, and job boards.• Excellent communication and interpersonal skills.• Ability to manage multiple roles and prioritize tasks effectively.• Familiarity with applicant tracking systems (ATS) and recruitment tools.• Knowledge of industry-specific hiring practices is a plus (Finance, IT, Oil & Gas).  Benefits• Competitive salary and performance-based incentives.• Health and wellness benefits.• Opportunities for career growth and development.",Insightss,Recruiter Outsourcing Division,https://www.naukrigulf.com/recruiter-outsourcing-division-jobs-in-riyadh-saudi-arabia-in-insightss-5-to-8-years-n-cd-10002448-jid-230924500044
Posted on 16 Sep,5 - 10 Years,Saudi Arabia,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesOverview Serves as the AH64/AH6i Technical Inspector, operating within the role of Aviation Maintenance Quality Control/Quality Assurance (QC/QA) under the direction of the QC Manager. Responsibilities include inspecting and signing off on red 'X' and circle red 'X' conditions related to aircraft systems and components, conducting inspections on airframe, power-train, power-plant, armament, electrical, and avionics systems. Determines the necessity for Maintenance Test Flight (MTF)/Maintenance Operational Check (MOC) and interprets inspection criteria for maintenance staff. Utilizes common measuring tools, precision measuring gauges, and alignment fixtures (GFE). Assists the Customer in maintaining a current technical library and applicable aircraft forms and records. Collaborates with Weight and Balance (W&B) technicians to complete records and documentation according to Customer directives. Acts as the site QC Data Analyst and administers technical and compliance documentation. Establishes maintenance quality control processes, procedures, standards, and reports, ensuring safe operations in all related activities. Conducts maintenance and technical inspector training, inputting OJT training data into the learning management system database. Responsibilities Performs quality technical inspection of aircraft, equipment, vehicles, aircraft components, parts, and systems (including avionics, electrical, instrument and armament) as required by functional assignment. Performs quality and safety inspections of on-site equipment and tools used in aircraft maintenance, vehicles, and equipment. Performs in-progress and final quality technical inspections during maintenance, repair, modification, rework, and overhaul of aircraft, aircraft components, and component parts. Inspects job procedural forms and maintenance forms used in the performance of aircraft maintenance, vehicle and equipment maintenance to assure compliance with approved methods and procedures. Assists in preparation, processing, and answering of Quality Deficiency Reports (QDRs). Assists in aircraft accident investigations, prepares estimated cost of damage reports as required. Establish the maintenance quality control processes, procedures, standards, measures, and reports in support of the maintenance program and in coordination with Supply Chain Management (SCM) activities. Directs inquires, investigations, and research analysis related to quality control maintenance processes and supporting maintenance activities, to the QC Manager. Ensures all quality control maintenance operations and related maintenance support activities are conducted in a safe manner. In coordination with the QC Manager, supports the Downed Aircraft Recovery Team (DART) processes and procedures. Conducts maintenance training and technical inspector training as required. Other tasks as directed by the QC Manager. Qualifications Minimum Qualifications High school diploma or equivalent; additional education or training in related field is beneficial. Bachelor s Degree preferred. Federal Aviation Administration (FAA) Inspector Authorization (IA) certificate. AH-6i TI and training experience. FAA Airframe and Powerplant certificate. Ten (10) years  experience AH-6i, MD-500 series, MH-6, OH-58, AH-64 Experience Requirements: Experience as an AH-6i, MD-500 series, MH-6, OH-58, AH-64 MDS Aircraft Technical Inspector. Note: Post hire AH-6i familiarization course will be required if applicant is not an A&P, AH-6i, MD500 series, MH-6, OH-58 or AH-64 qualified mechanic. Five (5) years  experience maintaining specific or similar Mission Design Series (MDS). Able to use the Automated Weight and Balance Software (AWBS). We are committed to an inclusive and diverse workplace that values and supports the contributions of each individual. This commitment along with our common Vision and Values of Integrity, Respect, and Responsibility, allows us to leverage differences, encourage innovation and expand our success in the global marketplace.",Vectrus,"AH64, AH6i Technical Inspector",https://www.naukrigulf.com/ah64-ah6i-technical-inspector-jobs-in-saudi-arabia-in-vectrus-5-to-10-years-n-cd-10002403-jid-160924500325
Posted 30+ days ago,3 - 6 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & Responsibilities Your exceptional talent and ambition will be instrumental in shaping the future of our app. You'll translate complex financial concepts into visually stunning and intuitively user-friendly experiences. You'll be involved in the design journey, from user research and understanding their needs to crafting eye-catching wireframes, prototypes, and high-fidelity mockups.  Collaboration is key, so you'll work closely with engineers and data analysts to ensure a seamless stunning design and flawless development.• Create wireframes, prototypes, and high-fidelity mockups for new features and functionalities• Collaborate with product managers, UX designers, and engineers to translate product vision into stunning and functional UI designs.• Ensure consistency with the app's design system and brand guidelines.• Conduct user research and analysis to understand user needs, pain points, and behaviors.• Support in writing and maintaining product specifications.• Stay updated on the latest trends in fintech and UX design.• Support in design visual applications",Malaa Technologies,Senior Product Designer,https://www.naukrigulf.com/senior-product-designer-jobs-in-riyadh-saudi-arabia-in-malaa-technologies-3-to-6-years-n-cd-40001951-jid-300824500943
Posted 30+ days ago,5 - 10 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesJob Description:We are seeking an experienced and dynamic Project Manager to lead and oversee our surveying and geospatial projects. The ideal candidate will have a strong background in surveying technologies, project management, and client relations. This role involves managing projects from conception through completion, ensuring that they are delivered on time, within scope, and within budget.Key Responsibilities:• Project Management: Lead and manage surveying projects, including drone surveys, spatial analysis, and mobile mapping services, ensuring successful delivery according to client requirements.• Team Coordination: Oversee and coordinate with cross-functional teams, including surveyors, data analysts, and GIS specialists, to ensure project milestones are met.• Client Engagement: Act as the primary point of contact for clients, maintaining strong relationships and ensuring client satisfaction throughout the project lifecycle.• Technical Oversight :Provide technical guidance and oversight to ensure the accuracy and quality of surveying data and deliverables.• Budget & Resource Management: Develop and manage project budgets, allocate resources effectively, and ensure efficient use of company assets.• Compliance: Ensure all projects comply with industry standards, safety regulationsQualifications:• Bachelor s degree in Surveying, Geomatics, Geospatial Science• Minimum of 5 years of experience in project management, with a focus on surveying and geospatial services.• Proficiency in using surveying and GIS software (e.g., AutoCAD Civil 3D, ArcGIS, DroneDeploy).• Strong understanding of drone technology, mobile mapping, and spatial analysis techniques.• Excellent leadership, communication, and interpersonal skills.• PMP or other relevant project management certification is a plus.• Ability to manage multiple projects simultaneously and work under pressure.",Alqotr,Project Manager Surveying &amp Geospatial Services,https://www.naukrigulf.com/project-manager-surveying-amp-geospatial-services-jobs-in-riyadh-saudi-arabia-in-alqotr-5-to-10-years-n-cd-40001682-jid-130824501538
