posted,Experience,location,jobType,Education,description,name,title,feed
Posted on 3 Jul,17 - 20 Years,Riyadh,Full Time,"Diploma(Survey Engineering), Bachelor of Business Administration","Job DescriptionRoles & ResponsibilitiesPrepare the Baseline Schedule for the Program.Prepare the planning & scheduling procedure for the Program.Assist in the implementation of the Project Execution PlanAssist in the preparation and management of overview and strategic programs, including design, procurement and construction schedules together with supporting information required schedulesLaise in preparing the monthly project progress.Review the schedules and related documents from the stakeholders, such as, design consultant, contractors, vendors, including monthly reports and analyze the content to ensure compliance with project objectives.Review schedule trends to identify problem areas and recommend corrective action to management. Monitor actual progress against planned progress.Monitor engineering design progress, material and equipment procurement and construction and commissioning status.Carry out studies into scheduling, manning and material flow as needed.Review schedules for slippage of key dates.Ensuring that each Scheduling Engineer runs his section to the highest professional standards, that all information is current, and that every member of the team is receiving the information he or she needs to fulfil their responsibilities.Establish and maintain consistent and adequate administration procedures, in their field. These procedures will be followed across the project by the respective planners working under the Construction Managers.Participate with the project management team, as directed by the Project Director, to achieve project deliverables.Issue high-level schedule weekly updates.Identify and report main issues interfering with progress.Informs themselves of the relevant Quality, Environmental, Safety and Occupational Health Policies, Manuals and Procedures within Hill International and ensures continued compliance with these requirements while employed by Hill.Perform other duties as assigned by the line manager/supervisor.",Hill International (Middle East) Ltd.,Planning Manager (E1-4),https://www.naukrigulf.com/planning-manager-jobs-in-riyadh-saudi-arabia-in-hill-international-ltd-17-to-20-years-n-cd-49374-jid-040724000035
Posted 3 days ago,3 - 8 Years,Riyadh,Full Time,Riyadh - Saudi Arabia,"Job DescriptionRoles & ResponsibilitiesMaestro of data infrastructure, designing and orchestrating the flow of information that fuels our organization. Collaborate with data analysts, scientists, and business stakeholders to understand their needs, then craft elegant and robust solutions that extract, transform, and deliver data with speed and accuracy.Key Responsibilities:· Design, develop, and implement high-performance data pipelines for ingesting, processing, and transforming diverse data sources.· Architect and maintain scalable data warehouse and lake solutions, ensuring data accessibility and integrity.· Automate data workflows through scripting and orchestration tools (e.g., Airflow, Luigi, SSIS, Alteryx).· Implement data quality checks and monitoring systems to guarantee data accuracy and consistency.· Collaborate with data analysts and scientists to understand data requirements and optimize data pipelines.· Stay ahead of the curve by exploring and implementing new data technologies and best practices.· Mentor and guide junior data engineers, fostering a culture of continuous learning and excellence.",Confidential Company,Senior Data Engineer-Riyadh,https://www.naukrigulf.com/senior-data-engineer-riyadh-jobs-in-riyadh-saudi-arabia-in-confidential-3-to-8-years-n-jid-120724000158
Posted 30+ days ago,5 - 10 Years,Jeddah,Full Time,"MBA/PG Diploma in Business Mgmt, Chartered Accountant(Chartered Accountant)","Job DescriptionRoles & ResponsibilitiesPrepare and analyze financial statements for investment portfolios, ensuring accuracy and compliance with regulatory requirements.Conduct detailed research and analysis of investment transactions, including securities trades, fixed income instruments, and derivatives.Maintain accurate records of investment transactions and perform reconciliations to ensure data integrity.Collaborate with portfolio managers and investment analysts to provide financial insights and support decision-making processes.Monitor and report on investment performance, including calculating returns, analyzing variances, and identifying trends or issues.Assist with the preparation of investment reports and presentations for internal and external stakeholders.Stay updated on industry regulations and accounting standards related to investments, ensuring compliance and recommending improvements.Support the audit process by providing necessary documentation and explanations of investment accounting procedures and transactions.Participate in the implementation and testing of investment accounting systems and software upgrades.Provide guidance and support to junior team members, fostering their professional growth and development.",Confidential Company,Investment Accountant,https://www.naukrigulf.com/investment-accountant-jobs-in-jeddah-saudi-arabia-in-confidential-5-to-10-years-n-jid-110624000090
Posted on 9 Jul,10 - 19 Years,Saudi Arabia,,Bachelor of Architecture(Architecture),"Job DescriptionRoles & Responsibilities Job DescriptionTitle:ETL ArchitectSummary:We are looking for a highly skilled ETL Architect with extensive experience in Oracle Financial Services Analytical Applications (OFSAA) and integration projects. The successful candidate will be responsible for designing, developing, and implementing ETL processes, ensuring seamless data integration, and supporting analytical and business intelligence initiatives.Key Responsibilities:• ETL Design and Development:• Design, develop, and maintain ETL processes to support data warehousing and business intelligence solutions.• Ensure data integrity, quality, and optimal performance of ETL processes.• Collaborate with data analysts, developers, and business stakeholders to understand data requirements and deliver solutions.• OFSAA Expertise: Utilize expertise in Oracle Financial Services Analytical Applications (OFSAA) to integrate and manage financial data.• Configure and customize OFSAA modules to meet business needs.• Support the implementation and maintenance of OFSAA-based solutions.• Data Integration: Design and implement data integration solutions using various tools and technologies.• Integrate data from multiple sources, including databases, flat files, and cloud-based systems.• Ensure seamless data flow and transformation across different platforms and applications.• Technical Leadership: Provide technical leadership and guidance to the ETL development team.• Establish best practices and standards for ETL processes and data integration.• Conduct code reviews and ensure adherence to architectural principles.• Performance Tuning and Optimization: Optimize ETL processes for performance, scalability, and efficiency.• Troubleshoot and resolve performance issues in data pipelines.• Implement monitoring and alerting mechanisms for ETL jobs.• Documentation and Compliance: Create and maintain comprehensive documentation for ETL processes, data flows, and system configurations.• Ensure compliance with data governance and regulatory requirements.• Support audit and compliance activities as needed.Qualifications:Education: Bachelors degree in Computer Science, Information Technology, or a related field. Masters degree preferred.Experience: Minimum of 8+ years of experience in ETL design and development.• Extensive experience with Oracle Financial Services Analytical Applications (OFSAA).• Proven track record in data integration projects, including experience with tools like Informatica, Talend, or similar.• Strong understanding of data warehousing concepts and best practices.Skills:• Proficiency in SQL and database management systems (Oracle, SQL Server, etc.).• Strong analytical and problem-solving skills.• Excellent communication and interpersonal skills.• Ability to work independently and as part of a team.• Familiarity with cloud-based data platforms (e.g., AWS, Azure) is a plus.",Royal Cyber,ETL Architect,https://www.naukrigulf.com/etl-architect-jobs-in-saudi-arabia-in-royal-cyber-10-to-19-years-n-cd-20010126-jid-100724501246
Posted 30+ days ago,5 - 10 Years,Eastern Province,,Bachelor of Science(Computers),"Job DescriptionRoles & ResponsibilitiesResponsibilities:• Transforming data into readable and goal-oriented reports to assist in continuous innovation and growth.• Managing data sets, including creation, updating, and deletion.• Conducting analysis to evaluate data quality and significance.• Producing reports and visualizations that illustrate trends within the data.• Managing and designing the repor ting environment, including data sources, security, and metadata.Essential Requirements:• Bachelor's degree in a relevant field.• A minimum of 5 years of relevant professional experience in data analysis.• Hands-on experience in report and dashboard development in Power BI, and SAP.• Certifications in data analysis or related fields are a plus.• Proven experience in data analysis, reporting, and visualization.• Proficient in data transformation and management.• Strong analytical and problem-solving skills.• Excellent communication and teamwork abilities.• Familiarity with project controls and management concepts.",DAR AL RIYADH,DATA ANALYST,https://www.naukrigulf.com/data-analyst-jobs-in-dammam-khobar-eastern-province-saudi-arabia-in-dar-al-riyadh-5-to-10-years-n-cd-10006720-jid-130524500516
Posted on 3 Jul,3 - 5 Years,Jeddah,,Any Graduation(),"Job DescriptionRoles & Responsibilities INSPIRE | EXHILARATE | DELIGHTFor over six decades, Chalhoub Group has been a partner and creator of luxury experiences in the Middle East. The Group, in its endeavour to excel as a hybrid retailer, has reinforced its distribution and marketing services with a portfolio of eight owned brands and over 300 international brands in the luxury, beauty, fashion, and art de vivre categories. More recently, the Group expanded its expertise into new categories of luxury watches, jewellery, and eyewear.Every step at Chalhoub Group is taken with the customer at heart. Be it constantly reinventing itself or focusing on innovation to provide luxury experiences at over 750+ experiential retail stores, online and through mobile apps, each touch point leads to delighting the customer.Today, Chalhoub Group stands for 14,000 skilled and talented professionals across seven countries, whose cohesive efforts have resulted in the Group being ranked third in the Middle East and first in Saudi Arabia as a Great Place to Work .To keep the innovation journey going, the Group has set up  The Greenhouse , which is not just an innovation hub, but also an incubator space and accelerator for start-ups and small businesses in the region and internationally. This is just one of the several initiatives taken by the Group to reinvent itself, catalysed by forward thinking and future-proofing. The Group has also been embedding sustainability at the core of its business strategy with a clear commitment towards people, partners and the planet, and by being a member of the United Nations Global Compact Community and signatory of the Women's Empowerment Principles. What you'll be doing By being part of our journey here at Chalhoub Group, you can make a real impact on customers and some of the finest brands in the world. In return, you ll have everything you need to innovate your career.What you'll need to succeedWe are always looking for ambitious students and graduates from a wide range of backgrounds for our professional internship programs. You will up-skill in the everyday and experience working as a valued member of the team - you will be empowered to innovate, develop and learn in a fun and supportive environment!Are you ready to jump start your career with the Middle East's Leading Luxury Retail Group?• You will be determined to succeed in all you do • You take initiative, listen, learn and challenge the status quo • You think like an entrepreneur and are motivated to create your own success • You like to have fun and you will bring positivity and a smile to your work and the team!What we can offer you  With us, you will turn your aspirations into reality.  We will help shape your journey through enriching experiences, learning and development opportunities and exposure to different assignments within your role or through internal mobility. Our Group offers diverse career paths for those who are extraordinary, every day. We recognise the value that you bring, and we strive to provide a competitive benefits package which includes health care, child education contribution, remote and flexible working policies as well as exclusive employee discounts.  To view all our perks and benefits,  click here.We Invite All Applicants to ApplyIt Takes Diversity Of Thought, Culture, Background, Differing Abilities and Perspectives to truly Inspire, Exhilarate and Delight our customers. At Chalhoub Group, we are committed to inclusion and diversity.We welcome all applicants to apply and be part of our exciting future. We ensure equal opportunity for all our applicants without regard to gender, age, race, religion, national origin or disability status.",Chalhoub Group,Data Analyst Trainee,https://www.naukrigulf.com/data-analyst-trainee-jobs-in-jeddah-saudi-arabia-in-chalhoub-group-3-to-5-years-n-cd-10003174-jid-040724501562
Posted 30+ days ago,2 - 4 Years,Riyadh,,Bachelors in Computer Application(Computers),"Job DescriptionRoles & ResponsibilitiesResponsibilities• Developing algorithms and statistical models, and conducting appropriate statistical analysis,and interpretation of the results.•  Prepare reports, charts, and graphs to share results and analytics,and their use in decision-making.•  Analyze the facility's data processing and collection processes, identify improvement opportunities, and deliverAdvice on the course of action of research staff.• Use of query analysis and reporting tools.• Ensure the effective implementation and modification of customer database systems.• Participate in the development and implementation of customer database management policies and standards to monitor the planning, coordination, and implementation of security measures to protect customer databases.Quality and efficient data management.• Design and run a program to monitor client and server database performance and usageHardware, software and manual procedures to verify the integrity of customer database systems.customer data, and create, maintain, and manage entity data repositories and scripts Collaborate with end users to identify needs and opportunities for design improvement• Data manipulation, stored procedures, views, functions, and reportsand models.Qualifications•  Ability to analyze data• The ability to identify weaknesses•  The ability to build performance indicators•  Ability to prepare reports •  Responsibility•  Team work•  Adhere to directions•  Commitment to the administrative hierarchyorganizational",The Professionals,Data Analyst Specialist,https://www.naukrigulf.com/data-analyst-specialist-jobs-in-riyadh-saudi-arabia-in-the-professionals-2-to-4-years-n-cd-40001756-jid-210624500188
Posted on 8 Jul,10 - 12 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesJob Description:Parsons is looking for an amazingly talented Data Analysis Manager to join our team!Provide consulting services as part of the Data Team. They administer components of the Common Data Environment (CDE), update procedures, and workflows to ensure compliance with international BIM and GIS standards (IAW ISO Standard Series 19100, ISO19650), and to include metadata requirements. Candidate should understand the design and coordination process, be able to adapt to varying project standards, and have the skills to develop the CDE environment to specifications.KEY RESPONSIBILITIES:• Administer and develop components of the CDE.• Bentley ProjectWise project support including project creation and configuration, workspace implementation, workflow development, access control, plotting/renditioning, environment configuration and troubleshooting, and software/product integration support.Bentley ProjectWise Server administration including system upgrades, resource monitoring, server configuration, and system architecture POSITION SUMMARY:• planning and coordinating product deployments with CDE and BIM team.• Support Bentley CONNECT Services for project teams. CONNECT Projects with ProjectWise repositories and setting up applicable CONNECT services.• Design and create quality control feedback mechanisms, reports, and documentation to support teams addressing data CDE content. • Recommend process for review of data integration workflows such as CAD/BIM data to GIS.• Recommend processes for the review of 3D models for use in analysis and documentation.• Coordinate models & workflow between members of the design team.• Contribute to project-specific QA/QC efforts.QUALIFICATIONS• 4-year degree in rEngineering or simliar • 10+ years of related experience.• Ability to maintain CDE environment and other similar systems.• Proficiency in CDE software applications, in particular Bentley ProjectWise, and programming is required.• Proficiency in BIM-related software such as AutoDesk Products (Revit).• Requires a demonstrated proficiency in both written and oral communication skills and a working knowledge of industry practices. • Well-developed skills with one or more CDE packages including scripting, programming, modelling, and designing.• Ability to independently assess data anomalies, software problems, and program design flaws, and take appropriate steps to make the project work.DESIRED EXPERIENCE:• Knowledge of programming and scripting languages such as Visual Basic, Python, HTML, AML, EML, Cold Fusion, C# preferable.• Systems automation skills (e.g., UNIX scripts, NT batch scripts, Linux scripts). • Systems and peripheral troubleshooting skills.• Vendor certifications (E.g., Bentley ProjectWise Certification, Bentley Open Roads).• Knowledge of GIS, BIM related software such as AutoDesk Products (Revit), Bentley Products (ProjectWise), and Digital Twin software.• Knowledge of other modelling products (AECOsim, Rhino).• Knowledge of CAD/BIM data formats, quality control/review processes relating to BIM standards, scripting skills for development of automated testing and quality reviews.  • Experience implementing BIM standards and quality control procedures on BIM projects.• Proficiency in basic office automation software including MS-Word or MS-Excel.Minimum Clearance Required to Start: Not Applicable/NoneParsons is an equal opportunity employer committed to diversity in the workplace. Minority/Female/Disabled/Protected Veteran.",Parsons Corporation,Data Analysis Manager,https://www.naukrigulf.com/data-analysis-manager-jobs-in-riyadh-saudi-arabia-in-parsons-corporation-10-to-12-years-n-cd-10003462-jid-090724500324
Posted 30+ days ago,5 - 10 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & Responsibilities>
Data analysis and market research consultant with more than 8 years of experience in the same field. Knowledge of indicators, questionnaires and statistics."",""Work_Experience"":""5+ years"",""",Rib enterprises,Data analysis and market research consultant,https://www.naukrigulf.com/data-analysis-and-market-research-consultant-jobs-in-riyadh-saudi-arabia-in-rib-enterprises-5-to-10-years-n-cd-40001715-jid-310524500256
Posted on 3 Jul,2 - 4 Years,Riyadh,,"Bachelor of Technology/Engineering(), Bachelor of Science(Computers)","Job DescriptionRoles & ResponsibilitiesAbout the RoleMedia.Monks is looking for a talented Social Data Analyst with great knowledge of social analytics, social listening and a high level of English and Arabic. You will have to apply a combination of technical, business thinking and analytical skills to strengthen the company's value proposition in developing strategies through analysis, learning and recommendations based on an excellent command of data. The client you will be working for is one of the leaders in reimagining urban living in the KSA and you will be part of an amazing and exciting team that has grown exponentially over the last year, forecasting an even greater future!  Responsibilities:• Experience with social listening using tools such as Brandwatch/Sprinklr/Talkwalker to build queries and develop dashboards and alerts based on the reporting needs of the clients. Understanding of Boolean expression building is key for this role.• Use social engagement tools such as Emplifi to understand community and content performance developing this into actionable insights for the business. • Develop key insights backed by data which can be used to enhance the agency's offering to the client and improve overall performance.• Generate daily, weekly and monthly content performance reports for our clients' platforms and collaborate in sessions with the content and creative teams to optimise the platform in terms of content, messages, formats and duration based on the insights and learning that emerge from the reports• Monitor and understand the behaviour of social media users through owned platforms and 3rd party.• Keep abreast of new trends and optimisation strategies related to data and trend analysis. Tools:• Analytics : Brandwatch (or other social media listening tools), Google Analytics, Emplifi, Sprinklr, Google Data Studio, Adobe Analytics and other social media and market research tools• Organisation: Google Suite (Google Docs, Google Sheets, Google Slides)• Visualisation : Google Data Studio, Tableau or similar Competencies and skills• Experience in project management and presentation to different audiences• Experience with social media listening analysis: Queries creation, conversation and sentiment analysis.• Experience in channel and content performance related to social media• Able to work autonomously and a high level of ownership, ensuring deliverables and deadline accomplishment. • High level of English and Arabic (direct contact with international clients and local peers)• Experience in digital research or market research• Strategic thinking and focus on results• Client facing experience• Able to work in a fast-paced working environment#LI-FP1At Media.Monks, we believe in fostering an environment where a diversity of perspectives can thrive. We proactively work to design hiring processes that promote equity and inclusion while mitigating bias. We celebrate diversity and are committed to building a team that reflects the communities we serve. We welcome and encourage qualified applicants, from all backgrounds, who are excited to contribute to our mission.  About Media.MonksMedia.Monks is the purely digital, unitary operating brand of S4Capital plc that connects 7,600+ digital natives across one global team. We are united by a mission to shift industries forward and pave the path towards ambitious outcomes so our clients and our people can realize their full potential for growth. Joining Media.Monks means becoming part of a highly ambitious collective of some of the most gifted, focused, joyful talent from all over the world, with the goal to change the industry for good.Our unified model combines solutions in media, data, social, platforms, studio, experience, brand and technology services to help our clients continuously reinvent themselves throughout increasingly rapid cycles of disruption. Our efforts to shape culture, build innovative technologies and unlock the future of growth have earned recognition from numerous esteemed panels: we maintain a constant presence on Adweek s Fastest Growing lists (2019-23), regular recognition at Cannes Lions, and continual inclusion in AdExchanger s Programmatic Power Players (2020-24). In addition, we ve received the honor of being Adweek s first AI Agency of the year (2023), the title of Webby Production Company of the Year (2021-24), a record number of FWAs, and have earned a spot on Newsweek s Top 100 Global Most Loved Workplaces 2023. Together, these achievements solidify our experience in digital innovation, excellence in craft, and commitment to personal growth.We are an equal-opportunity employer committed to building a respectful and empowering work environment for all people to freely express themselves amongst colleagues who embrace diversity in all respects. Including fresh voices and unique points of view in all aspects of our business not only creates an environment where we can all grow and thrive but also increases our potential to produce work that better represents and resonates with the world around us. While we continue to grow our teams, please be mindful of fraudulent job postings and recruiting activities that may use our company name and information. Please be mindful to protect your personal information, especially your national identification number, and bank account information during a recruiting process. While Media.Monks may reach out to potential candidates via LinkedIn, we will always ask applicants to apply through our website ( https://media.monks.com/careers ) and will never ask for payment or bank account information during the recruitment process.Disclaimer: •  Responsible for resourcing and implementing security controls for your teams processes and systems•  Responsible that all your personnel apply information security in accordance with the established information security policy",MediaMonks,Social Data Anaylst,https://www.naukrigulf.com/social-data-anaylst-jobs-in-riyadh-saudi-arabia-in-mediamonks-2-to-4-years-n-cd-10002501-jid-040724500682
