posted,Experience,location,jobType,Education,description,name,title,feed
Posted 30+ days ago,2 - 4 Years,Riyadh,,Bachelor of Technology/Engineering,"Job DescriptionRoles & ResponsibilitiesKey Responsibilities: Lead the development of innovative AI tools. Leverage existing AI models and frameworks, including Large Language Models (LLMs) and Retrieval-Augmented Generation (RAG), to address complex business challenges. Collaborate with cross-functional teams to gather requirements and translate them into effective AI solutions. Fine-tune and optimize AI models for specific applications, ensuring high performance and accuracy. Experiment with various AI models, libraries, and techniques to identify the best solutions for specific problems. Develop custom AI solutions when necessary, utilizing machine learning, deep learning, natural language processing, and computer vision techniques. Integrate AI solutions seamlessly into existing systems and workflows, working closely with data scientists and software engineers. Document and communicate technical designs, processes, and best practices to ensure clarity and knowledge sharing.Qualifications: Bachelor's degree in Computer Science, Engineering, Mathematics, or a related field. Strong programming skills in languages such as Python, Java, or C++. In-depth knowledge of machine learning algorithms, deep learning frameworks (e.g., TensorFlow, PyTorch), and AI technologies. Experience with data preprocessing, feature engineering, and model evaluation techniques. Proficiency in software development best practices, version control systems, and agile methodologies. Excellent problem-solving skills with the ability to think critically and analytically. Strong communication skills and the ability to collaborate effectively with cross-functional teams. Experience with cloud platforms (e.g., AWS, Azure, Google Cloud).",Webook,Machine Learning Engineer,https://www.naukrigulf.com/machine-learning-engineer-jobs-in-riyadh-saudi-arabia-in-webook-2-to-4-years-n-cd-40001839-jid-040724500557
Employer ActivePosted 1 day ago,3 - 4 Years,Jeddah,,Bachelor of Technology/Engineering(Computers),"Job DescriptionRoles & ResponsibilitiesWe are looking for an experienced MLOps Engineer to join our team.As an MLOps Engineer, you will be responsible for designing, implementing, and maintaining our machine learning infrastructure.You will also work closely with our machine learning engineers and data scientists to ensure the smooth and efficient operation of our machine learning models. The ideal candidate should have a strong background in computer science, machine learning, software engineering and in designing/implementation of cloud systems . He/she should have experience with MLOps Frameworks like Kubeflow, MLFlow, DataRobot, Airflow etc., and experience with containerization using Docker and Kubernetes.Responsibilities• Design and implement cloud solutions for machine learning infrastructure, build MLOps on cloud (AWS, Azure, or GCP).• Build CI/CD pipelines orchestration by Jenkins CI, GitHub Actions, Circle CI, Airflow or similar tools.• Collaborate with machine learning engineers to deploy machine learning models, and document the processes.• Data science model review, run the code refactoring and optimization, containerization, deployment, versioning, and monitoring of its quality.• Data science models testing, validation and tests automation.• Build custom integrations between cloud-based systems using APIs.• Build and maintain automated data pipelines.• Support model development, with an emphasis on auditability, versioning, and data security.• Facilitate the development and deployment of proof-of-concept machine learning systems.• Implement and maintain monitoring and logging systems.• Develop automation tools to improve the efficiency of processes.• Ensure our machine learning infrastructure is reliable, scalable, and secure.• Troubleshoot and resolve infrastructure issues.",Salla,Machine Learning Ops Engineer,https://www.naukrigulf.com/machine-learning-ops-engineer-jobs-in-jeddah-saudi-arabia-in-salla-3-to-4-years-n-cd-10008634-jid-290824500149
Posted on 15 Aug,7 - 8 Years,Saudi Arabia,,Any Graduation(),"Job DescriptionRoles & Responsibilities OVERVIEWPositionManager - Data ScienceJob Code  Reports toSenior Manager Data Science and InnovationDirect ReportsN/A Division/SectionData and StatisticsDepartmentEconomics, Data and Statistics SectorEconomics, Data and StatisticsJob Family  Role PurposeNEOM in a greenfield environment, aiming to produce robust data and statistics about people, the economy, and various sectors of interest. This unique opportunity to build a Statistics Office from the ground up in a fully digitalized context allows us to gain deep real-time statistical insights and revolutionize the production of official statistics beyond what is possible in traditional legacy environments.We are seeking a visionary Manager of Data Science to lead our data science efforts in this ambitious endeavor. The selected candidate will play a pivotal role in shaping the data science strategy, leading a team of skilled data scientists, and leveraging the cutting-edge digital infrastructure to drive the production of official statistics to new heights. This role offers the opportunity to innovate and set new standards for real-time statistical insights in a fully digitalized environment. KEY ACCOUNTABILITIES & ACTIVITIESData Science, Modeling, and Advanced Analytics • Support efforts to identify and evaluate critical data sources, ensuring the selection and integration of high-quality data that supports strategic analytics initiatives. • Support and guide the automated collection and preprocessing of both structured and unstructured data, ensuring that the data is clean, well-structured, and ready for advanced analysis. • Lead the implementation of advanced statistical methods, machine learning, and deep learning algorithms to analyze large datasets, extracting actionable insights and identifying key trends and patterns. • Support the enhancement of data collection processes to ensure comprehensive and relevant data is gathered, facilitating the development of sophisticated analytic models and systems. • Support the development and deployment of predictive models using machine and deep learning techniques, enabling accurate forecasting and data-driven decision-making. • Lead the use of ensemble modeling techniques, combining multiple machine learning models to enhance predictive accuracy and model robustness. • Present findings and insights using various data visualization techniques to facilitate understanding and decision-making. • Lead the assessment of data quality across all sources, ensuring the identification and documentation of any data quality issues, and produce comprehensive reports that highlight these issues and recommend corrective actions. • Leverage insights gained from advanced analytics to propose innovative, data-driven solutions that address business challenges and optimize organizational performance. • Collaborate closely with other teams and departments to integrate data-driven insights effectively.  BACKGROUND, SKILLS & QUALIFICATIONSKnowledge, Skills and Experience• Minimum of 7 years of professional experience in data science, with a strong background in developing and deploying advanced machine and deep learning models and algorithms. • Proficiency in programming languages such as R and Python, with experience in building predictive models and conducting data analysis. • Strong problem-solving skills, demonstrated by the ability to analyze complex datasets, identify patterns, and develop innovative solutions. • Excellent communication and interpersonal skills, with a proven ability to collaborate effectively with cross-functional teams and communicate technical findings to non-technical stakeholders.  Qualifications• MS in Computer Science, Computer Engineering, Statistics, or relevant field COMMUNICATION - MAIN STAKEHOLDERSInternalExternalManagers/Senior Managers within the NEOM AuthorityManagers/Senior Managers within the NEOM CompanyDirectors from relevant Departments of NEOM regions  General Authority for Statistics (GASTAT)Saudi Authority for Data and Artificial Intelligence (SDAIA)Ministries and Institutions in Saudi ArabiaProject Management ConsultantsExternal Stakeholders of official statisticsAcademic and Educational InstitutesInternational Statistics Experts",NEOM,Manager Data Science,https://www.naukrigulf.com/manager-data-science-jobs-in-saudi-arabia-in-neom-7-to-8-years-n-cd-40000203-jid-160824500815
Posted on 19 Aug,2 - 6 Years,Riyadh,,Bachelor of Science(Computers),"Job DescriptionRoles & ResponsibilitiesMozn is a rapidly growing technology firm revolutionizing the field of Artificial Intelligence and Data Science headquartered in Riyadh, Saudi Arabia and it s working to realize Vision 2030 with a proven track record of excellence in supporting and growing the tech ecosystem in Saudi Arabia and the GCC region. Mozn is the trusted AI technology partner for some of the largest government organizations, as well as many large corporations and startups. We are in an exciting stage of scaling the company to provide AI-powered products and solutions both locally and globally that ensure the growth and prosperity of our digital humanity. It is an exciting time to work in the field of AI to create a long-lasting impact.We are seeking a talented Data Engineer to join our growing team. As a Data Engineer, you will play a pivotal role in building and maintaining efficient data pipelines, ensuring data quality and reproducibility, and optimising ML models for efficient training and inference.As a Data Engineer, your daily workload might include:• Collecting, analysing, and interpreting large datasets from various sources.• Designing, building, supporting, and scaling our cloud and/or our on-premise data and ML infrastructure• Designing and maintaining efficient ETL pipelines.• Collaborating with the data scientists to provide data insights for ML model development.• Deploying deep learning models in production environments, and optimising their performance for inference on either GPU or CPU.• Evaluating and improving data engineering processes, identifying opportunities for automation, efficiency, and scalability.• Collaborating with other teams, including product managers, data scientists, data annotators, and stakeholders, to ensure successful implementation of data-driven initiatives.• Staying up-to-date with the latest trends and advancements in data engineering, ML models, and applying this knowledge to enhance our data capabilities.• Exploring and learning new technologies that can complement or replace our current stack to improve it.",Mozn,Data Engineer,https://www.naukrigulf.com/data-engineer-jobs-in-riyadh-saudi-arabia-in-mozn-2-to-6-years-n-cd-10008946-jid-200824500994
Posted 30+ days ago,2 - 5 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesShareShare15-Jul-2024Business Designer - Client Engineering715478BRYour Role and ResponsibilitiesAs a Designer within Client Engineering, you'll be a key player in a multi-disciplinary team made up of Architects, Data Scientists, Engineers, Developers, and Business Strategists to deliver a unique client co-creation experience that uses IBM technology to accelerate and prove value for our clients.Your primary responsibilities will include:User-Centric Design: Synthesize research, client insights, and requirements to create user experiences that establish enduring connections between individuals and products, services, and brands.Facilitate User Sessions: Lead and facilitate user sessions, involving both clients and the IBM team. Utilize modern methods and tools to identify and prioritize technical challenges, revealing opportunities, fostering innovation, and translating ideas into reality.UX and Customer Journey Design: Take charge of UX and customer/user journey design for prioritized use cases and Minimal Viable Solutions, often reimagining how work processes are carried out.Continuous Learning: Exhibit a growth mindset and an ongoing commitment to learning. Develop concept and process designs to guide clients in solving business challenges and delivering human-centered solutions.User Advocacy: Champion the user's perspective to craft meaningful and engaging experiences that bridge the connection between human needs, business objectives and technology solutions.IntroductionIBM Client Engineering Designers take a human-centered perspective in value engineering. They understand the human needs behind a client's challenge through lean user research and participative activities (Enterprise Design Thinking) in client conversations. Designers can uncover additional client needs to be addressed with IBM Technologies, leading to cross-and up-sell opportunities. Designers are responsible for translating client needs into desirable experiences that connect business, technology, and user goals. We increase client satisfaction with meaningful outcomes and drive adoption by bringing real value to real people.If you come from outside tech; think you look a bit different to us; have a non-degree education, and wonder if your application would be welcome, please know that it very much is. We would love to get to know you a bit better, so apply. This might be a perfect match.Excellent onboarding training will set you up for success, whilst ongoing development will continue to advance your career through its upward trajectory. Our sales environment is fast-paced and supportive. Always part of a team, you'll be surrounded by leaders and colleagues who are always willing to help and be helped as you support MVPs that obsess over user-centricity and business impact.Required Technical and Professional ExpertiseUX and Visual Design Skills: Experience in UX and/or Visual Design Best Practices, including wireframing, research, prototyping and information architecture (IA).UX and Visual Design Expertise: A high level of proficiency in visual and UX design best practices. Excellent written communication and storytelling abilities.Workshop Facilitation: Expertise in workshop preparation, facilitation, and post-session follow-up. A track record of guiding non-designers through design concepts and techniques, providing clients with a clear vision of optimized UX that contributes to business value.Enterprise Design Thinking: Understand Enterprise Design Thinking and how to apply it to arrive at user-centric solutions for complex technical challenges.User Research: Understand how to use user research methods, both formal and informal, to uncover critical user, business, and technical needs.Preferred Technical and Professional ExperienceBusiness Integration: Experience in connecting user and service design with the broader business context, including business framing, to create holistic solutions for clients.Agile and LEAN Methodologies: Proficiency in Agile and LEAN methodologies, including experience working in collaborative environments. Capable of understanding stakeholder requirements and ensuring that designs align with user needs.Technical Fluency: Comfort and technical fluency with Hybrid Cloud and Data & AI concepts, enabling you to design solutions that leverage these technologies effectively.Required EducationHigh School Diploma/GEDPreferred EducationBachelor's DegreeAbout Business UnitIBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The company s Global Markets organization is a strategic sales business unit that manages IBM s global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketplaces.Wonder if IBM is the one for you?In a world where technology never stands still, we understand that, dedication to our clients success, innovation that matters, and trust and personal responsibility in all our relationships, lives in what we do as IBMers as we strive to be the catalyst that makes the world work better.Being an IBMer means you ll be able to learn and develop yourself and your career, you ll be encouraged to be courageous and experiment everyday, all whilst having continuous trust and support in an environment where everyone can thrive whatever their personal or professional background.",IBM,Business Designer - Client Engineering,https://www.naukrigulf.com/business-designer-client-engineering-jobs-in-riyadh-saudi-arabia-in-ibm-2-to-5-years-n-cd-10000037-jid-160724500469
Employer ActivePosted 1 day ago,6 - 8 Years,Saudi Arabia,,Bachelor of Business Administration(Management),"Job DescriptionRoles & ResponsibilitiesRole Purpose Manage a team of HR analysts, statisticians, data scientists, and data modelers in using data to provide insights into HR performance and suggest areas and methods for improving operations. Translate the work of the Analytics function into findings for application by the broader business, including for use in strategic decision-making and planning. Implement analytical approaches and methodologies and assist in the interpretation of results. RESPONSIBILITIES  Lead the implementation of data and analytics strategy by developing a data insights integration approach and process aligned to key business processes and decisions.  Interpret the HR need and identify solution recommendations to HR problems at function unit level. Lead the improvement efforts to be made that are within span of control at this level.  Take responsibility for developing and delivering a key element of the NEOM HR data management system.  Lead the performance and integration of highly sophisticated analytics to promote understanding of different business areas or critical business challenges/opportunities.  Set and lead execution of the data and analytics reporting plan, creating strategies and templates to report data in a meaningful way. Create, present, and communicate high-impact data and analytics insights and recommendations to critical internal and external stakeholders.  Identify and communicate the actions needed to implement the function's strategy and business plan within the business area or department; explain the relationship to the broader organization's mission, vision, and values; motivate people to commit to these tenets and do extraordinary things to achieve local business goals.  Manage and report on the performance of a substantial, diverse team; set appropriate performance objectives for direct reports or project/account team members and hold individuals accountable for achieving them; take appropriate corrective action where necessary to ensure the achievement of team/personal objectives.  Elicit complex business requirements using a variety of methods, such as interviews, document analysis, workshops, and workflow analysis, to express the requirements in terms of target user roles and goals.  Implement all aspects of data architecture, turning event analytics, raw application data, and business systems into key business insights.  Support creation of machine learning algorithms by applying standard statistical analysis or data preparation methods.  Use the organization's formal development framework to identify the team's individual development needs. Plan and implement actions, including continuing professional development specified by professional or regulatory institutions, to build their professional capabilities. Provide informal training or coaching to others throughout the organization in own area of expertise to enable others to improve performance and fulfill personal potential EDUCATION                                     Bachelor's Degree or Equivalent Level EXPERIENCE Experience enables job holder to deal with the majority of situations and to advise others (Over 6 years)Managerial ExperienceExperience of supervising and directing people and other resources to achieve specific end results within limited timeframes (13 months to 3 years)",NEOM,HR Analytics Manager,https://www.naukrigulf.com/hr-analytics-manager-jobs-in-saudi-arabia-in-neom-6-to-8-years-n-cd-40000203-jid-290824500031
Posted on 13 Aug,2 - 5 Years,Jeddah,,Bachelor of Science(Computers),"Job DescriptionRoles & ResponsibilitiesManage the BI environment and analytics solution turn data into knowledge. Designs, builds, and deploys BI solutions. Maintains and supports the data analytics platform.Key Responsibilities• Continuously develop and improve reports.• Translates business needs to technical specifications.• Evaluates and improves the existing BI system(s)• Develop and execute database queries.• Develop and update technical documentation and data mappings.• Oversee ad-hoc and operational reports.• Support the strategic design and maintenance of business intelligence applications.• Identify, research, and resolve technical problems.• Collaborates with teams throughout the organization to support them in creating meaningful and appropriate reports that are updated automatically.• Identify short and long-term business strategies through analytics.• Research data anomalies and engage business and operational stakeholders to develop solutions.• Prepare data ready to be used in presentations which has been validated, structured in a logical way and easy to understand.• Analyse and interpret plan data for business and operational initiatives.• Create visualizations and reports for requested projects.• Analyze and plan data trends.• Ensure that the use of business intelligence applications enhances business decision making capabilities."",""requirements"":""• Bachelor s Degree in Statistics, Computer Science, or a relevant field.• Experience as BI Specialist or Data Scientist.• Airline industry experience preferred.",flyadeal Egypt,Business Intelligence Analyst,https://www.naukrigulf.com/business-intelligence-analyst-jobs-in-jeddah-saudi-arabia-in-flyadeal-egypt-2-to-5-years-n-cd-40000971-jid-140824500495
Employer ActivePosted 1 day ago,7 - 9 Years,Riyadh,,Bachelor of Business Administration(Management),"Job DescriptionRoles & Responsibilities- 7+ years of direct sales, pre-sales or business development in software, cloud or SaaS markets selling to C-level executives- Experience in account management with solution Sales skills, product management experience.- Must have experience working with Data Scientist, Developers and Machine Learning professionals.- Hands on experience on industry leading IDE / development platform for Machine Learning, LLM development and software development life-cycle.- Good Arabic and English language skills. Are you a customer-obsessed builder with a passion for helping customers achieve their full potential? Do you have the business savvy, Artificial Intelligence and Machine Learning background, and sales skills necessary to help companies transform their industries by positioning Amazon Web Services (AWS) as the Generative AI service provider of choice? Do you love building new strategic and data-driven businesses? Do you want to join Generative AI Specialty sales organization, one of the fastest-growing organization within AWS? Join the MENAT AWS Global Sales organization as a Generative AI and Machine Learning Specialist Seller!As a Generative AI Sales Specialist, you will be at the forefront of driving adoption and revenue growth for AWS's cutting-edge Generative AI services. Your role will involve identifying high-value customer opportunities within a specific territory and engaging with AWS customers to understand their needs and align them with AWS Generative AI solutions. You will leverage your consultative expertise to become a trusted advisor, guiding customers in embedding and deploying AWS Generative AI solutions to unlock new value streams and solve key business problems using powerful AI capabilities. With a passion for developing high-potential opportunities and executing effective strategies, you will own the full-cycle sales engagement plan, from identifying qualified leads to realizing revenue. You will understand a customer s business initiatives, help craft account plan to achieve those initiatives, identify and drive opportunity win plans to enabling those business initiatives, and ensure successful launch to realize both customer vision and AWS revenue. You will earn trust with Line of Business, Data Science, IT personas and executive leaders. You will understand detailed business drivers in your forecast, and intentionally work the best opportunities that maximize your ability to hit revenue goals.You will maintain an in-depth knowledge of AWS's Generative AI services, leading foundation models and relevant cross-functional areas to build strong relationships with customers. By driving the adoption of cutting-edge Generative AI technologies, you will play a pivotal role in propelling AWS's revenue growth while helping customers stay ahead of the curve in a rapidly evolving technological landscape. You exercise learn & be curious to articulate AWS  Gen AI strategy and the services we offer to accelerate these workloads. You conduct compelling executive conversations on the transformational possibilities of generative AI and data, while also being capable of helping our customers navigate which services to evaluate for their use-cases. You can describe the  why  and  what  of generative AI use case and technical solutions at a 200 to 300 level, with the detailed  how  being provided by solution architects. You will be the preferred point of contact for cross group functions within the organization for for customers in the region.AWS Sales, Marketing, and Global Services (SMGS) is responsible for driving revenue, adoption, and growth from the largest and fastest growing small- and mid-market accounts to enterprise-level customers including public sector. The AWS Global Support team interacts with leading companies and believes that world-class support is critical to customer success. AWS Support also partners with a global list of customers that are building mission-critical applications on top of AWS services.Key job responsibilities- Accelerate customer adoption by defining and implementing tech domain specific GTM and Sales strategies within your assigned accounts and technology domain. Your strategies will leverage AWS Sales and our partner ecosystem.- Ideate with Data Science, Developers, Line of Business and C-suite leaders, building trust with your deep technical expertise, and following through to help solve their most compelling business problems.- Act as the front line within your accounts for all specialist customer engagement in your tech domain.- Create & articulate compelling value propositions that address specific needs of your customers.- Build and innovate: Co-Develop GTM motions on new product launches and work with product teams on the creation of innovative new services.- Partner with the world s biggest system integrators, FM Developers to deliver on customer projects.- Spearhead market expansion by pinpointing new customer segments and Gen AI use cases- Collaborate cross-functionally to continuously strengthen AWS's Gen AI value proposition- Gather voice-of-customer insights to inform product roadmaps and enhance the customer experience- Drives conversations to build credibility and earn trust with the account teams and customers.- Drive sales efforts spanning multiple lines of business with decision-making authority and budget ownership.- Engage systems integrators and closely collaborate with AWS partners to deliver maximum customer value- Develop and deliver compelling ROI to drive adoption of AWS Gen AI solutions.- Role require traveling up to 50% (local / international).",AWS EMEA SARL (Saudi Arabia Branch),"AI/ML Sales Specialist, MENAT AGS Specialist Team",https://www.naukrigulf.com/ai-ml-sales-specialist-menat-ags-specialist-team-jobs-in-riyadh-saudi-arabia-in-aws-emea-sarl-7-to-9-years-n-cd-10002542-jid-290824500586
Posted 4 days ago,5 - 6 Years,Riyadh,,Bachelor of Science(Computers),"Job DescriptionRoles & ResponsibilitiesAs a Data Strategy and Governance professional, you will help businesses define their overall data strategy, identifying and segmenting their data landscape into different business domains, define the data model (logical and technical) for each domain, and identify the strategic AI-ML and Advanced Analytics use-cases in order to monetize their data. Enable value as an asset would require the application of known global data governance framework such as DAMA, and also local regulations such as NDMO for KSA. The consultant will have a broad set of skills working together with data scientists, data architects and data engineers, to ensure that the frameworks have a solid roadmap and concrete deliverables, and clients can satisfy the regulatory requirements for data.In this fast- moving new space you will be the main driver in identifying clients and business development.Your key responsibilitiesIn this exciting new role as a senior Consultant you will be responsible for managing up to two projects alongside senior business leaders such as Directors and Partners, and enable clients to determine a FAAS strategy that appropriately addresses risk and manages client expectations relating to deliverables. Provide client advisory in the context of data driven transformation, solution validation, test scenario development and data migration. Develop business process and target operating model that are heavily enabled using data technologies.The role will also involve ensuring work is delivered timely and in compliance with regulatory requirements, delivering effective execution of the FAAS service delivery framework, working with other service lines in providing an integrated service delivery and monitoring the FAAS engagement team's performance against the budget. You will identify and communicate relevant trends, developments and key performance drivers relevant to the client, consult with appropriate resources on complex accounting issues and participate in sales of new FAAS work.Skills and attributes for successPro- activity, accountability and results- driven people will flourish in this environment. Dealing with competing priorities, understanding how to manage resources and communicating effectively are key skills. This will have a huge impact on those around you and help promote a positive work ethic.To qualify for the role, you must have• A bachelor's degree and approximately 4 plus years of related work experience• Data Certifications are a plus even if not a must for the role, if real experience is demonstrated through work experience• Demonstrated work experience of at least 5+ years in a global consulting firm handling a team of at least 4 people• Established track record of business development, practice management and team development• Demonstrated ability to manage and supervise teams through all phases of the project lifecycle, including requirements definition, business re-engineering, and application mapping.• Awareness about emerging technologies like ChatGPT, LLM, Cloud, Data Fabric, Data Mesh• Strong technical skills and recognized cautious risk management ability• Deep understanding of the client's industry and marketplace• Flexibility and willingness to travel on short notice, as necessaryIdeally, you ll also have• Track record with a leading consulting firm• Proficiency in the Arabic languageWhat we look forWe are interested in ambitious leaders, who want to grow within the organization, are team players and are passionate about impacting clients and communities through the application of data and advanced technologies. We are interested in leaders with entrepreneurial mindset, who are accountable for their business results, and can help grow a new generation of talents within the organization.What we offerWe offer a competitive compensation package where you ll be rewarded based on performance and recognized for the value you bring to our business. Plus, we offer:• Continuous learning: You ll develop the mindset and skills to navigate whatever comes next.• Success as defined by you: We ll provide the tools and flexibility, so you can make a meaningful impact, your way.• Transformative leadership: We ll give you the insights, coaching and confidence to be the leader the world needs.• Diverse and inclusive culture: You ll be embraced for who you are and empowered to use your voice to help others find theirs.",Ernst & Young AE,Senior Consultant,https://www.naukrigulf.com/senior-consultant-jobs-in-riyadh-saudi-arabia-in-ernst-young-ae-5-to-6-years-n-cd-10000216-jid-260824500032
Posted 4 days ago,5 - 10 Years,Riyadh,,Any Graduation(),"Job DescriptionRoles & ResponsibilitiesIn Financial Accounting & Advisory Services (FAAS) within Assurance, we assist our clients to address the accounting and financial reporting challenges facing their business. You will be part of a team that provides insight and services that accelerate analytics, decision-making and innovation to build a stronger and more efficient finance function. You will experience ongoing professional development through diverse experiences, world-class learning and individually tailored coaching.That is how we develop outstanding leaders who team to deliver on our promises to all of our stakeholders, and in so doing, play a critical role in building a better working world for our people, for our clients and for our communities.Sound interesting? Well this is just the beginning. Because whenever you join, however long you stay, the exceptional EY experience lasts a lifetime.This role will be based on our Centre of Excellence in Karachi, Jordan, Beirut, Egypt and Riyadh and will remotely support MENA client engagements. Based on business need travel will be a requirement.The opportunityThis opportunity is within our Data & AI team and provides advisory services focused on Data Strategy and Data Governance.As a Data Strategy and Governance professional, you will help businesses define their overall data strategy, identifying and segmenting their data landscape into different business domains, define the data model (logical and technical) for each domain, and identify the strategic AI-ML and Advanced Analytics use-cases in order to monetize their data. Enable value as an asset would require the application of known global data governance framework such as DAMA, and also local regulations such as NDMO for KSA. The consultant will have a broad set of skills working together with data scientists, data architects and data engineers, to ensure that the frameworks have a solid roadmap and concrete deliverables, and clients can satisfy the regulatory requirements for data.In this fast- moving new space you will be the main driver in identifying clients and business development.Your key responsibilitiesIn this exciting new role as a Manager you will be responsible for managing up to two projects alongside senior business leaders such as Directors and Partners, and enable clients to determine a FAAS strategy that appropriately addresses risk and manages client expectations relating to deliverables. Provide client advisory in the context of data driven transformation, solution validation, test scenario development and data migration. Develop business process and target operating model that are heavily enabled using data technologies.The role will also involve ensuring work is delivered timely and in compliance with regulatory requirements, delivering effective execution of the FAAS service delivery framework, working with other service lines in providing an integrated service delivery and monitoring the FAAS engagement team's performance against the budget. You will identify and communicate relevant trends, developments and key performance drivers relevant to the client, consult with appropriate resources on complex accounting issues and participate in sales of new FAAS work.Skills and attributes for successPro- activity, accountability and results- driven people will flourish in this environment. Dealing with competing priorities, understanding how to manage resources and communicating effectively are key skills. This will have a huge impact on those around you and help promote a positive work ethic.To qualify for the role, you must have• A bachelor's degree and approximately 8-10+ plus years of related work experience• Data Certifications are a plus even if not a must for the role, if real experience is demonstrated through work experience• Demonstrated work experience of at least 5+ years in a global consulting firm handling a team of at least 4 people• Established track record of business development, practice management and team development• Demonstrated ability to manage and supervise teams through all phases of the project lifecycle, including requirements definition, business re-engineering, and application mapping.• Awareness about emerging technologies like ChatGPT, LLM, Cloud, Data Fabric, Data Mesh• Strong technical skills and recognized cautious risk management ability• Deep understanding of the client's industry and marketplace• Flexibility and willingness to travel on short notice, as necessaryIdeally, you ll also have• Track record with a leading consulting firm• Proficiency in the Arabic languageWhat we look forWe are interested in ambitious leaders, who want to grow within the organization, are team players and are passionate about impacting clients and communities through the application of data and advanced technologies. We are interested in leaders with entrepreneurial mindset, who are accountable for their business results, and can help grow a new generation of talents within the organization.What we offerWe offer a competitive compensation package where you ll be rewarded based on performance and recognized for the value you bring to our business. Plus, we offer:• Continuous learning: You ll develop the mindset and skills to navigate whatever comes next.• Success as defined by you: We ll provide the tools and flexibility, so you can make a meaningful impact, your way.• Transformative leadership: We ll give you the insights, coaching and confidence to be the leader the world needs.• Diverse and inclusive culture: You ll be embraced for who you are and empowered to use your voice to help others find theirs.",Ernst & Young AE,Manager - Data Strategy and Governance,https://www.naukrigulf.com/manager-data-strategy-and-governance-jobs-in-riyadh-saudi-arabia-in-ernst-young-ae-5-to-10-years-n-cd-10000216-jid-260824501376
